Unnamed: 0,class,type,date,value,percentage,aacc,unit
658,,Renovable,2017-01-01,640061.271,0.2442491915652489,Galicia,MWh
659,solar,Renovable,2017-01-01,1028.463,0.0003924643900298,Galicia,MWh
660,bioenergy,Renovable,2017-01-01,22139.052,0.0084483248682937,Galicia,MWh
661,oil_gas,No-Renovable,2017-01-01,246861.802,0.094203161945164,Galicia,MWh
662,coal,Renovable,2017-01-01,12487.968,0.0047654439137166,Galicia,MWh
663,bioenergy,Renovable,2017-01-01,12487.968,0.0047654439137166,Galicia,MWh
664,others,Generación total,2017-01-01,2620525.648,1.0,Galicia,MWh
665,,Renovable,2017-01-01,7485.39,0.0221902041818413,La Rioja,MWh
666,oil_gas,No-Renovable,2017-01-01,171294.761,0.5077979533290474,La Rioja,MWh
667,,Renovable,2017-01-01,144168.539,0.4273831179147326,La Rioja,MWh
668,solar,Renovable,2017-01-01,7197.234,0.0213359747460708,La Rioja,MWh
669,bioenergy,Renovable,2017-01-01,888.487,0.0026338918804379,La Rioja,MWh
670,oil_gas,No-Renovable,2017-01-01,6294.166,0.0186588579478696,La Rioja,MWh
671,others,Generación total,2017-01-01,337328.57700000005,1.0,La Rioja,MWh
672,,Renovable,2017-01-01,1832.836,0.0034708315271432,Murcia,MWh
673,oil_gas,No-Renovable,2017-01-01,263650.45,0.4992734178101631,Murcia,MWh
674,,Renovable,2017-01-01,69502.426,0.1316163646795139,Murcia,MWh
675,solar,Renovable,2017-01-01,42986.793,0.0814038552250071,Murcia,MWh
676,solar,Renovable,2017-01-01,1127.938,0.0021359700328141,Murcia,MWh
677,bioenergy,Renovable,2017-01-01,4567.888,0.0086501845679915,Murcia,MWh
678,oil_gas,No-Renovable,2017-01-01,144399.939,0.2734493761573669,Murcia,MWh
679,others,Generación total,2017-01-01,528068.27,1.0,Murcia,MWh
680,,Renovable,2018-01-01,279.432,0.0003699678690839,Canarias,MWh
681,oil_gas,No-Renovable,2018-01-01,184470.955,0.2442394791191559,Canarias,MWh
682,oil_gas,No-Renovable,2018-01-01,27249.141,0.0360778530380809,Canarias,MWh
683,oil_gas,No-Renovable,2018-01-01,230384.784,0.3050293724621268,Canarias,MWh
684,oil_gas,No-Renovable,2018-01-01,233901.625,0.3096856687012008,Canarias,MWh
685,hydropower,Renovable,2018-01-01,2257.767,0.0029892827087734,Canarias,MWh
686,,Renovable,2018-01-01,56908.339,0.0753466206910261,Canarias,MWh
687,solar,Renovable,2018-01-01,19072.745,0.025252307628442,Canarias,MWh
688,bioenergy,Renovable,2018-01-01,762.423,0.00100944778211,Canarias,MWh
689,others,Generación total,2018-01-01,755287.211,1.0,Canarias,MWh
690,coal,No-Renovable,2018-01-01,198555.029,0.5667332362742212,Baleares,MWh
691,oil_gas,No-Renovable,2018-01-01,35080.182,0.1001289424603225,Baleares,MWh
692,oil_gas,No-Renovable,2018-01-01,59852.256,0.1708355759711992,Baleares,MWh
693,oil_gas,No-Renovable,2018-01-01,31200.264,0.0890545390785849,Baleares,MWh
694,,Renovable,2018-01-01,252.64,0.0007211073198872,Baleares,MWh
695,solar,Renovable,2018-01-01,7044.5,0.0201070318039325,Baleares,MWh
696,bioenergy,Renovable,2018-01-01,219.363,0.0006261251781682,Baleares,MWh
697,oil_gas,No-Renovable,2018-01-01,3182.987,0.0090851615928034,Baleares,MWh
698,coal,No-Renovable,2018-01-01,7481.4245,0.02135414016044,Baleares,MWh
699,bioenergy,Renovable,2018-01-01,7481.4245,0.02135414016044,Baleares,MWh
700,others,Generación total,2018-01-01,350350.0700000001,1.0,Baleares,MWh
701,oil_gas,No-Renovable,2018-01-01,18543.508,0.9999701791317448,Ceuta,MWh
702,oil_gas,No-Renovable,2018-01-01,0.553,2.982086825534062e-05,Ceuta,MWh
703,others,Generación total,2018-01-01,18544.061,1.0,Ceuta,MWh
704,oil_gas,No-Renovable,2018-01-01,17095.319,0.9400277345622364,Melilla,MWh
705,oil_gas,No-Renovable,2018-01-01,44.298,0.0024358333755361,Melilla,MWh
706,solar,Renovable,2018-01-01,4.205,0.0002312221622675,Melilla,MWh
707,coal,No-Renovable,2018-01-01,521.0755,0.0286526049499798,Melilla,MWh
708,bioenergy,Renovable,2018-01-01,521.0755,0.0286526049499798,Melilla,MWh
709,others,Generación total,2018-01-01,18185.973,1.0,Melilla,MWh
710,,Renovable,2018-01-01,23913.41,0.0084927620283513,Andalucia,MWh
711,hydropower,No-Renovable,2018-01-01,23466.559,0.0083340644939916,Andalucia,MWh
712,coal,No-Renovable,2018-01-01,920178.541,0.326798117554481,Andalucia,MWh
713,oil_gas,No-Renovable,2018-01-01,552724.932,0.1962982826210338,Andalucia,MWh
714,,Renovable,2018-01-01,581431.899,0.2064934592724078,Andalucia,MWh
715,solar,Renovable,2018-01-01,87182.186,0.0309624415258827,Andalucia,MWh
716,solar,Renovable,2018-01-01,55405.267,0.0196769824022699,Andalucia,MWh
717,bioenergy,Renovable,2018-01-01,105111.404,0.0373299391696079,Andalucia,MWh
718,oil_gas,No-Renovable,2018-01-01,439407.975,0.1560541706529825,Andalucia,MWh
719,coal,Renovable,2018-01-01,26917.856,0.009559780278991,Andalucia,MWh
720,others,Generación total,2018-01-01,2815740.029000001,1.0,Andalucia,MWh
721,,Renovable,2018-01-01,215744.702,0.1700431265574032,Aragon,MWh
722,hydropower,No-Renovable,2018-01-01,18684.217,0.0147263068177543,Aragon,MWh
723,coal,No-Renovable,2018-01-01,260963.329,0.2056830131568573,Aragon,MWh
724,oil_gas,No-Renovable,2018-01-01,9219.952,0.0072668735327237,Aragon,MWh
725,,Renovable,2018-01-01,458149.578,0.3610989560896604,Aragon,MWh
726,solar,Renovable,2018-01-01,15275.588,0.0120397336270289,Aragon,MWh
727,bioenergy,Renovable,2018-01-01,3501.161,0.0027595039762359,Aragon,MWh
728,oil_gas,No-Renovable,2018-01-01,253784.968,0.2000252568519181,Aragon,MWh
729,coal,Renovable,2018-01-01,33441.12,0.0263572293904177,Aragon,MWh
730,others,Generación total,2018-01-01,1268764.615,1.0,Aragon,MWh
731,,Renovable,2018-01-01,39255.272,0.167837636940432,Cantabria,MWh
732,hydropower,No-Renovable,2018-01-01,38233.998,0.1634711351663849,Cantabria,MWh
733,,Renovable,2018-01-01,7810.512,0.0333941865789361,Cantabria,MWh
734,solar,Renovable,2018-01-01,76.458,0.0003268995319964,Cantabria,MWh
735,bioenergy,Renovable,2018-01-01,7228.941,0.0309076542641662,Cantabria,MWh
736,oil_gas,No-Renovable,2018-01-01,138510.01,0.5922056219861531,Cantabria,MWh
737,coal,Renovable,2018-01-01,1386.5915,0.0059284327659655,Cantabria,MWh
738,bioenergy,Renovable,2018-01-01,1386.5915,0.0059284327659655,Cantabria,MWh
739,others,Generación total,2018-01-01,233888.374,1.0,Cantabria,MWh
740,,Renovable,2018-01-01,26884.47,0.0126564523289981,Castilla-La Mancha,MWh
741,hydropower,No-Renovable,2018-01-01,10620.64,0.0049998985980921,Castilla-La Mancha,MWh
742,nuclear,No-Renovable,2018-01-01,740146.666,0.3484402331418805,Castilla-La Mancha,MWh
743,oil_gas,No-Renovable,2018-01-01,170008.376,0.0800351618006376,Castilla-La Mancha,MWh
744,,Renovable,2018-01-01,952939.293,0.4486170169723886,Castilla-La Mancha,MWh
745,solar,Renovable,2018-01-01,93611.325,0.0440695789173768,Castilla-La Mancha,MWh
746,solar,Renovable,2018-01-01,13418.482,0.0063170439201709,Castilla-La Mancha,MWh
747,bioenergy,Renovable,2018-01-01,22354.2,0.0105237286304282,Castilla-La Mancha,MWh
748,oil_gas,No-Renovable,2018-01-01,94187.627,0.0443408856900268,Castilla-La Mancha,MWh
749,others,Generación total,2018-01-01,2124171.079,1.0,Castilla-La Mancha,MWh
750,,Renovable,2018-01-01,355847.936,0.1584379806793448,Castilla-Leon,MWh
751,hydropower,No-Renovable,2018-01-01,26283.07,0.0117022922309541,Castilla-Leon,MWh
752,coal,No-Renovable,2018-01-01,376514.96,0.1676397807122992,Castilla-Leon,MWh
753,,Renovable,2018-01-01,1219173.659,0.5428257215728466,Castilla-Leon,MWh
754,solar,Renovable,2018-01-01,37487.461,0.0166909430145906,Castilla-Leon,MWh
755,bioenergy,Renovable,2018-01-01,26379.274,0.0117451261663272,Castilla-Leon,MWh
756,oil_gas,No-Renovable,2018-01-01,204289.854,0.0909581556236374,Castilla-Leon,MWh
757,others,Generación total,2018-01-01,2245976.214,1.0,Castilla-Leon,MWh
758,,Renovable,2018-01-01,245093.447,0.0604665170447047,Cataluña,MWh
759,hydropower,No-Renovable,2018-01-01,16566.886,0.0040871835088136,Cataluña,MWh
760,nuclear,No-Renovable,2018-01-01,2265984.607,0.5590365574409014,Cataluña,MWh
761,oil_gas,No-Renovable,2018-01-01,604248.518,0.1490729505831487,Cataluña,MWh
762,,Renovable,2018-01-01,368720.504,0.0909663024970558,Cataluña,MWh
763,solar,Renovable,2018-01-01,21162.608,0.005220984946784,Cataluña,MWh
764,solar,Renovable,2018-01-01,6299.366,0.0015541040622348,Cataluña,MWh
765,bioenergy,Renovable,2018-01-01,17683.254,0.0043626004386679,Cataluña,MWh
766,oil_gas,No-Renovable,2018-01-01,480460.154,0.1185333694015183,Cataluña,MWh
767,coal,Renovable,2018-01-01,13915.117,0.0034329708507447,Cataluña,MWh
768,bioenergy,Renovable,2018-01-01,13240.183,0.0032664592254255,Cataluña,MWh
769,others,Generación total,2018-01-01,4053374.644000001,1.0,Cataluña,MWh
770,,Renovable,2018-01-01,76028.105,0.1610075295481858,Pais Vasco,MWh
771,oil_gas,No-Renovable,2018-01-01,91033.105,0.1927841729469727,Pais Vasco,MWh
772,,Renovable,2018-01-01,33715.44,0.0714004341161743,Pais Vasco,MWh
773,solar,Renovable,2018-01-01,1089.236,0.0023067153581553,Pais Vasco,MWh
774,bioenergy,Renovable,2018-01-01,3109.096,0.0065842475764475,Pais Vasco,MWh
775,oil_gas,No-Renovable,2018-01-01,184326.734,0.3903555411650151,Pais Vasco,MWh
776,coal,Renovable,2018-01-01,51980.731,0.1100815163342398,Pais Vasco,MWh
777,bioenergy,Renovable,2018-01-01,30919.724,0.0654798429548092,Pais Vasco,MWh
778,others,Generación total,2018-01-01,472202.171,1.0,Pais Vasco,MWh
779,,Renovable,2018-01-01,228748.599,0.1850609357778773,Asturias,MWh
780,hydropower,No-Renovable,2018-01-01,2580.446,0.0020876182567757,Asturias,MWh
781,coal,No-Renovable,2018-01-01,604167.966,0.4887806510892632,Asturias,MWh
782,oil_gas,No-Renovable,2018-01-01,125042.474,0.1011611758567356,Asturias,MWh
783,,Renovable,2018-01-01,155312.146,0.1256497797235921,Asturias,MWh
784,solar,Renovable,2018-01-01,26.166,2.11686736737738e-05,Asturias,MWh
785,bioenergy,Renovable,2018-01-01,23513.389,0.0190226728848697,Asturias,MWh
786,oil_gas,No-Renovable,2018-01-01,31864.029,0.0257784618142881,Asturias,MWh
787,coal,Renovable,2018-01-01,64816.558,0.0524375359229241,Asturias,MWh
788,others,Generación total,2018-01-01,1236071.773,1.0,Asturias,MWh
789,,Renovable,2018-01-01,2638.58,0.0342220112285518,Madrid,MWh
790,solar,Renovable,2018-01-01,4544.718,0.0589443528059038,Madrid,MWh
791,bioenergy,Renovable,2018-01-01,11375.027,0.1475324991923993,Madrid,MWh
792,oil_gas,No-Renovable,2018-01-01,44959.628,0.5831200472403778,Madrid,MWh
793,coal,Renovable,2018-01-01,6791.943,0.0880905447663836,Madrid,MWh
794,bioenergy,Renovable,2018-01-01,6791.943,0.0880905447663836,Madrid,MWh
795,others,Generación total,2018-01-01,77101.83899999999,1.0,Madrid,MWh
796,,Renovable,2018-01-01,82892.896,0.1834613797309462,Navarra,MWh
797,oil_gas,No-Renovable,2018-01-01,72559.73,0.1605916649202959,Navarra,MWh
798,,Renovable,2018-01-01,178058.018,0.3940840678848725,Navarra,MWh
799,solar,Renovable,2018-01-01,15331.36,0.0339318879479351,Navarra,MWh
800,bioenergy,Renovable,2018-01-01,25001.657,0.0553345185186903,Navarra,MWh
801,oil_gas,No-Renovable,2018-01-01,77983.836,0.1725964809972598,Navarra,MWh
802,others,Generación total,2018-01-01,451827.497,1.0,Navarra,MWh
803,,Renovable,2018-01-01,21998.309,0.0139989948865402,Valencia,MWh
804,hydropower,No-Renovable,2018-01-01,131227.09,0.0835085715854595,Valencia,MWh
805,nuclear,No-Renovable,2018-01-01,588493.968,0.3744980602278014,Valencia,MWh
806,oil_gas,No-Renovable,2018-05-01,-0.001,6.230727374995371e-10,Valencia,MWh
807,oil_gas,No-Renovable,2018-01-01,316877.86,0.2016505696777793,Valencia,MWh
808,,Renovable,2018-01-01,325231.057,0.2069662674475152,Valencia,MWh
809,solar,Renovable,2018-01-01,32857.964,0.0209097194706249,Valencia,MWh
810,solar,Renovable,2018-01-01,3685.665,0.0023454350736004,Valencia,MWh
811,bioenergy,Renovable,2018-01-01,2922.515,0.0018597917022093,Valencia,MWh
812,oil_gas,No-Renovable,2018-01-01,137729.659,0.0876465910205158,Valencia,MWh
813,coal,Renovable,2018-01-01,10396.517,0.0066159989079537,Valencia,MWh
814,others,Generación total,2018-01-01,1571420.6039999998,1.0,Valencia,MWh
815,,Renovable,2018-01-01,45855.271,0.0275933815213726,Extremadura,MWh
816,hydropower,No-Renovable,2018-01-01,392.424,0.0002361409040662,Extremadura,MWh
817,nuclear,No-Renovable,2018-01-01,1501699.986,0.9036470560677295,Extremadura,MWh
818,solar,Renovable,2018-01-01,55075.131,0.0331414266862053,Extremadura,MWh
819,solar,Renovable,2018-01-01,32318.391,0.0194475721890269,Extremadura,MWh
820,bioenergy,Renovable,2018-01-01,19906.63,0.0119788025327514,Extremadura,MWh
821,oil_gas,No-Renovable,2018-01-01,6573.534,0.0039556200988478,Extremadura,MWh
822,others,Generación total,2018-01-01,1661821.367,1.0,Extremadura,MWh
823,,Renovable,2018-01-01,813977.927,0.2883093280081869,Galicia,MWh
824,hydropower,No-Renovable,2018-01-01,5381.166,0.0019059980644419,Galicia,MWh
825,coal,No-Renovable,2018-01-01,858246.073,0.3039890153830858,Galicia,MWh
826,oil_gas,No-Renovable,2018-01-01,9581.087,0.0033936015497849,Galicia,MWh
827,,Renovable,2018-01-01,852292.474,0.3018802627130393,Galicia,MWh
828,solar,Renovable,2018-01-01,676.161,0.0002394948524634,Galicia,MWh
829,bioenergy,Renovable,2018-01-01,21984.062,0.0077867100960224,Galicia,MWh
830,oil_gas,No-Renovable,2018-01-01,227290.679,0.0805058967219568,Galicia,MWh
831,coal,Renovable,2018-01-01,16925.129,0.005994846305509,Galicia,MWh
832,bioenergy,Renovable,2018-01-01,16925.129,0.005994846305509,Galicia,MWh
833,others,Generación total,2018-01-01,2823279.887,1.0,Galicia,MWh
834,,Renovable,2018-01-01,14346.593,0.1007149277902903,La Rioja,MWh
835,oil_gas,No-Renovable,2018-01-01,27393.052,0.1923027477071154,La Rioja,MWh
836,,Renovable,2018-01-01,87558.152,0.6146694867646461,La Rioja,MWh
837,solar,Renovable,2018-01-01,6884.941,0.0483331712034633,La Rioja,MWh
838,bioenergy,Renovable,2018-01-01,643.396,0.0045167226588613,La Rioja,MWh
839,oil_gas,No-Renovable,2018-01-01,5621.399,0.0394629438756233,La Rioja,MWh
840,others,Generación total,2018-01-01,142447.53300000002,1.0,La Rioja,MWh
841,,Renovable,2018-01-01,1377.049,0.0024811597397872,Murcia,MWh
842,oil_gas,No-Renovable,2018-01-01,275943.283,0.4971931748574799,Murcia,MWh
843,,Renovable,2018-01-01,71026.684,0.1279755105238744,Murcia,MWh
844,solar,Renovable,2018-01-01,47139.758,0.0849361712567335,Murcia,MWh
845,solar,Renovable,2018-01-01,1260.346,0.0022708848802053,Murcia,MWh
846,bioenergy,Renovable,2018-01-01,4635.991,0.008353104517861,Murcia,MWh
847,oil_gas,No-Renovable,2018-01-01,153619.043,0.2767899942240585,Murcia,MWh
848,others,Generación total,2018-01-01,555002.154,1.0,Murcia,MWh
849,,Renovable,2019-01-01,292.916,0.0003877887792274,Canarias,MWh
850,oil_gas,No-Renovable,2019-01-01,174264.272,0.2307068555553019,Canarias,MWh
851,oil_gas,No-Renovable,2019-01-01,21945.628,0.0290536136349646,Canarias,MWh
852,oil_gas,No-Renovable,2019-01-01,218650.612,0.2894695199470512,Canarias,MWh
853,oil_gas,No-Renovable,2019-01-01,264507.273,0.3501787286916609,Canarias,MWh
854,hydropower,Renovable,2019-01-01,1109.656,0.0014690633000668,Canarias,MWh
855,,Renovable,2019-01-01,55716.046,0.073761957222273,Canarias,MWh
856,solar,Renovable,2019-01-01,17899.612,0.0236971305293144,Canarias,MWh
857,bioenergy,Renovable,2019-01-01,963.329,0.0012753423401397,Canarias,MWh
858,others,Generación total,2019-01-01,755349.3439999998,1.0,Canarias,MWh
859,coal,No-Renovable,2019-01-01,217725.286,0.6393517215511724,Baleares,MWh
860,oil_gas,No-Renovable,2019-01-01,35212.248,0.1034009957781698,Baleares,MWh
861,oil_gas,No-Renovable,2019-01-01,22524.488,0.0661433058347606,Baleares,MWh
862,oil_gas,No-Renovable,2019-01-01,34412.136,0.1010514616747504,Baleares,MWh
863,,Renovable,2019-01-01,805.427,0.0023651416355645,Baleares,MWh
864,solar,Renovable,2019-01-01,7290.851,0.0214096314859041,Baleares,MWh
865,bioenergy,Renovable,2019-01-01,107.643,0.000316094371156,Baleares,MWh
866,oil_gas,No-Renovable,2019-01-01,3341.547,0.009812474546912,Baleares,MWh
867,coal,No-Renovable,2019-01-01,9560.5395,0.0280745865608048,Baleares,MWh
868,bioenergy,Renovable,2019-01-01,9560.5395,0.0280745865608048,Baleares,MWh
869,others,Generación total,2019-01-01,340540.7050000001,1.0,Baleares,MWh
870,oil_gas,No-Renovable,2019-01-01,17829.88,0.9999798656652892,Ceuta,MWh
871,oil_gas,No-Renovable,2019-01-01,0.359,2.013433471082468e-05,Ceuta,MWh
872,others,Generación total,2019-01-01,17830.239,1.0,Ceuta,MWh
873,oil_gas,No-Renovable,2019-01-01,17425.724,0.9403966047615496,Melilla,MWh
874,oil_gas,No-Renovable,2019-01-01,0.561,3.0274925464860425e-05,Melilla,MWh
875,solar,Renovable,2019-01-01,5.053,0.0002726901931799,Melilla,MWh
876,coal,No-Renovable,2019-01-01,549.424,0.0296502150599028,Melilla,MWh
877,bioenergy,Renovable,2019-01-01,549.424,0.0296502150599028,Melilla,MWh
878,others,Generación total,2019-01-01,18530.186,1.0,Melilla,MWh
879,,Renovable,2019-01-01,25288.605,0.0089315786078062,Andalucia,MWh
880,hydropower,No-Renovable,2019-01-01,3005.384,0.0010614592399479,Andalucia,MWh
881,coal,No-Renovable,2019-01-01,808964.433,0.2857148278546356,Andalucia,MWh
882,oil_gas,No-Renovable,2019-01-01,686208.66,0.2423592202158783,Andalucia,MWh
883,,Renovable,2019-01-01,547209.843,0.1932667985331651,Andalucia,MWh
884,solar,Renovable,2019-01-01,100175.137,0.0353804454877307,Andalucia,MWh
885,solar,Renovable,2019-01-01,74526.679,0.0263217718758009,Andalucia,MWh
886,bioenergy,Renovable,2019-01-01,109551.171,0.038691928454089,Andalucia,MWh
887,oil_gas,No-Renovable,2019-01-01,474456.626,0.1675713884223155,Andalucia,MWh
888,coal,Renovable,2019-01-01,1983.605,0.0007005813086304,Andalucia,MWh
889,others,Generación total,2019-01-01,2831370.143,1.0,Andalucia,MWh
890,,Renovable,2019-01-01,131495.03,0.0852142474596504,Aragon,MWh
891,hydropower,No-Renovable,2019-01-01,4963.729,0.0032167028010765,Aragon,MWh
892,coal,No-Renovable,2019-01-01,339157.97,0.2197884679253101,Aragon,MWh
893,oil_gas,No-Renovable,2019-01-01,10155.896,0.0065814429253978,Aragon,MWh
894,,Renovable,2019-01-01,726757.534,0.4709691031321967,Aragon,MWh
895,solar,Renovable,2019-01-01,15605.837,0.0101132313208565,Aragon,MWh
896,bioenergy,Renovable,2019-01-01,4876.483,0.0031601637650851,Aragon,MWh
897,oil_gas,No-Renovable,2019-01-01,276458.883,0.1791568523036995,Aragon,MWh
898,coal,Renovable,2019-01-01,33639.49,0.0217997883667271,Aragon,MWh
899,others,Generación total,2019-01-01,1543110.852,1.0,Aragon,MWh
900,,Renovable,2019-01-01,18324.586,0.0917913147415012,Cantabria,MWh
901,hydropower,No-Renovable,2019-01-01,16882.0,0.0845651288092415,Cantabria,MWh
902,,Renovable,2019-01-01,5866.649,0.0293871536763184,Cantabria,MWh
903,solar,Renovable,2019-01-01,72.563,0.0003634817818851,Cantabria,MWh
904,bioenergy,Renovable,2019-01-01,7329.449,0.0367145953551573,Cantabria,MWh
905,oil_gas,No-Renovable,2019-01-01,144174.534,0.7221974907429436,Cantabria,MWh
906,coal,Renovable,2019-01-01,3491.6665,0.0174904174464763,Cantabria,MWh
907,bioenergy,Renovable,2019-01-01,3491.6665,0.0174904174464763,Cantabria,MWh
908,others,Generación total,2019-01-01,199633.114,1.0,Cantabria,MWh
909,,Renovable,2019-01-01,56524.881,0.0256432292319031,Castilla-La Mancha,MWh
910,hydropower,No-Renovable,2019-01-01,979.784,0.000444491439261,Castilla-La Mancha,MWh
911,nuclear,No-Renovable,2019-01-01,738544.917,0.3350502693616969,Castilla-La Mancha,MWh
912,oil_gas,No-Renovable,2019-01-01,129849.576,0.0589079071751327,Castilla-La Mancha,MWh
913,,Renovable,2019-01-01,1003724.223,0.4553522250847878,Castilla-La Mancha,MWh
914,solar,Renovable,2019-01-01,115653.651,0.0524677457365991,Castilla-La Mancha,MWh
915,solar,Renovable,2019-01-01,23995.448,0.0108858393454417,Castilla-La Mancha,MWh
916,bioenergy,Renovable,2019-01-01,21393.916,0.0097056213555952,Castilla-La Mancha,MWh
917,oil_gas,No-Renovable,2019-01-01,113614.527,0.051542671269582,Castilla-La Mancha,MWh
918,others,Generación total,2019-01-01,2204280.9230000004,1.0,Castilla-La Mancha,MWh
919,,Renovable,2019-01-01,498000.701,0.2107658863438491,Castilla-Leon,MWh
920,hydropower,No-Renovable,2019-01-01,27854.889,0.011788859648803,Castilla-Leon,MWh
921,coal,No-Renovable,2019-01-01,235049.402,0.0994785658888494,Castilla-Leon,MWh
922,,Renovable,2019-01-01,1277136.993,0.5405151233153851,Castilla-Leon,MWh
923,solar,Renovable,2019-01-01,46466.023,0.0196655396323803,Castilla-Leon,MWh
924,bioenergy,Renovable,2019-01-01,26022.214,0.0110132274659977,Castilla-Leon,MWh
925,oil_gas,No-Renovable,2019-01-01,252284.319,0.1067727977047352,Castilla-Leon,MWh
926,others,Generación total,2019-01-01,2362814.541,1.0,Castilla-Leon,MWh
927,,Renovable,2019-01-01,254632.493,0.059422228845288,Cataluña,MWh
928,hydropower,No-Renovable,2019-01-01,4316.877,0.0010074065959483,Cataluña,MWh
929,nuclear,No-Renovable,2019-01-01,2146622.714,0.5009459109203366,Cataluña,MWh
930,oil_gas,No-Renovable,2019-01-01,865749.671,0.2020353901687433,Cataluña,MWh
931,,Renovable,2019-01-01,445534.857,0.1039720968808433,Cataluña,MWh
932,solar,Renovable,2019-01-01,21726.082,0.0050701000540237,Cataluña,MWh
933,solar,Renovable,2019-01-01,5874.725,0.001370953287384,Cataluña,MWh
934,bioenergy,Renovable,2019-01-01,13917.103,0.0032477602115353,Cataluña,MWh
935,oil_gas,No-Renovable,2019-01-01,503862.814,0.1175837815802195,Cataluña,MWh
936,coal,Renovable,2019-01-01,11810.245,0.002756093980154,Cataluña,MWh
937,bioenergy,Renovable,2019-01-01,11091.128,0.0025882774755238,Cataluña,MWh
938,others,Generación total,2019-01-01,4285138.709,1.0,Cataluña,MWh
939,,Renovable,2019-01-01,40370.228,0.0734022014219542,Pais Vasco,MWh
940,oil_gas,No-Renovable,2019-01-01,196421.842,0.3571393158878189,Pais Vasco,MWh
941,,Renovable,2019-01-01,30718.166,0.0558525705637586,Pais Vasco,MWh
942,solar,Renovable,2019-01-01,993.825,0.0018069985343697,Pais Vasco,MWh
943,bioenergy,Renovable,2019-01-01,4074.71,0.0074087439921332,Pais Vasco,MWh
944,oil_gas,No-Renovable,2019-01-01,194916.343,0.3544019783419782,Pais Vasco,MWh
945,coal,Renovable,2019-01-01,52593.2605,0.0956264378952308,Pais Vasco,MWh
946,bioenergy,Renovable,2019-01-01,29898.2365,0.0543617533627559,Pais Vasco,MWh
947,others,Generación total,2019-01-01,549986.611,1.0,Pais Vasco,MWh
948,,Renovable,2019-01-01,171819.515,0.1356920186006563,Asturias,MWh
949,hydropower,No-Renovable,2019-01-01,145.615,0.0001149973755224,Asturias,MWh
950,coal,No-Renovable,2019-01-01,735444.129,0.5808065424466567,Asturias,MWh
951,oil_gas,No-Renovable,2019-01-01,100421.597,0.0793065281788952,Asturias,MWh
952,,Renovable,2019-01-01,135979.771,0.107388090438068,Asturias,MWh
953,solar,Renovable,2019-01-01,21.001,1.6585241103912925e-05,Asturias,MWh
954,bioenergy,Renovable,2019-01-01,21962.368,0.0173444678107167,Asturias,MWh
955,oil_gas,No-Renovable,2019-01-01,30801.631,0.024325150065652,Asturias,MWh
956,coal,Renovable,2019-01-01,69650.662,0.0550056198427287,Asturias,MWh
957,others,Generación total,2019-01-01,1266246.289,1.0,Asturias,MWh
958,,Renovable,2019-01-01,7255.261,0.061007514930495,Madrid,MWh
959,solar,Renovable,2019-01-01,5146.445,0.0432750551877419,Madrid,MWh
960,bioenergy,Renovable,2019-01-01,13467.019,0.113240497166368,Madrid,MWh
961,oil_gas,No-Renovable,2019-01-01,77809.264,0.6542769219757678,Madrid,MWh
962,coal,Renovable,2019-01-01,7623.0325,0.0641000053698135,Madrid,MWh
963,bioenergy,Renovable,2019-01-01,7623.0325,0.0641000053698135,Madrid,MWh
964,others,Generación total,2019-01-01,118924.054,1.0,Madrid,MWh
965,,Renovable,2019-01-01,34583.391,0.0548402286464878,Navarra,MWh
966,oil_gas,No-Renovable,2019-01-01,128532.554,0.2038190717005468,Navarra,MWh
967,,Renovable,2019-01-01,353912.097,0.5612121818892193,Navarra,MWh
968,solar,Renovable,2019-01-01,15493.086,0.0245679892605007,Navarra,MWh
969,bioenergy,Renovable,2019-01-01,27721.636,0.04395927677233,Navarra,MWh
970,oil_gas,No-Renovable,2019-01-01,70378.075,0.1116012517309153,Navarra,MWh
971,others,Generación total,2019-01-01,630620.8389999999,1.0,Navarra,MWh
972,,Renovable,2019-01-01,18320.701,0.0099960953537275,Valencia,MWh
973,hydropower,No-Renovable,2019-01-01,92431.485,0.0504322371587551,Valencia,MWh
974,nuclear,No-Renovable,2019-01-01,657933.802,0.3589802061194345,Valencia,MWh
975,oil_gas,No-Renovable,2019-04-01,0.001,5.901765009286883e-10,Valencia,MWh
976,oil_gas,No-Renovable,2019-01-01,524254.1,0.2860422193005956,Valencia,MWh
977,,Renovable,2019-01-01,358037.294,0.195351418650116,Valencia,MWh
978,solar,Renovable,2019-01-01,35173.584,0.0191913234977388,Valencia,MWh
979,solar,Renovable,2019-01-01,1424.297,0.0007771213898435,Valencia,MWh
980,bioenergy,Renovable,2019-01-01,2667.557,0.0014554658216136,Valencia,MWh
981,oil_gas,No-Renovable,2019-01-01,138139.408,0.075371280524445,Valencia,MWh
982,coal,Renovable,2019-01-01,4403.51,0.0024026321837299,Valencia,MWh
983,others,Generación total,2019-01-01,1832785.738,1.0,Valencia,MWh
984,,Renovable,2019-01-01,174997.102,0.0956539337987084,Extremadura,MWh
985,hydropower,No-Renovable,2019-01-01,791.34,0.0004325487857065,Extremadura,MWh
986,nuclear,No-Renovable,2019-01-01,1498287.393,0.8189683226952035,Extremadura,MWh
987,,Renovable,2019-03-01,5127.092,0.0027749301953045,Extremadura,MWh
988,solar,Renovable,2019-01-01,68011.337,0.0371751980610493,Extremadura,MWh
989,solar,Renovable,2019-01-01,58709.926,0.0320910192840283,Extremadura,MWh
