project,type,country,unit,status,capacity,start_year,owner,lat,lng,url,aacc
Mulhacén solar farm,solar,Spain,MWh,pre-construction,72000.0,,Ignis Energia,39.8615,-4.0281,https://gem.wiki/Mulhacén_solar_farm,Castilla_la_Mancha
Muluya solar farm,solar,Spain,MWh,pre-construction,241920.0,,,39.6111,-2.7904,https://gem.wiki/Muluya_solar_farm,Castilla_la_Mancha
Murcia (Audax Renovables) solar farm,solar,Spain,MWh,construction,36000.0,2024.0,Audax Renovables,37.9843,-1.1328,https://gem.wiki/Murcia_(Audax_Renovables)_solar_farm,Murcia
Mástil solar farm,solar,Spain,MWh,pre-construction,72000.0,,,40.4325,-3.6799,https://gem.wiki/Mástil_solar_farm,Madrid
Naipes solar farm,solar,Spain,MWh,construction,36000.0,,Naturgy,38.7653,-6.581,https://gem.wiki/Naipes_solar_farm,Extremadura
Naipes solar farm,solar,Spain,MWh,construction,36000.0,,Naturgy,38.7653,-6.581,https://gem.wiki/Naipes_solar_farm,Extremadura
Natera solar farm,solar,Spain,MWh,pre-construction,45000.0,,,37.6087,-4.6016,https://gem.wiki/Natera_solar_farm,Andalucía
Natera solar farm,solar,Spain,MWh,pre-construction,45000.0,,,37.6087,-4.6016,https://gem.wiki/Natera_solar_farm,Andalucía
NavaBuena solar farm,solar,Spain,MWh,pre-construction,323208.0,,,41.863,-4.8631,https://gem.wiki/NavaBuena_solar_farm,Castilla_León
Navajo solar farm,solar,Spain,MWh,pre-construction,71280.0,,Esparity Solar,40.6446,-3.1656,https://gem.wiki/Navajo_solar_farm,Castilla_la_Mancha
Navarra (Enhol) solar farm,solar,Spain,MWh,construction,36000.0,2023.0,Grupo Enhol,42.6838,-1.7171,https://gem.wiki/Navarra_(Enhol)_solar_farm,Navarra
Navarra Canal solar farm,solar,Spain,MWh,pre-construction,115200.0,,Asociación Nacional de Productores de Energía Fotovoltaica (ANPiER),42.8148,-1.6442,https://gem.wiki/Navarra_Canal_solar_farm,Navarra
Nertóbriga solar farm,solar,Spain,MWh,operating,36000.0,2021.0,Endesa,38.257,-6.6127,https://gem.wiki/Nertóbriga_solar_farm,Extremadura
Niebla solar farm,solar,Spain,MWh,construction,36000.0,,Taaleri Energia,37.3158,-6.8417,https://gem.wiki/Niebla_solar_farm,Andalucía
Ninobe 3 solar farm,solar,Spain,MWh,operating,16056.0,2022.0,Enel Green Power,38.9935,-3.3951,https://gem.wiki/Ninobe_3_solar_farm,Castilla_la_Mancha
Nita solar farm,solar,Spain,MWh,pre-construction,184896.0,,Compañía Española de Petróleos SA (CEPSA),38.791,-5.6362,https://gem.wiki/Nita_solar_farm,Extremadura
Nita solar farm,solar,Spain,MWh,pre-construction,149760.0,,Compañía Española de Petróleos SA (CEPSA),38.791,-5.6362,https://gem.wiki/Nita_solar_farm,Extremadura
Nobesol solar farm,solar,Spain,MWh,operating,43200.0,2008.0,Entoria Energy PTE LTD,39.625,-2.0884,https://gem.wiki/Nobesol_solar_farm,Castilla_la_Mancha
Noguera solar farm,solar,Spain,MWh,pre-construction,43848.0,,,40.4325,-3.6799,https://gem.wiki/Noguera_solar_farm,Madrid
Nortada solar farm,solar,Spain,MWh,pre-construction,50400.0,,,40.4325,-3.6799,https://gem.wiki/Nortada_solar_farm,Madrid
Noviercas solar farm,solar,Spain,MWh,pre-construction,158400.0,,,41.77,-4.2093,https://gem.wiki/Noviercas_solar_farm,Castilla_León
Nuza solar farm,solar,Spain,MWh,pre-construction,45000.0,,Tejo Solar,36.4327,-5.4519,https://gem.wiki/Nuza_solar_farm,Andalucía
Núñez De Balboa solar farm,solar,Spain,MWh,operating,360000.0,2020.0,Iberdrola SA,38.4533,-6.226,https://gem.wiki/Núñez_De_Balboa_solar_farm,Extremadura
Obenque solar farm,solar,Spain,MWh,pre-construction,45000.0,,Ignis Energia,40.5169,-3.1261,https://gem.wiki/Obenque_solar_farm,Castilla_la_Mancha
Obenque solar farm,solar,Spain,MWh,pre-construction,72000.0,,Ignis Energia,40.5169,-3.1261,https://gem.wiki/Obenque_solar_farm,Castilla_la_Mancha
Ocaña solar farm,solar,Spain,MWh,pre-construction,36000.0,,Naturgy,39.5688,-2.9442,https://gem.wiki/Ocaña_solar_farm,Castilla_la_Mancha
Ojeador (Grupo Ignis) solar farm,solar,Spain,MWh,pre-construction,46800.0,,Ignis Energia,40.5718,-3.2918,https://gem.wiki/Ojeador_(Grupo_Ignis)_solar_farm,Madrid
Ojeador (Total Energies) solar farm,solar,Spain,MWh,pre-construction,32760.0,,Total Energies SE,40.2033,-3.8764,https://gem.wiki/Ojeador_(Total_Energies)_solar_farm,Madrid
Ojeador (Total Energies) solar farm,solar,Spain,MWh,pre-construction,32760.0,,Total Energies SE,40.2033,-3.8764,https://gem.wiki/Ojeador_(Total_Energies)_solar_farm,Madrid
Ojeador solar farm,solar,Spain,MWh,pre-construction,32760.0,,,39.6111,-2.7904,https://gem.wiki/Ojeador_solar_farm,Castilla_la_Mancha
Ojeador solar farm,solar,Spain,MWh,pre-construction,36000.0,,,39.6111,-2.7904,https://gem.wiki/Ojeador_solar_farm,Castilla_la_Mancha
Oliva solar farm,solar,Spain,MWh,pre-construction,35928.0,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm,Madrid
Oliva solar farm,solar,Spain,MWh,pre-construction,35928.0,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm,Madrid
Oliva solar farm,solar,Spain,MWh,pre-construction,17928.0,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm,Madrid
Oliva solar farm,solar,Spain,MWh,pre-construction,17928.0,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm,Madrid
Oliva solar farm,solar,Spain,MWh,pre-construction,17928.0,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm,Madrid
Olivares solar farm,solar,Spain,MWh,operating,35928.0,2022.0,Matrix Renewables,37.7983,-3.7983,https://gem.wiki/Olivares_solar_farm,Andalucía
Olivenza solar farm,solar,Spain,MWh,operating,36000.0,2012.0,Grupo Ibereólica Renovables,38.7548,-7.1439,https://gem.wiki/Olivenza_solar_farm,Extremadura
Olmedilla Hive solar farm,solar,Spain,MWh,operating,121680.0,2022.0,Hive Energy,39.6143,-2.1039,https://gem.wiki/Olmedilla_Hive_solar_farm,Castilla_la_Mancha
Olmedilla solar farm,solar,Spain,MWh,operating,30240.0,2022.0,Iberdrola SA,39.6153,-2.1077,https://gem.wiki/Olmedilla_solar_farm,Castilla_la_Mancha
Olmedo solar farm,solar,Spain,MWh,pre-construction,120960.0,,Opdenergy,41.2916,-4.6943,https://gem.wiki/Olmedo_solar_farm,Castilla_León
Orellana CSP solar farm,solar,Spain,MWh,operating,35928.0,2012.0,Acciona,38.992,-5.549,https://gem.wiki/Orellana_CSP_solar_farm,Extremadura
Oriol solar farm,solar,Spain,MWh,pre-construction,196776.0,,Iberdrola SA,39.8221,-6.7734,https://gem.wiki/Oriol_solar_farm,Extremadura
Oriolus solar farm,solar,Spain,MWh,pre-construction,280800.0,,,38.791,-5.6362,https://gem.wiki/Oriolus_solar_farm,Extremadura
Orla solar farm,solar,Spain,MWh,pre-construction,45000.0,,,37.6087,-4.6016,https://gem.wiki/Orla_solar_farm,Andalucía
Orla solar farm,solar,Spain,MWh,pre-construction,45000.0,,,37.6087,-4.6016,https://gem.wiki/Orla_solar_farm,Andalucía
Oropesa solar farm,solar,Spain,MWh,pre-construction,216000.0,,,39.6111,-2.7904,https://gem.wiki/Oropesa_solar_farm,Castilla_la_Mancha
Osa De La Vega solar farm,solar,Spain,MWh,operating,21600.0,2008.0,Brookfield Renewable Partners; KKR,39.6506,-2.8001,https://gem.wiki/Osa_De_La_Vega_solar_farm,Castilla_la_Mancha
Otero solar farm,solar,Spain,MWh,pre-construction,363600.0,,Iberdrola SA,40.9796,-4.3668,https://gem.wiki/Otero_solar_farm,Castilla_León
PS-20 CSP solar farm,solar,Spain,MWh,operating,14400.0,2009.0,Abengoa,37.4401,-6.2601,https://gem.wiki/PS-20_CSP_solar_farm,Andalucía
PSF Ayora solar farm,solar,Spain,MWh,pre-construction,144000.0,,Iberdrola SA,39.2313,-1.0535,https://gem.wiki/PSF_Ayora_solar_farm,Valencia
Palabra solar farm,solar,Spain,MWh,operating,35856.0,,,41.2874,-0.324,https://gem.wiki/Palabra_solar_farm,Aragón
Palacios Del Arzobispo solar farm,solar,Spain,MWh,operating,21600.0,2019.0,Solaria Energía y Medio Ambiente SA,41.1631,-5.8912,https://gem.wiki/Palacios_Del_Arzobispo_solar_farm,Castilla_León
Palencia (Euder Energy) solar farm,solar,Spain,MWh,announced,32400.0,,Euder Energy SL,42.5943,-4.3382,https://gem.wiki/Palencia_(Euder_Energy)_solar_farm,Castilla_León
Palencia (Euder Energy) solar farm,solar,Spain,MWh,announced,32400.0,,Euder Energy SL,42.5943,-4.3382,https://gem.wiki/Palencia_(Euder_Energy)_solar_farm,Castilla_León
Palma del Río 1 CSP solar farm,solar,Spain,MWh,operating,35928.0,2011.0,,37.645,-5.258,https://gem.wiki/Palma_del_Río_1_CSP_solar_farm,Andalucía
Palma del Río 2 CSP solar farm,solar,Spain,MWh,operating,36000.0,2010.0,Acciona,37.645,-5.258,https://gem.wiki/Palma_del_Río_2_CSP_solar_farm,Andalucía
Palma del Río PV solar farm,solar,Spain,MWh,operating,36000.0,2019.0,Abei Energy; Engie SA,37.6337,-5.2733,https://gem.wiki/Palma_del_Río_PV_solar_farm,Andalucía
Parcas solar farm,solar,Spain,MWh,operating,28800.0,2019.0,X-Elio,36.9787,-2.157,https://gem.wiki/Parcas_solar_farm,Andalucía
Parla solar farm,solar,Spain,MWh,announced,201600.0,,Solaria Energía y Medio Ambiente SA,39.6209,-4.4892,https://gem.wiki/Parla_solar_farm,Castilla_la_Mancha
Parrilla solar farm,solar,Spain,MWh,pre-construction,194400.0,,,37.6087,-4.6016,https://gem.wiki/Parrilla_solar_farm,Andalucía
Parrilla solar farm,solar,Spain,MWh,pre-construction,87552.0,,,37.6087,-4.6016,https://gem.wiki/Parrilla_solar_farm,Andalucía
Pañol solar farm,solar,Spain,MWh,pre-construction,72000.0,,Ignis Energia,40.5718,-3.2918,https://gem.wiki/Pañol_solar_farm,Madrid
Pedroso solar farm,solar,Spain,MWh,operating,22248.0,,,37.6568,-5.5269,https://gem.wiki/Pedroso_solar_farm,Andalucía
Peralta solar farm,solar,Spain,MWh,pre-construction,266400.0,,Iberdrola,42.3358,-1.8117,https://gem.wiki/Peralta_solar_farm,Navarra
Perdiguero solar farm,solar,Spain,MWh,pre-construction,72000.0,,Ignis Energia,39.8615,-4.0281,https://gem.wiki/Perdiguero_solar_farm,Castilla_la_Mancha
Perogordo CSF solar farm,solar,Spain,MWh,operating,32472.0,2019.0,China Three Gorges CORP (CTG),40.9292,-4.1586,https://gem.wiki/Perogordo_CSF_solar_farm,Castilla_León
Perseo Fotón solar farm,solar,Spain,MWh,operating,32400.0,2021.0,Repsol,39.0048,-3.3892,https://gem.wiki/Perseo_Fotón_solar_farm,Castilla_la_Mancha
Perseo Fotón solar farm,solar,Spain,MWh,operating,32400.0,2021.0,Repsol,39.0048,-3.3892,https://gem.wiki/Perseo_Fotón_solar_farm,Castilla_la_Mancha
Perseo Fotón solar farm,solar,Spain,MWh,construction,25920.0,2024.0,Repsol,39.0048,-3.3892,https://gem.wiki/Perseo_Fotón_solar_farm,Castilla_la_Mancha
Pezuelas de las Torres solar farm,solar,Spain,MWh,pre-construction,97200.0,,,40.4325,-3.6799,https://gem.wiki/Pezuelas_de_las_Torres_solar_farm,Madrid
Peñaflor (EDPR) solar farm,solar,Spain,MWh,construction,72000.0,2023.0,EDP Renewables,41.7101,-4.8338,https://gem.wiki/Peñaflor_(EDPR)_solar_farm,Castilla_León
Peñaflor (Iberdrola) solar farm,solar,Spain,MWh,pre-construction,98280.0,,Iberdrola SA,41.6791,-0.6937,https://gem.wiki/Peñaflor_(Iberdrola)_solar_farm,Aragón
Peñaflor 2 solar farm,solar,Spain,MWh,operating,29664.000000000004,,,41.2796,-0.5516,https://gem.wiki/Peñaflor_2_solar_farm,Aragón
Peñalba solar farm,solar,Spain,MWh,pre-construction,31680.0,,Libienergy Energías SL,41.5325,0.3532,https://gem.wiki/Peñalba_solar_farm,Aragón
Peñalba solar farm,solar,Spain,MWh,pre-construction,31320.0,,Libienergy Energías SL,41.5325,0.3532,https://gem.wiki/Peñalba_solar_farm,Aragón
Peñarrubia solar farm,solar,Spain,MWh,construction,36000.0,,Iberdrola SA,43.2591,-4.5842,https://gem.wiki/Peñarrubia_solar_farm,Cantabria
Peñuela Alcántara solar farm,solar,Spain,MWh,pre-construction,312480.0,,,37.6087,-4.6016,https://gem.wiki/Peñuela_Alcántara_solar_farm,Andalucía
Picual solar farm,solar,Spain,MWh,pre-construction,139032.0,,,37.6087,-4.6016,https://gem.wiki/Picual_solar_farm,Andalucía
Picón solar farm,solar,Spain,MWh,operating,36000.0,2019.0,Naturgy,39.0301,-4.0201,https://gem.wiki/Picón_solar_farm,Castilla_la_Mancha
Picón solar farm,solar,Spain,MWh,operating,36000.0,2019.0,Naturgy,39.0301,-4.0201,https://gem.wiki/Picón_solar_farm,Castilla_la_Mancha
Picón solar farm,solar,Spain,MWh,operating,36000.0,2019.0,Naturgy,39.0301,-4.0201,https://gem.wiki/Picón_solar_farm,Castilla_la_Mancha
Pinatar solar farm,solar,Spain,MWh,construction,67104.0,,Grupo Zaragoza,37.8355,-0.7924,https://gem.wiki/Pinatar_solar_farm,Murcia
Pioz RD2 solar farm,solar,Spain,MWh,pre-construction,19440.0,,,40.4325,-3.6799,https://gem.wiki/Pioz_RD2_solar_farm,Madrid
Pioz RT1 solar farm,solar,Spain,MWh,pre-construction,90000.0,,,40.4325,-3.6799,https://gem.wiki/Pioz_RT1_solar_farm,Madrid
Poblete solar farm,solar,Spain,MWh,construction,14400.0,,BayWa r.e.,38.9358,-3.982,https://gem.wiki/Poblete_solar_farm,Castilla_la_Mancha
Poleñino solar farm,solar,Spain,MWh,operating,21600.0,2019.0,Solaria Energía y Medio Ambiente SA,41.8692,-0.3052,https://gem.wiki/Poleñino_solar_farm,Aragón
Portalón solar farm,solar,Spain,MWh,pre-construction,53280.0,,Total Energies SE,40.4159,-3.7043,https://gem.wiki/Portalón_solar_farm,Madrid
Portillejo solar farm,solar,Spain,MWh,pre-construction,33984.0,,,42.6838,-1.7171,https://gem.wiki/Portillejo_solar_farm,Navarra
Portillejo solar farm,solar,Spain,MWh,pre-construction,35928.0,,,42.6838,-1.7171,https://gem.wiki/Portillejo_solar_farm,Navarra
Posadas solar farm,solar,Spain,MWh,pre-construction,36000.0,,China Three Gorges CORP (CTG),37.8042,-5.108,https://gem.wiki/Posadas_solar_farm,Andalucía
Posets solar farm,solar,Spain,MWh,pre-construction,77040.0,,Verbund AG,36.7405,-4.4415,https://gem.wiki/Posets_solar_farm,Andalucía
Postor solar farm,solar,Spain,MWh,pre-construction,46728.00000000001,,Total Energies SE,40.4154,-3.7043,https://gem.wiki/Postor_solar_farm,Madrid
Prado Gris solar farm,solar,Spain,MWh,pre-construction,96983.99999999999,,,39.6111,-2.7904,https://gem.wiki/Prado_Gris_solar_farm,Castilla_la_Mancha
Puerta Palma solar farm,solar,Spain,MWh,operating,36000.0,,Endesa,38.7574,-6.3997,https://gem.wiki/Puerta_Palma_solar_farm,Extremadura
Puerta del Jerte solar farm,solar,Spain,MWh,construction,21600.0,,Naturgy,40.0276,-6.0943,https://gem.wiki/Puerta_del_Jerte_solar_farm,Extremadura
Puerta del Sol solar farm,solar,Spain,MWh,construction,19440.0,,RWE AG,40.541,-3.1913,https://gem.wiki/Puerta_del_Sol_solar_farm,Castilla_la_Mancha
Puerto Errado CSP solar farm,solar,Spain,MWh,operating,21600.0,2012.0,EBL (Genossenschaft Elektra Baselland); Industrielle Werke Basel (IWB); Novatec Biosol,38.2837,-1.6002,https://gem.wiki/Puerto_Errado_CSP_solar_farm,Murcia
Puerto Lumbreras solar farm,solar,Spain,MWh,operating,36000.0,2021.0,Pydesa Renovables,37.5202,-1.8111,https://gem.wiki/Puerto_Lumbreras_solar_farm,Murcia
Puerto Real solar farm,solar,Spain,MWh,pre-construction,96192.0,,,36.5152,-6.2765,https://gem.wiki/Puerto_Real_solar_farm,Andalucía
Puerto Real solar farm,solar,Spain,MWh,pre-construction,33768.0,,,36.5152,-6.2765,https://gem.wiki/Puerto_Real_solar_farm,Andalucía
Puerto Real solar farm,solar,Spain,MWh,construction,36000.0,2023.0,MET Group,36.5197,-6.2789,https://gem.wiki/Puerto_Real_solar_farm,Andalucía
Puertollano Green Hydrogen Solar Plant,solar,Spain,MWh,operating,86400.0,2022.0,Iberdrola SA,38.6927,-4.097,https://gem.wiki/Puertollano_Green_Hydrogen_Solar_Plant,Castilla_la_Mancha
Puertollano solar farm,solar,Spain,MWh,operating,36000.0,2008.0,Cerebus Capital Management LP,38.6201,-3.974,https://gem.wiki/Puertollano_solar_farm,Castilla_la_Mancha
Páramos de la Sagra solar farm,solar,Spain,MWh,pre-construction,84240.0,,,39.6111,-2.7904,https://gem.wiki/Páramos_de_la_Sagra_solar_farm,Castilla_la_Mancha
Quijote solar farm,solar,Spain,MWh,operating,30384.000000000004,2019.0,Enel Green Power,38.7824,-6.625,https://gem.wiki/Quijote_solar_farm,Extremadura
Quilla solar farm,solar,Spain,MWh,pre-construction,53280.0,,Total Energies SE,40.4159,-3.7043,https://gem.wiki/Quilla_solar_farm,Madrid
Quinto De Ebro solar farm,solar,Spain,MWh,cancelled,36000.0,,EDP Renewables,41.4295,-0.4917,https://gem.wiki/Quinto_De_Ebro_solar_farm,Aragón
Ququima solar farm,solar,Spain,MWh,construction,144000.0,2023.0,Capital Energy,37.4886,-2.779,https://gem.wiki/Ququima_solar_farm,Andalucía
Rabiza solar farm,solar,Spain,MWh,pre-construction,61344.0,,,40.4325,-3.6799,https://gem.wiki/Rabiza_solar_farm,Madrid
Radona 1 Hybrid solar farm,solar,Spain,MWh,pre-construction,17280.0,,Iberdrola SA,41.2956,-2.4713,https://gem.wiki/Radona_1_Hybrid_solar_farm,Castilla_León
Radona 2 Hybrid solar farm,solar,Spain,MWh,pre-construction,22680.0,,Iberdrola SA,41.2956,-2.4713,https://gem.wiki/Radona_2_Hybrid_solar_farm,Castilla_León
Rececho solar farm,solar,Spain,MWh,pre-construction,47448.00000000001,,Total Energies SE,40.4154,-3.7043,https://gem.wiki/Rececho_solar_farm,Madrid
Reclamo solar farm,solar,Spain,MWh,pre-construction,108000.0,,Ignis Energia,37.6087,-4.6016,https://gem.wiki/Reclamo_solar_farm,Andalucía
Recova solar farm,solar,Spain,MWh,pre-construction,61200.0,,,40.4325,-3.6799,https://gem.wiki/Recova_solar_farm,Madrid
Regata solar farm,solar,Spain,MWh,pre-construction,41112.0,,,40.4325,-3.6799,https://gem.wiki/Regata_solar_farm,Madrid
Rehala solar farm,solar,Spain,MWh,pre-construction,122400.0,,Ignis Energia,37.6087,-4.6016,https://gem.wiki/Rehala_solar_farm,Andalucía
Revilla-Vallejera solar farm,solar,Spain,MWh,operating,36000.0,2022.0,Iberdrola SA,42.1462,-4.1598,https://gem.wiki/Revilla-Vallejera_solar_farm,Castilla_León
Rey solar farm,solar,Spain,MWh,pre-construction,86400.0,,,37.4713,-5.649,https://gem.wiki/Rey_solar_farm,Andalucía
Rey solar farm,solar,Spain,MWh,pre-construction,86400.0,,,37.4713,-5.649,https://gem.wiki/Rey_solar_farm,Andalucía
Rey solar farm,solar,Spain,MWh,pre-construction,86400.0,,,37.4713,-5.649,https://gem.wiki/Rey_solar_farm,Andalucía
Rey solar farm,solar,Spain,MWh,pre-construction,86400.0,,,37.4713,-5.649,https://gem.wiki/Rey_solar_farm,Andalucía
Ribagrande solar farm,solar,Spain,MWh,operating,35856.0,,,41.2617,-0.1265,https://gem.wiki/Ribagrande_solar_farm,Aragón
Rivera solar farm,solar,Spain,MWh,pre-construction,302328.0,2024.0,Iberdrola SA,37.3835,-6.8368,https://gem.wiki/Rivera_solar_farm,Andalucía
Rocinante solar farm,solar,Spain,MWh,pre-construction,84240.0,,Enel Green Power,38.6648,-4.1406,https://gem.wiki/Rocinante_solar_farm,Castilla_la_Mancha
Rocío solar farm,solar,Spain,MWh,pre-construction,50400.0,,,37.6087,-4.6016,https://gem.wiki/Rocío_solar_farm,Andalucía
Rodrigo solar farm,solar,Spain,MWh,pre-construction,121392.0,,,41.77,-4.2093,https://gem.wiki/Rodrigo_solar_farm,Castilla_León
Rodrigo solar farm,solar,Spain,MWh,pre-construction,158112.0,,,41.77,-4.2093,https://gem.wiki/Rodrigo_solar_farm,Castilla_León
Romica Encinares solar farm,solar,Spain,MWh,pre-construction,165600.0,,,39.6111,-2.7904,https://gem.wiki/Romica_Encinares_solar_farm,Castilla_la_Mancha
Romica solar farm,solar,Spain,MWh,pre-construction,96768.0,,,39.6111,-2.7904,https://gem.wiki/Romica_solar_farm,Castilla_la_Mancha
Ronda solar farm,solar,Spain,MWh,pre-construction,74160.0,,,37.6087,-4.6016,https://gem.wiki/Ronda_solar_farm,Andalucía
Ronda solar farm,solar,Spain,MWh,pre-construction,74160.0,,,37.6087,-4.6016,https://gem.wiki/Ronda_solar_farm,Andalucía
Ronda solar farm,solar,Spain,MWh,pre-construction,74160.0,,,37.6087,-4.6016,https://gem.wiki/Ronda_solar_farm,Andalucía
Ríotinto solar farm,solar,Spain,MWh,pre-construction,36000.0,,Endesa; Atalaya Mining,37.7107,-6.5904,https://gem.wiki/Ríotinto_solar_farm,Andalucía
SPK Borneo solar farm,solar,Spain,MWh,pre-construction,288000.0,,,39.6111,-2.7904,https://gem.wiki/SPK_Borneo_solar_farm,Castilla_la_Mancha
Sa Caseta solar farm,solar,Spain,MWh,operating,15696.0,,Endesa,39.489,2.8904,https://gem.wiki/Sa_Caseta_solar_farm,Baleares
Sabinar Hive solar farm,solar,Spain,MWh,construction,97200.0,2024.0,Noy Infrastructure & Energy Investment Fund [60%]; Nofar Energy [40%],39.5465,-2.0874,https://gem.wiki/Sabinar_Hive_solar_farm,Castilla_la_Mancha
Sabinar Hive solar farm,solar,Spain,MWh,construction,59760.0,2023.0,Noy Infrastructure & Energy Investment Fund [60%]; Nofar Energy [40%],38.2062,-2.1551,https://gem.wiki/Sabinar_Hive_solar_farm,Murcia
Sagra (Mitra Gamma) solar farm,solar,Spain,MWh,pre-construction,88560.0,,,39.9902,-3.7672,https://gem.wiki/Sagra_(Mitra_Gamma)_solar_farm,Castilla_la_Mancha
Sagra (Mitra Gamma) solar farm,solar,Spain,MWh,pre-construction,88560.0,,,39.9902,-3.7672,https://gem.wiki/Sagra_(Mitra_Gamma)_solar_farm,Castilla_la_Mancha
Sagra (Mitra Gamma) solar farm,solar,Spain,MWh,pre-construction,74880.0,,,39.9902,-3.7672,https://gem.wiki/Sagra_(Mitra_Gamma)_solar_farm,Castilla_la_Mancha
Sagra (Mitra Gamma) solar farm,solar,Spain,MWh,pre-construction,74880.0,,,39.9902,-3.7672,https://gem.wiki/Sagra_(Mitra_Gamma)_solar_farm,Castilla_la_Mancha
