project,type,country,unit,status,capacity,start_year,owner,lat,lng,url,aacc
Arcos La Zorilla wind farm,wind,Spain,MWh,cancelled,15120.0,,Bogaris Energy,36.8211,-5.7437,https://gem.wiki/Arcos_La_Zorilla_wind_farm,Andalucía
Área Experimental De Barásoain wind farm,wind,Spain,MWh,operating,10800.0,2013.0,Acciona Energía,42.6056,-1.6737,https://gem.wiki/Área_Experimental_De_Barásoain_wind_farm,Navarra
Areté wind farm,wind,Spain,MWh,operating,12240.0,2018.0,ITER,28.1221,-16.5786,https://gem.wiki/Areté_wind_farm,Canarias
Argañoso wind farm,wind,Spain,MWh,operating,15840.0,2007.0,Iberdrola Renovables Energia SA,42.5341,-6.2886,https://gem.wiki/Argañoso_wind_farm,Castilla_León
Argestes wind farm,wind,Spain,MWh,construction,69120.0,2023.0,Capital Energy,40.9279,0.0743,https://gem.wiki/Argestes_wind_farm,Aragón
Arico Environmental Complex wind farm,wind,Spain,MWh,operating,12960.0,2019.0,ITER,28.1291,-16.7593,https://gem.wiki/Arico_Environmental_Complex_wind_farm,Canarias
Arkamo wind farm,wind,Spain,MWh,shelved,68400.0,,Aixendar,42.798,-2.9041,https://gem.wiki/Arkamo_wind_farm,País_Vasco
Arlo wind farm,wind,Spain,MWh,construction,73440.0,2023.0,Capital Energy,41.0269,0.179,https://gem.wiki/Arlo_wind_farm,Aragón
Armillas wind farm,wind,Spain,MWh,pre-construction,25200.0,,Siemens Gamesa Renewable Energy,40.897,-0.8876,https://gem.wiki/Armillas_wind_farm,Aragón
Arrecife wind farm,wind,Spain,MWh,shelved,36000.0,,EDP Renovables España,28.9665,-13.5763,https://gem.wiki/Arrecife_wind_farm,Canarias
Arriello wind farm,wind,Spain,MWh,operating,36000.0,2006.0,Acciona Energía [50%]; Med Wind [50%],40.4664,-0.2146,https://gem.wiki/Arriello_wind_farm,Valencia
Arriello wind farm,wind,Spain,MWh,operating,25200.0,2022.0,Acciona Energía; Med Wind,40.4682,-0.2119,https://gem.wiki/Arriello_wind_farm,Valencia
Arroyal wind farm,wind,Spain,MWh,operating,33840.0,2009.0,ACS Group,42.4155,-3.769,https://gem.wiki/Arroyal_wind_farm,Castilla_León
As Encrobas wind farm,wind,Spain,MWh,pre-construction,14400.0,,Naturgy,43.1921,-8.4033,https://gem.wiki/As_Encrobas_wind_farm,Galicia
As Louseiras wind farm,wind,Spain,MWh,pre-construction,19440.0,,Greenalia,43.371,-8.3959,https://gem.wiki/As_Louseiras_wind_farm,Galicia
As Penizas wind farm,wind,Spain,MWh,pre-construction,24480.0,,Greenalia,42.5901,-8.351,https://gem.wiki/As_Penizas_wind_farm,Galicia
As Penizas wind farm,wind,Spain,MWh,pre-construction,7200.0,,Greenalia,42.5901,-8.351,https://gem.wiki/As_Penizas_wind_farm,Galicia
Ascó wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.0943,0.3141,https://gem.wiki/Ascó_wind_farm,Cataluña
Astarte wind farm,wind,Spain,MWh,pre-construction,60480.0,,,40.6005,-0.9229,https://gem.wiki/Astarte_wind_farm,Aragón
Atalaya De La Solana wind farm,wind,Spain,MWh,operating,14400.0,2003.0,Iberdrola Renovables Energia SA,38.7598,-2.0552,https://gem.wiki/Atalaya_De_La_Solana_wind_farm,Castilla_la_Mancha
Atalaya wind farm,wind,Spain,MWh,operating,18720.0,2002.0,Grupo SAMCA,41.795,-1.303,https://gem.wiki/Atalaya_wind_farm,Aragón
Atalaya wind farm,wind,Spain,MWh,operating,17280.0,2002.0,Grupo SAMCA,41.7863,-1.2785,https://gem.wiki/Atalaya_wind_farm,Aragón
Ausejo-Ocón wind farm,wind,Spain,MWh,pre-construction,36000.0,,Iberdrola Renovables La Rioja SA,42.2986,-2.2453,https://gem.wiki/Ausejo-Ocón_wind_farm,La_Rioja
Avellanosa wind farm,wind,Spain,MWh,construction,36000.0,2023.0,Abei Energy,42.475,-3.8347,https://gem.wiki/Avellanosa_wind_farm,Castilla_León
Ávila wind farm,wind,Spain,MWh,operating,8640.0,2004.0,EDP Renovables España [93%],40.631,-4.5092,https://gem.wiki/Ávila_wind_farm,Castilla_León
Axouxere wind farm,wind,Spain,MWh,pre-construction,16560.0,,Capital Energy,42.7937,-8.1699,https://gem.wiki/Axouxere_wind_farm,Galicia
Ayamonte wind farm,wind,Spain,MWh,construction,19440.0,,Capital Energy,37.2143,-7.4047,https://gem.wiki/Ayamonte_wind_farm,Andalucía
Azáceta wind farm,wind,Spain,MWh,construction,28800.0,2024.0,Aixendar; Iberdrola SA,42.7851,-2.5438,https://gem.wiki/Azáceta_wind_farm,País_Vasco
Azazeta wind farm,wind,Spain,MWh,pre-construction,28800.0,,Aixendar,42.7403,-2.4475,https://gem.wiki/Azazeta_wind_farm,País_Vasco
Badaia wind farm,wind,Spain,MWh,operating,36000.0,2005.0,Iberdrola Renovables Energia SA,42.8502,-2.8551,https://gem.wiki/Badaia_wind_farm,País_Vasco
Baerla wind farm,wind,Spain,MWh,pre-construction,17280.0,,,41.3787,-0.7639,https://gem.wiki/Baerla_wind_farm,Aragón
Bailones wind farm,wind,Spain,MWh,operating,30240.0,2004.0,Acciona Energía,38.8284,-3.309,https://gem.wiki/Bailones_wind_farm,Castilla_la_Mancha
Ballestas wind farm,wind,Spain,MWh,operating,30240.0,2019.0,Iberdrola Renovables Energia SA,42.2017,-4.1631,https://gem.wiki/Ballestas_wind_farm,Castilla_León
Bandeleras wind farm,wind,Spain,MWh,operating,25920.0,2011.0,ACS Group,41.1555,-5.8543,https://gem.wiki/Bandeleras_wind_farm,Castilla_León
Banzas wind farm,wind,Spain,MWh,construction,22320.0,2023.0,Capital Energy,42.911,-8.735,https://gem.wiki/Banzas_wind_farm,Galicia
Baos Y Pumar wind farm,wind,Spain,MWh,operating,22320.0,2007.0,EDP Renovables España,43.5025,-6.2651,https://gem.wiki/Baos_Y_Pumar_wind_farm,Asturias
Barásoain wind farm,wind,Spain,MWh,operating,25920.0,2019.0,Naturgy,42.6052,-1.6901,https://gem.wiki/Barásoain_wind_farm,Navarra
Barbanza wind farm,wind,Spain,MWh,operating,20880.0,1997.0,Enel Green Power España,42.6687,-8.9619,https://gem.wiki/Barbanza_wind_farm,Galicia
Barbers wind farm,wind,Spain,MWh,operating,21600.0,2012.0,Eolia Renovables SA (EOLIASUR),41.1332,0.583,https://gem.wiki/Barbers_wind_farm,Cataluña
Barcella wind farm,wind,Spain,MWh,construction,26640.0,2023.0,Capital Energy,40.4235,0.078,https://gem.wiki/Barcella_wind_farm,Valencia
Barchín wind farm,wind,Spain,MWh,operating,20160.0,,Huadian Fuxin Energy CORP LTD,39.6756,-2.0762,https://gem.wiki/Barchín_wind_farm,Castilla_la_Mancha
Barjas wind farm,wind,Spain,MWh,pre-construction,87120.0,2025.0,Statkraft AS,42.8314,-7.6237,https://gem.wiki/Barjas_wind_farm,Galicia
Barranco De Mairaga wind farm,wind,Spain,MWh,pre-construction,36000.0,,Acciona Energía,42.6452,-1.519,https://gem.wiki/Barranco_De_Mairaga_wind_farm,Navarra
Barrax Norte-Sur wind farm,wind,Spain,MWh,operating,28800.0,2020.0,Alfanar Group,39.0454,-2.2028,https://gem.wiki/Barrax_Norte-Sur_wind_farm,Castilla_la_Mancha
Barrios De Gordón wind farm,wind,Spain,MWh,announced,48240.0,,Naturgy,42.5892,-5.5633,https://gem.wiki/Barrios_De_Gordón_wind_farm,Castilla_León
Barrosino wind farm,wind,Spain,MWh,pre-construction,10080.0,,Capital Energy,43.6125,-7.5878,https://gem.wiki/Barrosino_wind_farm,Galicia
Basses Roges wind farm,wind,Spain,MWh,pre-construction,35280.0,,Forestalia,41.3046,0.4238,https://gem.wiki/Basses_Roges_wind_farm,Cataluña
Basses Roges wind farm,wind,Spain,MWh,pre-construction,35280.0,,Forestalia,41.3641,0.5053,https://gem.wiki/Basses_Roges_wind_farm,Cataluña
Basses Roges wind farm,wind,Spain,MWh,pre-construction,35280.0,,,41.1327,0.6043,https://gem.wiki/Basses_Roges_wind_farm,Cataluña
Belchite wind farm,wind,Spain,MWh,operating,36000.0,2004.0,EDP Renovables España,41.307,-0.688,https://gem.wiki/Belchite_wind_farm,Aragón
Belenus wind farm,wind,Spain,MWh,construction,36000.0,2023.0,Forestalia,41.3787,-0.7639,https://gem.wiki/Belenus_wind_farm,Aragón
Belmonte wind farm,wind,Spain,MWh,operating,25200.0,2006.0,EDP Renovables España,43.3049,-6.2743,https://gem.wiki/Belmonte_wind_farm,Asturias
Benalaz wind farm,wind,Spain,MWh,operating,27360.0,2011.0,Acciona Energía,38.9804,-0.6894,https://gem.wiki/Benalaz_wind_farm,Valencia
Benalaz wind farm,wind,Spain,MWh,operating,10080.0,2011.0,Acciona Energía,38.9804,-0.6894,https://gem.wiki/Benalaz_wind_farm,Valencia
Bermejo wind farm,wind,Spain,MWh,operating,9360.0,2018.0,DISA Group,28.1524,-16.4802,https://gem.wiki/Bermejo_wind_farm,Canarias
Bidueiros wind farm,wind,Spain,MWh,operating,28800.0,2007.0,Acciona Energía,42.3401,-8.4501,https://gem.wiki/Bidueiros_wind_farm,Galicia
Biota wind farm,wind,Spain,MWh,construction,42480.0,2023.0,Capital Energy,41.3787,-0.7639,https://gem.wiki/Biota_wind_farm,Aragón
Biscay Marine Energy Platform wind farm,wind,Spain,MWh,operating,14400.0,2015.0,Ente Vasco De La Energia (EVE),43.465,-2.8801,https://gem.wiki/Biscay_Marine_Energy_Platform_wind_farm,
Bodega wind farm,wind,Spain,MWh,construction,36000.0,2023.0,Forestalia,41.3787,-0.7639,https://gem.wiki/Bodega_wind_farm,Aragón
Boira (Acciona Energía) wind farm,wind,Spain,MWh,operating,25200.0,2009.0,Acciona Energía,39.159,-1.1303,https://gem.wiki/Boira_(Acciona_Energía)_wind_farm,Valencia
Boira (Capital Energy) wind farm,wind,Spain,MWh,pre-construction,43200.0,,,40.6005,-0.9229,https://gem.wiki/Boira_(Capital_Energy)_wind_farm,Aragón
Bonastre wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.4667,-0.7074,https://gem.wiki/Bonastre_wind_farm,Aragón
Bonastre wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.4249,-0.4976,https://gem.wiki/Bonastre_wind_farm,Aragón
Bonastre wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.4249,-0.4976,https://gem.wiki/Bonastre_wind_farm,Aragón
Bonastre wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.4249,-0.4976,https://gem.wiki/Bonastre_wind_farm,Aragón
Boquerón (EDPR) wind farm,wind,Spain,MWh,operating,15840.0,2001.0,EDP Renovables España,41.871,-1.6101,https://gem.wiki/Boquerón_(EDPR)_wind_farm,Aragón
Boquerón (EDPR) wind farm,wind,Spain,MWh,operating,10800.0,2002.0,EDP Renovables España,41.8501,-1.631,https://gem.wiki/Boquerón_(EDPR)_wind_farm,Aragón
Boquerón (EDPR) wind farm,wind,Spain,MWh,operating,9360.0,2003.0,EDP Renovables España,41.8341,-1.5327,https://gem.wiki/Boquerón_(EDPR)_wind_farm,Aragón
Boquerón (Iberdrola) wind farm,wind,Spain,MWh,operating,15840.0,,Iberdrola Renovables Energia SA,39.1711,-1.2278,https://gem.wiki/Boquerón_(Iberdrola)_wind_farm,Castilla_la_Mancha
Bordecorex Norte wind farm,wind,Spain,MWh,operating,12960.0,2006.0,Iberdrola Renovables Energia SA,41.3801,-2.7201,https://gem.wiki/Bordecorex_Norte_wind_farm,Castilla_León
Bordecorex Norte wind farm,wind,Spain,MWh,operating,18720.0,2006.0,Iberdrola Renovables Energia SA,41.3801,-2.7201,https://gem.wiki/Bordecorex_Norte_wind_farm,Castilla_León
Borja (Arbolitas) wind farm,wind,Spain,MWh,operating,15840.0,2001.0,Viesgo Renovables SL,41.876,-1.557,https://gem.wiki/Borja_(Arbolitas)_wind_farm,Aragón
Borja (Viesgo) wind farm,wind,Spain,MWh,operating,11520.0,1997.0,Viesgo Renovables SL,41.888,-1.568,https://gem.wiki/Borja_(Viesgo)_wind_farm,Aragón
Borrasca wind farm,wind,Spain,MWh,pre-construction,60480.0,,Greenalia,43.4297,-7.3639,https://gem.wiki/Borrasca_wind_farm,Galicia
Bosque Alto wind farm,wind,Spain,MWh,operating,15840.0,2001.0,RWE Innogy Aersa SAU,41.478,-0.921,https://gem.wiki/Bosque_Alto_wind_farm,Aragón
Boura wind farm,wind,Spain,MWh,pre-construction,52560.0,,Greenalia,43.3001,-7.3511,https://gem.wiki/Boura_wind_farm,Galicia
Boutareira wind farm,wind,Spain,MWh,pre-construction,12960.0,,Norvento Enerxia,43.371,-8.3959,https://gem.wiki/Boutareira_wind_farm,Galicia
Braire wind farm,wind,Spain,MWh,pre-construction,38880.0,,,41.3787,-0.7639,https://gem.wiki/Braire_wind_farm,Aragón
Breña wind farm,wind,Spain,MWh,operating,25920.0,2006.0,Acciona Energía,38.6888,-2.3225,https://gem.wiki/Breña_wind_farm,Castilla_la_Mancha
Brigid wind farm,wind,Spain,MWh,construction,36000.0,2023.0,Forestalia,41.3787,-0.7639,https://gem.wiki/Brigid_wind_farm,Aragón
Brisa wind farm,wind,Spain,MWh,pre-construction,40320.0,,Greenalia,42.649,-7.9482,https://gem.wiki/Brisa_wind_farm,Galicia
Brois wind farm,wind,Spain,MWh,pre-construction,12960.0,,Fercom Eólica SI,41.0171,0.5152,https://gem.wiki/Brois_wind_farm,Cataluña
Brulles wind farm,wind,Spain,MWh,operating,28800.0,2009.0,Inversiones Empresariales Vapat SL,42.5167,-4.0071,https://gem.wiki/Brulles_wind_farm,Castilla_León
Buio wind farm,wind,Spain,MWh,operating,28800.0,2006.0,Acciona Energía,43.2674,-8.7833,https://gem.wiki/Buio_wind_farm,Galicia
Bullana wind farm,wind,Spain,MWh,operating,27360.0,2009.0,Iberdrola Renovables Energia SA,41.2596,-2.3801,https://gem.wiki/Bullana_wind_farm,Castilla_León
Buniel wind farm,wind,Spain,MWh,construction,82080.0,2023.0,Iberdrola Renovables Energia SA; Global Ottowa,42.2764,-3.7909,https://gem.wiki/Buniel_wind_farm,Castilla_León
Bureba wind farm,wind,Spain,MWh,operating,8640.0,2010.0,Iberdrola Renovables Energia SA,42.5408,-3.4101,https://gem.wiki/Bureba_wind_farm,Castilla_León
Burgans wind farm,wind,Spain,MWh,pre-construction,34560.0,,,41.0416,0.7346,https://gem.wiki/Burgans_wind_farm,Cataluña
Buseco wind farm,wind,Spain,MWh,operating,36000.0,2022.0,Capital Energy,43.3091,-5.977,https://gem.wiki/Buseco_wind_farm,Asturias
Bustafrades wind farm,wind,Spain,MWh,construction,36000.0,2023.0,,43.3983,-3.7389,https://gem.wiki/Bustafrades_wind_farm,Cantabria
Bustelo (Acciona Energía) wind farm,wind,Spain,MWh,operating,18000.0,1998.0,Acciona Energía,43.4601,-7.7901,https://gem.wiki/Bustelo_(Acciona_Energía)_wind_farm,Galicia
Bustelo (Greenalia) wind farm,wind,Spain,MWh,construction,32400.0,2023.0,Greenalia,43.4601,-7.7901,https://gem.wiki/Bustelo_(Greenalia)_wind_farm,Galicia
Caballos wind farm,wind,Spain,MWh,pre-construction,34560.0,,Acciona Energía; Ibercaja,41.6517,-0.7839,https://gem.wiki/Caballos_wind_farm,Aragón
Caballos wind farm,wind,Spain,MWh,pre-construction,32400.0,,Acciona Energía; Ibercaja,40.8126,-0.3377,https://gem.wiki/Caballos_wind_farm,Aragón
Cabanelas wind farm,wind,Spain,MWh,pre-construction,12960.0,,Greenalia,42.5901,-8.351,https://gem.wiki/Cabanelas_wind_farm,Galicia
Cabanillas wind farm,wind,Spain,MWh,operating,36000.0,2020.0,Grupo Enhol,42.0318,-1.5278,https://gem.wiki/Cabanillas_wind_farm,Navarra
Cabazuelas wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.4909,-2.2555,https://gem.wiki/Cabazuelas_wind_farm,Castilla_León
Cabeza Gorda wind farm,wind,Spain,MWh,construction,89280.0,,Siemens Gamesa Renewable Energy,40.5214,-6.3599,https://gem.wiki/Cabeza_Gorda_wind_farm,Castilla_León
Cabeza Mesa wind farm,wind,Spain,MWh,operating,18720.0,2010.0,Finerge SA,40.3556,-5.518,https://gem.wiki/Cabeza_Mesa_wind_farm,Castilla_León
Cabeza Morena Dueñas wind farm,wind,Spain,MWh,operating,36000.0,2008.0,Acciona Energía,38.9796,-2.6507,https://gem.wiki/Cabeza_Morena_Dueñas_wind_farm,Castilla_la_Mancha
Cabezo De San Roque wind farm,wind,Spain,MWh,operating,16560.0,2003.0,Falck Renewables Wind LTD,41.473,-1.1501,https://gem.wiki/Cabezo_De_San_Roque_wind_farm,Aragón
Cabezuelas wind farm,wind,Spain,MWh,pre-construction,36000.0,,Capital Energy,41.4909,-2.2555,https://gem.wiki/Cabezuelas_wind_farm,Castilla_León
Cabezuelo wind farm,wind,Spain,MWh,operating,21600.0,2006.0,Iberdrola Renovables Energia SA,39.2333,-1.7501,https://gem.wiki/Cabezuelo_wind_farm,Castilla_la_Mancha
Cabigordo wind farm,wind,Spain,MWh,construction,36000.0,,Forestalia; Grupo Samca,40.4032,-0.9853,https://gem.wiki/Cabigordo_wind_farm,Aragón
Cabildo wind farm,wind,Spain,MWh,pre-construction,36000.0,,ACS Group,27.8128,-15.3854,https://gem.wiki/Cabildo_wind_farm,
Cabimonteros wind farm,wind,Spain,MWh,operating,36000.0,2001.0,Iberdrola Renovables Energia SA,42.2476,-2.2543,https://gem.wiki/Cabimonteros_wind_farm,La_Rioja
Cabo Del Trafalgar wind farm,wind,Spain,MWh,shelved,180000.0,,Acciona Energía,36.1733,-6.0392,https://gem.wiki/Cabo_Del_Trafalgar_wind_farm,
Cabrera wind farm,wind,Spain,MWh,announced,38880.0,,Capital Energy,42.5624,-6.6033,https://gem.wiki/Cabrera_wind_farm,Castilla_León
Cabrillas wind farm,wind,Spain,MWh,operating,20880.0,2007.0,Acciona Energía [50%]; Med Wind [50%],40.5327,-0.2625,https://gem.wiki/Cabrillas_wind_farm,Valencia
Cabrillas wind farm,wind,Spain,MWh,construction,10080.0,,Acciona Energía [50%]; Med Wind [50%],40.5014,-0.1902,https://gem.wiki/Cabrillas_wind_farm,Valencia
Cadeira wind farm,wind,Spain,MWh,operating,14400.0,2019.0,Norvento Enerxia,43.4246,-7.3299,https://gem.wiki/Cadeira_wind_farm,Galicia
Cairo wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.3555,0.6649,https://gem.wiki/Cairo_wind_farm,Cataluña
Cairo wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.234,0.5561,https://gem.wiki/Cairo_wind_farm,Cataluña
Caja Rural De Soria wind farm,wind,Spain,MWh,pre-construction,149040.0,,Retasa,42.0061,-2.3858,https://gem.wiki/Caja_Rural_De_Soria_wind_farm,Castilla_León
Caldereros wind farm,wind,Spain,MWh,operating,27360.0,2008.0,Enel Green Power España,40.807,-1.5835,https://gem.wiki/Caldereros_wind_farm,Castilla_la_Mancha
Callejas wind farm,wind,Spain,MWh,operating,36000.0,2004.0,Iberdrola Renovables Energia SA,39.633,-1.8131,https://gem.wiki/Callejas_wind_farm,Castilla_la_Mancha
Calobres wind farm,wind,Spain,MWh,operating,9360.0,1999.0,Fersa Group; Comsa Medio Ambiente SA,40.8832,0.6622,https://gem.wiki/Calobres_wind_farm,Cataluña
Caluengo wind farm,wind,Spain,MWh,operating,36000.0,2003.0,Acciona Energía [50%]; Med Wind [50%],42.3196,-1.8321,https://gem.wiki/Caluengo_wind_farm,Navarra
Campalbo wind farm,wind,Spain,MWh,operating,35280.0,2002.0,Iberdrola Renovables Energia SA,39.8878,-1.2496,https://gem.wiki/Campalbo_wind_farm,Castilla_la_Mancha
Campanario wind farm,wind,Spain,MWh,operating,27360.0,,Ventient Energy,42.2526,-3.6382,https://gem.wiki/Campanario_wind_farm,Castilla_León
Campelo wind farm,wind,Spain,MWh,construction,28800.0,2023.0,Greenalia,43.371,-8.3959,https://gem.wiki/Campelo_wind_farm,Galicia
Campillo De Altobuey wind farm,wind,Spain,MWh,operating,55296.0,2022.0,Energía Eólica Gregal SL,39.6113,-1.7928,https://gem.wiki/Campillo_De_Altobuey_wind_farm,Castilla_la_Mancha
Campillo De Altobuey wind farm,wind,Spain,MWh,operating,65664.0,2022.0,Enel Green Power,39.643,-1.7426,https://gem.wiki/Campillo_De_Altobuey_wind_farm,Castilla_la_Mancha
Campillo De Altobuey wind farm,wind,Spain,MWh,operating,65664.0,2022.0,Enel Green Power,39.6374,-1.6991,https://gem.wiki/Campillo_De_Altobuey_wind_farm,Castilla_la_Mancha
Campisábalos wind farm,wind,Spain,MWh,operating,17280.0,2002.0,Iberdrola Renovables Energia SA,41.2965,-3.1729,https://gem.wiki/Campisábalos_wind_farm,Castilla_la_Mancha
Campo Alto wind farm,wind,Spain,MWh,construction,23040.0,,,43.0306,-3.9893,https://gem.wiki/Campo_Alto_wind_farm,Cantabria
Campo das Rosas wind farm,wind,Spain,MWh,pre-construction,19872.0,,Naturgy,42.871,-8.1228,https://gem.wiki/Campo_das_Rosas_wind_farm,Galicia
Campo De Magallón wind farm,wind,Spain,MWh,pre-construction,7200.0,,,41.7649,-1.4238,https://gem.wiki/Campo_De_Magallón_wind_farm,Aragón
Campoliva wind farm,wind,Spain,MWh,operating,25920.0,2019.0,Enel Green Power España,41.6801,-0.697,https://gem.wiki/Campoliva_wind_farm,Aragón
Campoliva wind farm,wind,Spain,MWh,operating,28080.0,2019.0,Enel Green Power España,41.679,-0.661,https://gem.wiki/Campoliva_wind_farm,Aragón
Campos Vellos wind farm,wind,Spain,MWh,pre-construction,21600.0,,Greenalia,42.4318,-8.143,https://gem.wiki/Campos_Vellos_wind_farm,Galicia
Cañacoloma wind farm,wind,Spain,MWh,operating,15120.0,,Mirova Eurofideme,41.264,-1.048,https://gem.wiki/Cañacoloma_wind_farm,Aragón
Cañada Del Río wind farm,wind,Spain,MWh,operating,7200.0,1994.0,Cabildo Insular [60%]; Endesa [30%]; ITC LTD [10%],29.0011,-13.4869,https://gem.wiki/Cañada_Del_Río_wind_farm,Canarias
Canalejas wind farm,wind,Spain,MWh,operating,13680.0,2005.0,Iberdrola Renovables Energia SA,39.8501,-0.7501,https://gem.wiki/Canalejas_wind_farm,Valencia
Canarray wind farm,wind,Spain,MWh,pre-construction,64800.0,2023.0,EnerOcean,27.7542,-15.3476,https://gem.wiki/Canarray_wind_farm,
Canarray wind farm,wind,Spain,MWh,pre-construction,64800.0,2024.0,EnerOcean,27.7542,-15.3476,https://gem.wiki/Canarray_wind_farm,
Canary Island Test Areas Floating Offshore wind farm,wind,Spain,MWh,pre-construction,223200.0,,Capital Energy,28.2271,-15.9912,https://gem.wiki/Canary_Island_Test_Areas_Floating_Offshore_wind_farm,
Cañaseca wind farm,wind,Spain,MWh,operating,12960.0,2020.0,Enel Green Power España,41.3787,-0.7639,https://gem.wiki/Cañaseca_wind_farm,Aragón
Cañoneras wind farm,wind,Spain,MWh,operating,12960.0,2008.0,Iberdrola Renovables Energia SA; Siroco Capital SCR SA,43.1448,-3.4958,https://gem.wiki/Cañoneras_wind_farm,Cantabria
Cañoneras wind farm,wind,Spain,MWh,operating,10080.0,2010.0,Iberdrola Renovables Energia SA; Siroco Capital SCR SA,43.1448,-3.4958,https://gem.wiki/Cañoneras_wind_farm,Cantabria
Canredondo wind farm,wind,Spain,MWh,operating,20160.0,,Naturgy,40.8112,-2.5479,https://gem.wiki/Canredondo_wind_farm,Castilla_la_Mancha
Cantagalls wind farm,wind,Spain,MWh,pre-construction,21600.0,,,41.5977,1.4434,https://gem.wiki/Cantagalls_wind_farm,Cataluña
Cantalejos wind farm,wind,Spain,MWh,operating,10080.0,2011.0,EDP Renovables España,37.237,-5.1028,https://gem.wiki/Cantalejos_wind_farm,Andalucía
Cantales wind farm,wind,Spain,MWh,operating,17280.0,2007.0,EDP Renovables España,41.701,-1.352,https://gem.wiki/Cantales_wind_farm,Aragón
Cantalojas wind farm,wind,Spain,MWh,operating,12960.0,2004.0,Iberdrola Renovables Energia SA,41.2301,-3.2401,https://gem.wiki/Cantalojas_wind_farm,Castilla_la_Mancha
Canteras wind farm,wind,Spain,MWh,pre-construction,36000.0,2023.0,Forestalia,41.4249,-0.4976,https://gem.wiki/Canteras_wind_farm,Aragón
Canteras wind farm,wind,Spain,MWh,pre-construction,36000.0,,Forestalia,41.3787,-0.7639,https://gem.wiki/Canteras_wind_farm,Aragón
Canteras wind farm,wind,Spain,MWh,pre-construction,28800.0,,Forestalia,41.3787,-0.7639,https://gem.wiki/Canteras_wind_farm,Aragón
Canteras wind farm,wind,Spain,MWh,pre-construction,27360.0,,Forestalia,41.4249,-0.4976,https://gem.wiki/Canteras_wind_farm,Aragón
Canteras wind farm,wind,Spain,MWh,pre-construction,30240.0,,Forestalia,41.4249,-0.4976,https://gem.wiki/Canteras_wind_farm,Aragón
Cantiruela wind farm,wind,Spain,MWh,operating,10800.0,2008.0,Enel Green Power España,42.7201,-3.7501,https://gem.wiki/Cantiruela_wind_farm,Castilla_León
Caparroso wind farm,wind,Spain,MWh,operating,23040.0,2001.0,Eólica de Navarra SL,42.3025,-1.634,https://gem.wiki/Caparroso_wind_farm,Navarra
Capiechamartín wind farm,wind,Spain,MWh,operating,24480.0,2021.0,Iberdrola Renovables Energia SA,43.4357,-6.6075,https://gem.wiki/Capiechamartín_wind_farm,Asturias
Capiruza wind farm,wind,Spain,MWh,operating,18720.0,2003.0,Iberdrola Renovables Energia SA,38.7854,-1.9917,https://gem.wiki/Capiruza_wind_farm,Castilla_la_Mancha
Capiruza wind farm,wind,Spain,MWh,operating,17280.0,2014.0,Iberdrola Renovables Energia SA,38.7854,-1.9917,https://gem.wiki/Capiruza_wind_farm,Castilla_la_Mancha
Capiruza wind farm,wind,Spain,MWh,operating,30240.0,2003.0,Iberdrola Renovables Energia SA,38.7854,-1.9917,https://gem.wiki/Capiruza_wind_farm,Castilla_la_Mancha
Caramonte wind farm,wind,Spain,MWh,operating,36000.0,2009.0,Eolia Renovables SA (EOLIASUR),41.1248,-2.4293,https://gem.wiki/Caramonte_wind_farm,Castilla_León
Carba wind farm,wind,Spain,MWh,operating,14400.0,2001.0,Acciona Energía,43.4201,-7.6401,https://gem.wiki/Carba_wind_farm,Galicia
Carballal wind farm,wind,Spain,MWh,pre-construction,27360.0,,Greenalia,43.371,-8.3959,https://gem.wiki/Carballal_wind_farm,Galicia
Carballeira wind farm,wind,Spain,MWh,operating,17280.0,2004.0,Acciona Energía,42.4168,-7.764,https://gem.wiki/Carballeira_wind_farm,Galicia
Carcelén wind farm,wind,Spain,MWh,operating,36000.0,2004.0,Viesgo Renovables SL,39.0917,-1.3178,https://gem.wiki/Carcelén_wind_farm,Castilla_la_Mancha
Cardon wind farm,wind,Spain,MWh,pre-construction,36000.0,2025.0,Greenalia,27.8701,-15.3394,https://gem.wiki/Cardon_wind_farm,
Careón wind farm,wind,Spain,MWh,operating,12960.0,2000.0,Enel Green Power España,42.9115,-7.9383,https://gem.wiki/Careón_wind_farm,Galicia
Carondio Y Muriellos wind farm,wind,Spain,MWh,operating,36000.0,2011.0,EDP Renovables España,43.334,-6.7243,https://gem.wiki/Carondio_Y_Muriellos_wind_farm,Asturias
Carrascalejo-Monte Alto wind farm,wind,Spain,MWh,operating,10800.0,2009.0,Eolia Renovables SA (EOLIASUR),41.1725,-2.4371,https://gem.wiki/Carrascalejo-Monte_Alto_wind_farm,Castilla_León
Carrascosa wind farm,wind,Spain,MWh,operating,27360.0,2006.0,Iberdrola Renovables Energia SA,40.0093,-2.761,https://gem.wiki/Carrascosa_wind_farm,Castilla_la_Mancha
