class,type,date,value,percentage,aacc
Turbina de gas,No-Renovable,2020-01-01,0.797,4.4743322101281155e-05,Melilla
Solar fotovoltaica,Renovable,2020-01-01,4.709,0.0002643617362295269,Melilla
Residuos no renovables,No-Renovable,2020-01-01,104.48,0.005865473391645991,Melilla
Residuos renovables,Renovable,2020-01-01,104.48,0.005865473391645991,Melilla
Generación total,Generación total,2020-01-01,17812.713999999996,1.0,Melilla
Hidráulica,Renovable,2020-01-01,43652.072,0.022838228645924944,Andalucía
Turbinación bombeo,No-Renovable,2020-01-01,12735.544,0.006663080410071658,Andalucía
Carbón,No-Renovable,2020-01-01,84218.916,0.044062303844819704,Andalucía
Ciclo combinado,No-Renovable,2020-01-01,671794.101,0.3514744335989732,Andalucía
Eólica,Renovable,2020-01-01,353679.441,0.18504074539510795,Andalucía
Solar fotovoltaica,Renovable,2020-01-01,150462.326,0.07872004343312036,Andalucía
Solar térmica,Renovable,2020-01-01,44447.639,0.023254459542115913,Andalucía
Otras renovables,Renovable,2020-01-01,150126.992,0.07854460079743626,Andalucía
Cogeneración,No-Renovable,2020-01-01,400241.605,0.20940149848103376,Andalucía
Residuos no renovables,Renovable,2020-01-01,1.158,6.058513962860934e-07,Andalucía
Generación total,Generación total,2020-01-01,1911359.794,1.0,Andalucía
Hidráulica,Renovable,2020-01-01,287280.183,0.22778952905089606,Aragón
Turbinación bombeo,No-Renovable,2020-01-01,20015.774,0.01587086058438347,Aragón
Carbón,No-Renovable,2020-01-01,113740.968,0.09018722163134042,Aragón
Ciclo combinado,No-Renovable,2020-01-01,100164.878,0.07942250018359413,Aragón
Eólica,Renovable,2020-01-01,394171.704,0.31254570322850705,Aragón
Solar fotovoltaica,Renovable,2020-01-01,38977.426,0.030905889224374903,Aragón
Otras renovables,Renovable,2020-01-01,4165.463,0.0033028691542184535,Aragón
Cogeneración,No-Renovable,2020-01-01,273890.315,0.21717246631471118,Aragón
Residuos no renovables,Renovable,2020-01-01,28758.296,0.022802960627974354,Aragón
Generación total,Generación total,2020-01-01,1261165.007,1.0,Aragón
Hidráulica,Renovable,2020-01-01,17217.348,0.09120611748496277,Cantabria
Turbinación bombeo,No-Renovable,2020-01-01,24770.6,0.13121824881352334,Cantabria
Eólica,Renovable,2020-01-01,7950.637,0.042117214120449435,Cantabria
Solar fotovoltaica,Renovable,2020-01-01,96.596,0.0005117016932327477,Cantabria
Otras renovables,Renovable,2020-01-01,6517.083,0.03452319356948896,Cantabria
Cogeneración,No-Renovable,2020-01-01,125140.589,0.6629120386293778,Cantabria
Residuos no renovables,Renovable,2020-01-01,3540.5975,0.01875574284448252,Cantabria
Residuos renovables,Renovable,2020-01-01,3540.5975,0.01875574284448252,Cantabria
Generación total,Generación total,2020-01-01,188774.048,1.0,Cantabria
Hidráulica,Renovable,2020-01-01,42837.007,0.02341793078626657,Castilla_la_Mancha
Turbinación bombeo,No-Renovable,2020-01-01,7104.975,0.003884113864167829,Castilla_la_Mancha
Nuclear,No-Renovable,2020-01-01,736296.024,0.40251480053765826,Castilla_la_Mancha
Ciclo combinado,No-Renovable,2020-01-01,178484.577,0.09757309773304344,Castilla_la_Mancha
Eólica,Renovable,2020-01-01,609470.64,0.3331825041787254,Castilla_la_Mancha
Solar fotovoltaica,Renovable,2020-01-01,124733.244,0.06818857523679234,Castilla_la_Mancha
Solar térmica,Renovable,2020-01-01,9914.829,0.005420191454544632,Castilla_la_Mancha
Otras renovables,Renovable,2020-01-01,22558.459,0.01233215083179906,Castilla_la_Mancha
Cogeneración,No-Renovable,2020-01-01,97839.873,0.053486635377002684,Castilla_la_Mancha
Generación total,Generación total,2020-01-01,1829239.6279999996,1.0,Castilla_la_Mancha
Hidráulica,Renovable,2020-01-01,1150910.25,0.3962133862097128,Castilla_León
Turbinación bombeo,No-Renovable,2020-01-01,40238.554,0.013852560385592518,Castilla_León
Carbón,No-Renovable,2020-01-01,132263.414,0.04553312053011704,Castilla_León
Eólica,Renovable,2020-01-01,1264624.624,0.43536079773312025,Castilla_León
Solar fotovoltaica,Renovable,2020-01-01,38982.897,0.01342028679007286,Castilla_León
Otras renovables,Renovable,2020-01-01,21746.972,0.007486631921062316,Castilla_León
Cogeneración,No-Renovable,2020-01-01,256007.055,0.08813321643032215,Castilla_León
Generación total,Generación total,2020-01-01,2904773.7660000003,1.0,Castilla_León
Hidráulica,Renovable,2020-01-01,434119.206,0.10844167845750383,Cataluña
Turbinación bombeo,No-Renovable,2020-01-01,17582.049,0.0043919432218856415,Cataluña
Nuclear,No-Renovable,2020-01-01,2266619.444,0.5661947537326282,Cataluña
Ciclo combinado,No-Renovable,2020-01-01,582992.295,0.14562973055283857,Cataluña
Eólica,Renovable,2020-01-01,178517.73,0.04459319469874706,Cataluña
Solar fotovoltaica,Renovable,2020-01-01,16434.865,0.004105380091896887,Cataluña
Solar térmica,Renovable,2020-01-01,31.505,7.86985471406132e-06,Cataluña
Otras renovables,Renovable,2020-01-01,13158.289,0.003286901213002102,Cataluña
Cogeneración,No-Renovable,2020-01-01,469658.592,0.11731931072053968,Cataluña
Residuos no renovables,Renovable,2020-01-01,12329.783,0.0030799428936963383,Cataluña
Residuos renovables,Renovable,2020-01-01,11806.765,0.002949294562547666,Cataluña
Generación total,Generación total,2020-01-01,4003250.523,1.0,Cataluña
Hidráulica,Renovable,2020-01-01,28102.136,0.047896294712373166,País_Vasco
Ciclo combinado,No-Renovable,2020-01-01,274425.896,0.46772186966581725,País_Vasco
Eólica,Renovable,2020-01-01,35451.032,0.06042149523900148,País_Vasco
Solar fotovoltaica,Renovable,2020-01-01,1749.26,0.002981377376031697,País_Vasco
Otras renovables,Renovable,2020-01-01,5307.337,0.009045638989501812,País_Vasco
Cogeneración,No-Renovable,2020-01-01,190869.204,0.3253107751773771,País_Vasco
Residuos no renovables,Renovable,2020-01-01,35082.536,0.05979344358426852,País_Vasco
Residuos renovables,Renovable,2020-01-01,15741.409,0.02682910525562909,País_Vasco
Generación total,Generación total,2020-01-01,586728.8099999999,1.0,País_Vasco
Hidráulica,Renovable,2020-01-01,190280.637,0.18319792969163312,Asturias
Turbinación bombeo,No-Renovable,2020-01-01,598.49,0.0005762127490730731,Asturias
Carbón,No-Renovable,2020-01-01,424169.729,0.4083811018073325,Asturias
Ciclo combinado,No-Renovable,2020-01-01,187603.384,0.18062033054863302,Asturias
Eólica,Renovable,2020-01-01,141669.013,0.13639574836538446,Asturias
Solar fotovoltaica,Renovable,2020-01-01,25.78,2.4820405806452616e-05,Asturias
Otras renovables,Renovable,2020-01-01,22538.898,0.021699945492251484,Asturias
Cogeneración,No-Renovable,2020-01-01,23499.126,0.022624431474668798,Asturias
Residuos no renovables,Renovable,2020-01-01,48276.446,0.04647947946521708,Asturias
Generación total,Generación total,2020-01-01,1038661.503,1.0,Asturias
Hidráulica,Renovable,2020-01-01,12505.179,0.12029952797276562,Madrid
Solar fotovoltaica,Renovable,2020-01-01,3726.171,0.03584567741459822,Madrid
Otras renovables,Renovable,2020-01-01,15361.26,0.14777496004390867,Madrid
Cogeneración,No-Renovable,2020-01-01,56044.185,0.5391437420542602,Madrid
Residuos no renovables,Renovable,2020-01-01,8156.7815,0.07846804625723368,Madrid
Residuos renovables,Renovable,2020-01-01,8156.7815,0.07846804625723368,Madrid
Generación total,Generación total,2020-01-01,103950.358,1.0,Madrid
Hidráulica,Renovable,2020-01-01,68693.358,0.11810475937108103,Navarra
Ciclo combinado,No-Renovable,2020-01-01,224445.342,0.3858897552929351,Navarra
Eólica,Renovable,2020-01-01,172277.467,0.2961973235475598,Navarra
Solar fotovoltaica,Renovable,2020-01-01,11659.481,0.020046191334782196,Navarra
Otras renovables,Renovable,2020-01-01,22721.898,0.03906584819662256,Navarra
Cogeneración,No-Renovable,2020-01-01,81833.189,0.1406961222570193,Navarra
Generación total,Generación total,2020-01-01,581630.735,1.0,Navarra
Hidráulica,Renovable,2020-01-01,32249.567,0.01982613324768296,Valenciana
Turbinación bombeo,No-Renovable,2020-01-01,108158.592,0.06649288211757312,Valenciana
Nuclear,No-Renovable,2020-01-01,787465.658,0.4841118971762424,Valenciana
Fuel + Gas,No-Renovable,2020-03-01,0.001,6.637874342400806e-10,Valenciana
Ciclo combinado,No-Renovable,2020-01-01,347766.13,0.21379690562701306,Valenciana
Eólica,Renovable,2020-01-01,191255.545,0.11757856840459982,Valenciana
Solar fotovoltaica,Renovable,2020-01-01,28692.071,0.01763908404717434,Valenciana
Solar térmica,Renovable,2020-01-01,1315.325,0.0008086250805788677,Valenciana
Otras renovables,Renovable,2020-01-01,2804.021,0.0017238338107082563,Valenciana
Cogeneración,No-Renovable,2020-01-01,121019.97,0.07439969816805896,Valenciana
Residuos no renovables,Renovable,2020-01-01,5892.22,0.0036223723203682857,Valenciana
Generación total,Generación total,2020-01-01,1626619.099,1.0,Valenciana
Hidráulica,Renovable,2020-01-01,90353.729,0.05233743782688468,Extremadura
Turbinación bombeo,No-Renovable,2020-01-01,2.572,1.4898321472791388e-06,Extremadura
Nuclear,No-Renovable,2020-01-01,1498764.898,0.8681602357130402,Extremadura
Eólica,Renovable,2020-01-01,8964.814,0.005192872508389614,Extremadura
Solar fotovoltaica,Renovable,2020-01-01,76825.802,0.044501380077800134,Extremadura
Solar térmica,Renovable,2020-01-01,29216.231,0.016923514839087613,Extremadura
Otras renovables,Renovable,2020-01-01,18707.784,0.01083649222688737,Extremadura
Cogeneración,No-Renovable,2020-01-01,3533.147,0.00204657697576316,Extremadura
Generación total,Generación total,2020-01-01,1726368.977,1.0,Extremadura
Hidráulica,Renovable,2020-01-01,1309799.276,0.4409376880620226,Galicia
Turbinación bombeo,No-Renovable,2020-01-01,2571.737,0.0008657630125942762,Galicia
Carbón,No-Renovable,2020-01-01,114671.325,0.03860355541417234,Galicia
Ciclo combinado,No-Renovable,2020-01-01,215286.328,0.07247511697332949,Galicia
Eólica,Renovable,2020-01-01,1098630.429,0.36984870145694604,Galicia
Solar fotovoltaica,Renovable,2020-01-01,916.054,0.000308385216193972,Galicia
Otras renovables,Renovable,2020-01-01,24905.211,0.008384220666676299,Galicia
Cogeneración,No-Renovable,2020-01-01,171828.18,0.05784513842799304,Galicia
Residuos no renovables,Renovable,2020-01-01,15938.783,0.005365715385036041,Galicia
Residuos renovables,Renovable,2020-01-01,15938.783,0.005365715385036041,Galicia
Generación total,Generación total,2020-01-01,2970486.1059999997,1.0,Galicia
Hidráulica,Renovable,2020-01-01,17105.815,0.09406489927957694,La_Rioja
Ciclo combinado,No-Renovable,2020-01-01,83513.99,0.45924354132121714,La_Rioja
Eólica,Renovable,2020-01-01,68197.721,0.3750193578593998,La_Rioja
Solar fotovoltaica,Renovable,2020-01-01,6043.202,0.03323157578029097,La_Rioja
Otras renovables,Renovable,2020-01-01,634.365,0.003488373972914405,La_Rioja
Cogeneración,No-Renovable,2020-01-01,6356.109,0.03495225178660079,La_Rioja
Generación total,Generación total,2020-01-01,181851.202,1.0,La_Rioja
Hidráulica,Renovable,2020-01-01,3933.761,0.005497818678493197,Murcia
Ciclo combinado,No-Renovable,2020-01-01,405801.27,0.5671472674527662,Murcia
Eólica,Renovable,2020-01-01,41443.254,0.057921031790883565,Murcia
Solar fotovoltaica,Renovable,2020-01-01,101580.22,0.14196836840912508,Murcia
Solar térmica,Renovable,2020-01-01,1042.322,0.001456747718177181,Murcia
Otras renovables,Renovable,2020-01-01,2979.963,0.004164791974555299,Murcia
Cogeneración,No-Renovable,2020-01-01,158732.258,0.22184397397599936,Murcia
Generación total,Generación total,2020-01-01,715513.0480000001,1.0,Murcia
Hidráulica,Renovable,2021-01-01,297.621,0.00045918991925097876,Canarias
Motores diésel,No-Renovable,2021-01-01,141051.043,0.21762314166485677,Canarias
Turbina de gas,No-Renovable,2021-01-01,10157.844,0.015672212532462558,Canarias
Turbina de vapor,No-Renovable,2021-01-01,116282.053,0.17940785941653323,Canarias
Ciclo combinado,No-Renovable,2021-01-01,280660.149,0.4330215648636274,Canarias
Hidroeólica,Renovable,2021-01-01,993.17,0.0015323302189781452,Canarias
Eólica,Renovable,2021-01-01,81695.52,0.1260454041615569,Canarias
Solar fotovoltaica,Renovable,2021-01-01,16647.461,0.025684834982490544,Canarias
Otras renovables,Renovable,2021-01-01,358.723,0.0005534622402433594,Canarias
Generación total,Generación total,2021-01-01,648143.584,1.0,Canarias
Carbón,No-Renovable,2021-01-01,-632.692,0.0018946357374796058,Baleares
Motores diésel,No-Renovable,2021-01-01,27196.95,0.08144296659424485,Baleares
Turbina de gas,No-Renovable,2021-01-01,18542.487,0.055526636233666625,Baleares
Ciclo combinado,No-Renovable,2021-01-01,260272.045,0.7794009058497661,Baleares
Eólica,Renovable,2021-01-01,277.963,0.0008323775762883736,Baleares
Solar fotovoltaica,Renovable,2021-01-01,8589.705,0.02572240848217973,Baleares
Otras renovables,Renovable,2021-01-01,57.757,0.00017295694633346018,Baleares
Cogeneración,No-Renovable,2021-01-01,4065.943,0.012175720436413044,Baleares
Residuos no renovables,No-Renovable,2021-01-01,7151.5275,0.02141569607181406,Baleares
Residuos renovables,Renovable,2021-01-01,7151.5275,0.02141569607181406,Baleares
Generación total,Generación total,2021-01-01,332673.2130000001,1.0,Baleares
Motores diésel,No-Renovable,2021-01-01,18537.33,0.9999284737793289,Ceuta
Turbina de gas,No-Renovable,2021-01-01,1.326,7.152622067101304e-05,Ceuta
Generación total,Generación total,2021-01-01,18538.656000000003,1.0,Ceuta
Motores diésel,No-Renovable,2021-01-01,16974.65,0.926498372522248,Melilla
Turbina de gas,No-Renovable,2021-01-01,64.614,0.0035267157698186725,Melilla
Solar fotovoltaica,Renovable,2021-01-01,4.598,0.0002509647926088194,Melilla
Residuos no renovables,No-Renovable,2021-01-01,638.7165,0.03486197345766224,Melilla
Residuos renovables,Renovable,2021-01-01,638.7165,0.03486197345766224,Melilla
Generación total,Generación total,2021-01-01,18321.295000000002,1.0,Melilla
Hidráulica,Renovable,2021-01-01,35682.265,0.017121860756572058,Andalucía
Turbinación bombeo,No-Renovable,2021-01-01,30400.208,0.0145873062807764,Andalucía
Carbón,No-Renovable,2021-01-01,112564.883,0.05401339440772118,Andalucía
Ciclo combinado,No-Renovable,2021-01-01,480685.396,0.2306531947461771,Andalucía
Eólica,Renovable,2021-01-01,605060.374,0.2903335725169748,Andalucía
Solar fotovoltaica,Renovable,2021-01-01,213710.908,0.10254753752141522,Andalucía
Solar térmica,Renovable,2021-01-01,53930.207,0.025877995548407806,Andalucía
Otras renovables,Renovable,2021-01-01,150906.426,0.07241128928457724,Andalucía
Cogeneración,No-Renovable,2021-01-01,399848.588,0.19186427339878645,Andalucía
Residuos no renovables,Renovable,2021-01-01,1228.686,0.0005895755385917765,Andalucía
Generación total,Generación total,2021-01-01,2084017.9409999999,1.0,Andalucía
Hidráulica,Renovable,2021-01-01,227814.858,0.11920350439087951,Aragón
Turbinación bombeo,No-Renovable,2021-01-01,28851.855,0.015096654600893145,Aragón
Ciclo combinado,No-Renovable,2021-01-01,8267.525,0.00432595995402199,Aragón
Eólica,Renovable,2021-01-01,1308593.598,0.6847180384743379,Aragón
Solar fotovoltaica,Renovable,2021-01-01,54540.025,0.028537919636331087,Aragón
Otras renovables,Renovable,2021-01-01,4269.769,0.002234145007958793,Aragón
Cogeneración,No-Renovable,2021-01-01,249188.599,0.1303872561949125,Aragón
Residuos no renovables,Renovable,2021-01-01,29616.058,0.015496521740665143,Aragón
Generación total,Generación total,2021-01-01,1911142.287,1.0,Aragón
Hidráulica,Renovable,2021-01-01,33604.108,0.19446899186728248,Cantabria
Turbinación bombeo,No-Renovable,2021-01-01,42793.93,0.24765104388841552,Cantabria
Eólica,Renovable,2021-01-01,4765.84,0.027580202402657718,Cantabria
Solar fotovoltaica,Renovable,2021-01-01,91.306,0.0005283933074918725,Cantabria
Otras renovables,Renovable,2021-01-01,6093.836,0.035265395038146914,Cantabria
Cogeneración,No-Renovable,2021-01-01,79260.586,0.45868577300817037,Cantabria
Residuos no renovables,Renovable,2021-01-01,3094.853,0.01791010024391764,Cantabria
Residuos renovables,Renovable,2021-01-01,3094.853,0.01791010024391764,Cantabria
Generación total,Generación total,2021-01-01,172799.31199999998,1.0,Cantabria
Hidráulica,Renovable,2021-01-01,65930.749,0.0293393517697975,Castilla_la_Mancha
Turbinación bombeo,No-Renovable,2021-03-01,1130.627,0.00058447399205084,Castilla_la_Mancha
Nuclear,No-Renovable,2021-01-01,720692.572,0.32071003603778436,Castilla_la_Mancha
Ciclo combinado,No-Renovable,2021-01-01,116814.953,0.051982952567994664,Castilla_la_Mancha
Eólica,Renovable,2021-01-01,1039601.3,0.4626252348663411,Castilla_la_Mancha
Solar fotovoltaica,Renovable,2021-01-01,147622.462,0.06569237279166303,Castilla_la_Mancha
Solar térmica,Renovable,2021-01-01,12293.822,0.005470782202903163,Castilla_la_Mancha
Otras renovables,Renovable,2021-01-01,42421.016,0.018877460513245622,Castilla_la_Mancha
Cogeneración,No-Renovable,2021-01-01,101801.234,0.04530180925027061,Castilla_la_Mancha
Generación total,Generación total,2021-01-01,2247178.108,1.0,Castilla_la_Mancha
Hidráulica,Renovable,2021-01-01,1156726.799,0.3740414127919262,Castilla_León
Turbinación bombeo,No-Renovable,2021-01-01,19511.769,0.006309363325150823,Castilla_León
Eólica,Renovable,2021-01-01,1572457.728,0.5084729692829588,Castilla_León
Solar fotovoltaica,Renovable,2021-01-01,56869.972,0.018389584032034934,Castilla_León
Otras renovables,Renovable,2021-01-01,48365.712,0.015639630086211408,Castilla_León
Cogeneración,No-Renovable,2021-01-01,238577.992,0.0771470404817178,Castilla_León
Generación total,Generación total,2021-01-01,3092509.972,1.0,Castilla_León
Hidráulica,Renovable,2021-01-01,304809.796,0.07868636651469058,Cataluña
Turbinación bombeo,No-Renovable,2021-01-01,22696.6,0.005859106267822594,Cataluña
Nuclear,No-Renovable,2021-01-01,2230948.23,0.5759172192126012,Cataluña
Ciclo combinado,No-Renovable,2021-01-01,376805.035,0.09727187077868985,Cataluña
Eólica,Renovable,2021-01-01,393973.253,0.10170383035374271,Cataluña
Solar fotovoltaica,Renovable,2021-01-01,19291.117,0.004979983985618947,Cataluña
Solar térmica,Renovable,2021-01-01,5151.617,0.0013298851569892157,Cataluña
Otras renovables,Renovable,2021-01-01,13330.861,0.0034413494197620695,Cataluña
Cogeneración,No-Renovable,2021-01-01,480548.643,0.12405318709387936,Cataluña
Residuos no renovables,Renovable,2021-01-01,13320.864,0.003438768703471549,Cataluña
Residuos renovables,Renovable,2021-01-01,12854.714,0.0033184325127317243,Cataluña
Generación total,Generación total,2021-01-01,3873730.730000001,1.0,Cataluña
Hidráulica,Renovable,2021-01-01,65721.585,0.13632161766962675,País_Vasco
Ciclo combinado,No-Renovable,2021-01-01,161287.007,0.33454618757798393,País_Vasco
Eólica,Renovable,2021-01-01,21884.058,0.04539254778678781,País_Vasco
Solar fotovoltaica,Renovable,2021-01-01,2176.267,0.004514076127668338,País_Vasco
Otras renovables,Renovable,2021-01-01,5057.331,0.010490062633315237,País_Vasco
Cogeneración,No-Renovable,2021-01-01,176211.819,0.3655036654789666,País_Vasco
Residuos no renovables,Renovable,2021-01-01,32567.308,0.0675520547732526,País_Vasco
Residuos renovables,Renovable,2021-01-01,17201.47,0.03567978795239881,País_Vasco
Generación total,Generación total,2021-01-01,482106.845,1.0,País_Vasco
Hidráulica,Renovable,2021-01-01,302912.562,0.29572128224014915,Asturias
Turbinación bombeo,No-Renovable,2021-01-01,1168.11,0.001140378545930164,Asturias
Carbón,No-Renovable,2021-01-01,355768.253,0.34732215548557477,Asturias
Ciclo combinado,No-Renovable,2021-01-01,119282.926,0.11645109596371521,Asturias
Eólica,Renovable,2021-01-01,123123.33,0.12020032705436967,Asturias
Solar fotovoltaica,Renovable,2021-01-01,23.39,2.2834710934164195e-05,Asturias
Otras renovables,Renovable,2021-01-01,18081.309,0.017652050633873515,Asturias
Cogeneración,No-Renovable,2021-01-01,31993.763,0.031234216750797683,Asturias
Residuos no renovables,Renovable,2021-01-01,71964.119,0.07025565861465556,Asturias
Generación total,Generación total,2021-01-01,1024317.7620000001,1.0,Asturias
Hidráulica,Renovable,2021-01-01,26490.113,0.230837210050116,Madrid
Solar fotovoltaica,Renovable,2021-01-01,2725.131,0.023747034867729052,Madrid
Otras renovables,Renovable,2021-01-01,12840.69,0.11189491923716688,Madrid
Cogeneración,No-Renovable,2021-01-01,62523.627,0.5448364685682581,Madrid
Residuos no renovables,Renovable,2021-01-01,5088.562,0.04434218363836494,Madrid
Residuos renovables,Renovable,2021-01-01,5088.562,0.04434218363836494,Madrid
Generación total,Generación total,2021-01-01,114756.68500000001,1.0,Madrid
Hidráulica,Renovable,2021-01-01,90894.154,0.14266807632629008,Navarra
Ciclo combinado,No-Renovable,2021-01-01,90745.828,0.14243526283765612,Navarra
Eólica,Renovable,2021-01-01,336028.34,0.5274323457470825,Navarra
Solar fotovoltaica,Renovable,2021-01-01,14460.216,0.022696852428844227,Navarra
Otras renovables,Renovable,2021-01-01,28092.78,0.04409461670392659,Navarra
Cogeneración,No-Renovable,2021-01-01,76880.943,0.12067284595620041,Navarra
Generación total,Generación total,2021-01-01,637102.261,1.0,Navarra
Hidráulica,Renovable,2021-01-01,24136.491,0.013843442454101974,Valenciana
Turbinación bombeo,No-Renovable,2021-01-01,159147.453,0.09127874500574248,Valenciana
Nuclear,No-Renovable,2021-01-01,773966.104,0.44390691348421374,Valenciana
Fuel + Gas,No-Renovable,2021-07-01,-0.001,6.426126491700358e-10,Valenciana
Ciclo combinado,No-Renovable,2021-01-01,237998.034,0.13650335866420704,Valenciana
Eólica,Renovable,2021-01-01,377426.174,0.2164721259789121,Valenciana
Solar fotovoltaica,Renovable,2021-01-01,30330.378,0.017395935575480317,Valenciana
Solar térmica,Renovable,2021-01-01,1286.261,0.0007377327605100367,Valenciana
Otras renovables,Renovable,2021-01-01,3039.889,0.0017435230513978852,Valenciana
Cogeneración,No-Renovable,2021-01-01,131760.7,0.07557112043180568,Valenciana
Residuos no renovables,Renovable,2021-01-01,4440.956,0.0025471025936288287,Valenciana
Generación total,Generación total,2021-01-01,1743532.44,1.0,Valenciana
Hidráulica,Renovable,2021-01-01,289223.834,0.1450860668264668,Extremadura
Turbinación bombeo,No-Renovable,2021-01-01,7668.486,0.0038468146171308456,Extremadura
Nuclear,No-Renovable,2021-01-01,1474133.61,0.7394834806442708,Extremadura
Eólica,Renovable,2021-01-01,10547.9,0.005291242091337775,Extremadura
Solar fotovoltaica,Renovable,2021-01-01,156722.305,0.07861808102726386,Extremadura
Solar térmica,Renovable,2021-01-01,28798.59,0.014446507037341948,Extremadura
Otras renovables,Renovable,2021-01-01,20634.114,0.010350884300596523,Extremadura
Cogeneración,No-Renovable,2021-01-01,5735.043,0.002876923455591356,Extremadura
Generación total,Generación total,2021-01-01,1993463.8820000002,1.0,Extremadura
Hidráulica,Renovable,2021-01-01,1413430.997,0.46268598486797957,Galicia
Turbinación bombeo,No-Renovable,2021-01-01,8292.977,0.0027147021954921106,Galicia
Carbón,No-Renovable,2021-01-01,90275.535,0.029551654739151556,Galicia
Ciclo combinado,No-Renovable,2021-01-01,262165.182,0.08581965139382258,Galicia
Eólica,Renovable,2021-01-01,1025512.482,0.3357010379252183,Galicia
Solar fotovoltaica,Renovable,2021-01-01,914.91,0.00029949536646221094,Galicia
Otras renovables,Renovable,2021-01-01,32446.143,0.01062122994400575,Galicia
Cogeneración,No-Renovable,2021-01-01,194159.476,0.06355801490499705,Galicia
Residuos no renovables,Renovable,2021-01-01,13820.439,0.004524114331435477,Galicia
Residuos renovables,Renovable,2021-01-01,13820.439,0.004524114331435477,Galicia
Generación total,Generación total,2021-01-01,3054838.5799999996,1.0,Galicia
Hidráulica,Renovable,2021-01-01,15402.108,0.0558371477392933,La_Rioja
Ciclo combinado,No-Renovable,2021-01-01,121500.334,0.44047425845419863,La_Rioja
Eólica,Renovable,2021-01-01,126564.559,0.4588335557341568,La_Rioja
Solar fotovoltaica,Renovable,2021-01-01,5153.449,0.018682760384481998,La_Rioja
Otras renovables,Renovable,2021-01-01,638.97,0.002316453195301334,La_Rioja
Cogeneración,No-Renovable,2021-01-01,6580.386,0.023855824492567984,La_Rioja
Generación total,Generación total,2021-01-01,275839.806,1.0,La_Rioja
Hidráulica,Renovable,2021-01-01,4268.739,0.007354042201855541,Murcia
Ciclo combinado,No-Renovable,2021-01-01,212698.603,0.3664301103294715,Murcia
Eólica,Renovable,2021-01-01,73736.704,0.12703115206662444,Murcia
Solar fotovoltaica,Renovable,2021-01-01,118529.474,0.2041986530354138,Murcia
Solar térmica,Renovable,2021-01-01,1173.532,0.002021722071372351,Murcia
Otras renovables,Renovable,2021-01-01,3955.07,0.006813663634926567,Murcia
Cogeneración,No-Renovable,2021-01-01,166099.464,0.28615065666033584,Murcia
Generación total,Generación total,2021-01-01,580461.586,1.0,Murcia
Hidráulica,Renovable,2022-01-01,294.213,0.0004124617023730426,Canarias
Motores diésel,No-Renovable,2022-01-01,144976.166,0.20324430338522367,Canarias
Turbina de gas,No-Renovable,2022-01-01,20123.6,0.028211582472134674,Canarias
Turbina de vapor,No-Renovable,2022-01-01,117429.802,0.16462663458871402,Canarias
Ciclo combinado,No-Renovable,2022-01-01,350332.191,0.4911360541374375,Canarias
Hidroeólica,Renovable,2022-01-01,1110.916,0.0015574101231198177,Canarias
Eólica,Renovable,2022-01-01,60125.74,0.0842911940561394,Canarias
Solar fotovoltaica,Renovable,2022-01-01,18056.703,0.02531396797090688,Canarias
Otras renovables,Renovable,2022-01-01,860.531,0.0012063915639512078,Canarias
Generación total,Generación total,2022-01-01,713309.8619999998,1.0,Canarias
Carbón,No-Renovable,2022-01-01,-627.467,0.0014424123368027186,Baleares
Motores diésel,No-Renovable,2022-01-01,31928.664,0.07339716487278031,Baleares
Turbina de gas,No-Renovable,2022-01-01,14287.952,0.03284494361049278,Baleares
Ciclo combinado,No-Renovable,2022-01-01,350086.611,0.8047741899667302,Baleares
Eólica,Renovable,2022-01-01,215.638,0.0004957056091929371,Baleares
Solar fotovoltaica,Renovable,2022-01-01,14437.344,0.03318836384425748,Baleares
Otras renovables,Renovable,2022-01-01,285.244,0.0006557149054834035,Baleares
Cogeneración,No-Renovable,2022-01-01,3401.005,0.0078181825809608,Baleares
Residuos no renovables,No-Renovable,2022-01-01,9871.15,0.022691661136649666,Baleares
Residuos renovables,Renovable,2022-01-01,9871.15,0.022691661136649666,Baleares
Generación total,Generación total,2022-01-01,433757.29099999997,1.0,Baleares
Motores diésel,No-Renovable,2022-01-01,17218.489,0.9979883148612979,Ceuta
Turbina de gas,No-Renovable,2022-01-01,34.708,0.0020116851387021197,Ceuta
Generación total,Generación total,2022-01-01,17253.197,1.0,Ceuta
Motores diésel,No-Renovable,2022-01-01,16001.846,0.938789204887993,Melilla
Turbina de gas,No-Renovable,2022-01-01,0.504,2.956844849422676e-05,Melilla
Solar fotovoltaica,Renovable,2022-01-01,4.82,0.0002827776225043115,Melilla
Residuos no renovables,No-Renovable,2022-01-01,519.013,0.030449224520504196,Melilla
Residuos renovables,Renovable,2022-01-01,519.013,0.030449224520504196,Melilla
Generación total,Generación total,2022-01-01,17045.196,1.0,Melilla
Hidráulica,Renovable,2022-01-01,14380.273,0.004797526371902153,Andalucía
Turbinación bombeo,No-Renovable,2022-01-01,11980.856,0.003997036260574618,Andalucía
Carbón,No-Renovable,2022-01-01,23230.533,0.007750137615665798,Andalucía
Ciclo combinado,No-Renovable,2022-01-01,1109580.513,0.37017668391039726,Andalucía
Eólica,Renovable,2022-01-01,867923.082,0.2895552730242044,Andalucía
Solar fotovoltaica,Renovable,2022-01-01,334472.199,0.11158614272278455,Andalucía
