,class,type,date,value,percentage,aacc,comunidad
628,Ciclo combinado,No-Renovable,2017-01-01,178337.938,0.2714934600900829,14,Navarra
629,Eólica,Renovable,2017-01-01,309121.316,0.47059204905935326,14,Navarra
630,Solar fotovoltaica,Renovable,2017-01-01,16343.186,0.02488011337237622,14,Navarra
631,Otras renovables,Renovable,2017-01-01,26720.906,0.04067867615852919,14,Navarra
632,Cogeneración,No-Renovable,2017-01-01,76615.349,0.11663567735104839,14,Navarra
633,Generación total,Generación total,2017-01-01,656877.473,1.0,14,Navarra
634,Hidráulica,Renovable,2017-01-01,28199.751,0.01449203103362439,15,Valenciana
635,Turbinación bombeo,No-Renovable,2017-01-01,147504.879,0.07580369358860688,15,Valenciana
636,Nuclear,No-Renovable,2017-01-01,789593.01,0.40577685969116867,15,Valenciana
637,Fuel + Gas,No-Renovable,2017-03-01,0.001,6.340474030983199e-10,15,Valenciana
638,Ciclo combinado,No-Renovable,2017-01-01,531735.9,0.27326245414337863,15,Valenciana
639,Eólica,Renovable,2017-01-01,279388.201,0.14357936987885067,15,Valenciana
640,Solar fotovoltaica,Renovable,2017-01-01,28696.036,0.014747075045237198,15,Valenciana
641,Solar térmica,Renovable,2017-01-01,1826.287,0.0009385404814498109,15,Valenciana
642,Otras renovables,Renovable,2017-01-01,2136.344,0.0010978807418014884,15,Valenciana
643,Cogeneración,No-Renovable,2017-01-01,132384.956,0.06803346918690875,15,Valenciana
644,Residuos no renovables,Renovable,2017-01-01,4414.474,0.0022686262089735474,15,Valenciana
645,Generación total,Generación total,2017-01-01,1945879.838,1.0,15,Valenciana
646,Hidráulica,Renovable,2017-01-01,256955.097,0.1349077104893943,16,Extremadura
647,Turbinación bombeo,No-Renovable,2017-01-01,1839.059,0.000965550954394631,16,Extremadura
648,Nuclear,No-Renovable,2017-01-01,1499796.27,0.7874297235140404,16,Extremadura
649,Solar fotovoltaica,Renovable,2017-01-01,65871.82,0.03458431658185591,16,Extremadura
650,Solar térmica,Renovable,2017-01-01,51541.839,0.02706072607659918,16,Extremadura
651,Otras renovables,Renovable,2017-01-01,25239.819,0.013251522286233199,16,Extremadura
652,Cogeneración,No-Renovable,2017-01-01,3429.269,0.0018004500974824198,16,Extremadura
653,Generación total,Generación total,2017-01-01,1904673.173,1.0,16,Extremadura
654,Hidráulica,Renovable,2017-01-01,361409.733,0.1379149764383455,17,Galicia
655,Turbinación bombeo,No-Renovable,2017-01-01,10724.826,0.004092623939088423,17,Galicia
656,Carbón,No-Renovable,2017-01-01,1278584.98,0.48791164512197144,17,Galicia
657,Ciclo combinado,No-Renovable,2017-01-01,34739.585,0.013256723904424844,17,Galicia
658,Eólica,Renovable,2017-01-01,640061.271,0.2442491915652489,17,Galicia
659,Solar fotovoltaica,Renovable,2017-01-01,1028.463,0.0003924643900298892,17,Galicia
660,Otras renovables,Renovable,2017-01-01,22139.052,0.008448324868293753,17,Galicia
661,Cogeneración,No-Renovable,2017-01-01,246861.802,0.09420316194516408,17,Galicia
662,Residuos no renovables,Renovable,2017-01-01,12487.968,0.004765443913716658,17,Galicia
663,Residuos renovables,Renovable,2017-01-01,12487.968,0.004765443913716658,17,Galicia
664,Generación total,Generación total,2017-01-01,2620525.6479999996,1.0,17,Galicia
665,Hidráulica,Renovable,2017-01-01,7485.39,0.022190204181841373,20,La_Rioja
666,Ciclo combinado,No-Renovable,2017-01-01,171294.761,0.5077979533290474,20,La_Rioja
667,Eólica,Renovable,2017-01-01,144168.539,0.42738311791473266,20,La_Rioja
668,Solar fotovoltaica,Renovable,2017-01-01,7197.234,0.0213359747460708,20,La_Rioja
669,Otras renovables,Renovable,2017-01-01,888.487,0.0026338918804379857,20,La_Rioja
670,Cogeneración,No-Renovable,2017-01-01,6294.166,0.01865885794786962,20,La_Rioja
671,Generación total,Generación total,2017-01-01,337328.57700000005,1.0,20,La_Rioja
672,Hidráulica,Renovable,2017-01-01,1832.836,0.003470831527143261,21,Murcia
673,Ciclo combinado,No-Renovable,2017-01-01,263650.45,0.4992734178101631,21,Murcia
674,Eólica,Renovable,2017-01-01,69502.426,0.1316163646795139,21,Murcia
675,Solar fotovoltaica,Renovable,2017-01-01,42986.793,0.08140385522500716,21,Murcia
676,Solar térmica,Renovable,2017-01-01,1127.938,0.0021359700328141286,21,Murcia
677,Otras renovables,Renovable,2017-01-01,4567.888,0.008650184567991558,21,Murcia
678,Cogeneración,No-Renovable,2017-01-01,144399.939,0.2734493761573669,21,Murcia
679,Generación total,Generación total,2017-01-01,528068.27,1.0,21,Murcia
680,Hidráulica,Renovable,2018-01-01,279.432,0.00036996786908391065,8742,Canarias
681,Motores diésel,No-Renovable,2018-01-01,184470.955,0.2442394791191559,8742,Canarias
682,Turbina de gas,No-Renovable,2018-01-01,27249.141,0.0360778530380809,8742,Canarias
683,Turbina de vapor,No-Renovable,2018-01-01,230384.784,0.30502937246212686,8742,Canarias
684,Ciclo combinado,No-Renovable,2018-01-01,233901.625,0.30968566870120084,8742,Canarias
685,Hidroeólica,Renovable,2018-01-01,2257.767,0.002989282708773418,8742,Canarias
686,Eólica,Renovable,2018-01-01,56908.339,0.0753466206910261,8742,Canarias
687,Solar fotovoltaica,Renovable,2018-01-01,19072.745,0.025252307628442022,8742,Canarias
688,Otras renovables,Renovable,2018-01-01,762.423,0.0010094477821100032,8742,Canarias
689,Generación total,Generación total,2018-01-01,755287.211,1.0,8742,Canarias
690,Carbón,No-Renovable,2018-01-01,198555.029,0.5667332362742212,8743,Baleares
691,Motores diésel,No-Renovable,2018-01-01,35080.182,0.10012894246032258,8743,Baleares
692,Turbina de gas,No-Renovable,2018-01-01,59852.256,0.17083557597119928,8743,Baleares
693,Ciclo combinado,No-Renovable,2018-01-01,31200.264,0.08905453907858499,8743,Baleares
694,Eólica,Renovable,2018-01-01,252.64,0.0007211073198872199,8743,Baleares
695,Solar fotovoltaica,Renovable,2018-01-01,7044.5,0.020107031803932557,8743,Baleares
696,Otras renovables,Renovable,2018-01-01,219.363,0.0006261251781682245,8743,Baleares
697,Cogeneración,No-Renovable,2018-01-01,3182.987,0.009085161592803447,8743,Baleares
698,Residuos no renovables,No-Renovable,2018-01-01,7481.4245,0.021354140160440092,8743,Baleares
699,Residuos renovables,Renovable,2018-01-01,7481.4245,0.021354140160440092,8743,Baleares
700,Generación total,Generación total,2018-01-01,350350.0700000001,1.0,8743,Baleares
701,Motores diésel,No-Renovable,2018-01-01,18543.508,0.9999701791317447,8744,Ceuta
702,Turbina de gas,No-Renovable,2018-01-01,0.553,2.982086825534062e-05,8744,Ceuta
703,Generación total,Generación total,2018-01-01,18544.061,1.0,8744,Ceuta
704,Motores diésel,No-Renovable,2018-01-01,17095.319,0.9400277345622365,8745,Melilla
705,Turbina de gas,No-Renovable,2018-01-01,44.298,0.00243583337553619,8745,Melilla
706,Solar fotovoltaica,Renovable,2018-01-01,4.205,0.00023122216226758945,8745,Melilla
707,Residuos no renovables,No-Renovable,2018-01-01,521.0755,0.02865260494997986,8745,Melilla
708,Residuos renovables,Renovable,2018-01-01,521.0755,0.02865260494997986,8745,Melilla
709,Generación total,Generación total,2018-01-01,18185.972999999998,1.0,8745,Melilla
710,Hidráulica,Renovable,2018-01-01,23913.41,0.008492762028351303,4,Andalucía
711,Turbinación bombeo,No-Renovable,2018-01-01,23466.559,0.008334064493991678,4,Andalucía
712,Carbón,No-Renovable,2018-01-01,920178.541,0.326798117554481,4,Andalucía
713,Ciclo combinado,No-Renovable,2018-01-01,552724.932,0.1962982826210338,4,Andalucía
714,Eólica,Renovable,2018-01-01,581431.899,0.2064934592724078,4,Andalucía
715,Solar fotovoltaica,Renovable,2018-01-01,87182.186,0.030962441525882782,4,Andalucía
716,Solar térmica,Renovable,2018-01-01,55405.267,0.019676982402269918,4,Andalucía
717,Otras renovables,Renovable,2018-01-01,105111.404,0.0373299391696079,4,Andalucía
718,Cogeneración,No-Renovable,2018-01-01,439407.975,0.1560541706529825,4,Andalucía
719,Residuos no renovables,Renovable,2018-01-01,26917.856,0.009559780278991088,4,Andalucía
720,Generación total,Generación total,2018-01-01,2815740.0290000006,1.0,4,Andalucía
721,Hidráulica,Renovable,2018-01-01,215744.702,0.17004312655740322,5,Aragón
722,Turbinación bombeo,No-Renovable,2018-01-01,18684.217,0.014726306817754371,5,Aragón
723,Carbón,No-Renovable,2018-01-01,260963.329,0.2056830131568573,5,Aragón
724,Ciclo combinado,No-Renovable,2018-01-01,9219.952,0.007266873532723798,5,Aragón
725,Eólica,Renovable,2018-01-01,458149.578,0.36109895608966047,5,Aragón
726,Solar fotovoltaica,Renovable,2018-01-01,15275.588,0.012039733627028999,5,Aragón
727,Otras renovables,Renovable,2018-01-01,3501.161,0.0027595039762359705,5,Aragón
728,Cogeneración,No-Renovable,2018-01-01,253784.968,0.2000252568519181,5,Aragón
729,Residuos no renovables,Renovable,2018-01-01,33441.12,0.026357229390417704,5,Aragón
730,Generación total,Generación total,2018-01-01,1268764.615,1.0,5,Aragón
731,Hidráulica,Renovable,2018-01-01,39255.272,0.16783763694043208,6,Cantabria
732,Turbinación bombeo,No-Renovable,2018-01-01,38233.998,0.16347113516638495,6,Cantabria
733,Eólica,Renovable,2018-01-01,7810.512,0.033394186578936155,6,Cantabria
734,Solar fotovoltaica,Renovable,2018-01-01,76.458,0.00032689953199640436,6,Cantabria
735,Otras renovables,Renovable,2018-01-01,7228.941,0.030907654264166202,6,Cantabria
736,Cogeneración,No-Renovable,2018-01-01,138510.01,0.5922056219861531,6,Cantabria
737,Residuos no renovables,Renovable,2018-01-01,1386.5915,0.005928432765965528,6,Cantabria
738,Residuos renovables,Renovable,2018-01-01,1386.5915,0.005928432765965528,6,Cantabria
739,Generación total,Generación total,2018-01-01,233888.374,1.0,6,Cantabria
740,Hidráulica,Renovable,2018-01-01,26884.47,0.01265645232899812,7,Castilla_la_Mancha
741,Turbinación bombeo,No-Renovable,2018-01-01,10620.64,0.004999898598092155,7,Castilla_la_Mancha
742,Nuclear,No-Renovable,2018-01-01,740146.666,0.34844023314188055,7,Castilla_la_Mancha
743,Ciclo combinado,No-Renovable,2018-01-01,170008.376,0.08003516180063762,7,Castilla_la_Mancha
744,Eólica,Renovable,2018-01-01,952939.293,0.4486170169723886,7,Castilla_la_Mancha
745,Solar fotovoltaica,Renovable,2018-01-01,93611.325,0.04406957891737683,7,Castilla_la_Mancha
746,Solar térmica,Renovable,2018-01-01,13418.482,0.006317043920170989,7,Castilla_la_Mancha
747,Otras renovables,Renovable,2018-01-01,22354.2,0.010523728630428266,7,Castilla_la_Mancha
748,Cogeneración,No-Renovable,2018-01-01,94187.627,0.04434088569002685,7,Castilla_la_Mancha
749,Generación total,Generación total,2018-01-01,2124171.079,1.0,7,Castilla_la_Mancha
750,Hidráulica,Renovable,2018-01-01,355847.936,0.15843798067934484,8,Castilla_León
751,Turbinación bombeo,No-Renovable,2018-01-01,26283.07,0.011702292230954144,8,Castilla_León
752,Carbón,No-Renovable,2018-01-01,376514.96,0.16763978071229924,8,Castilla_León
753,Eólica,Renovable,2018-01-01,1219173.659,0.5428257215728466,8,Castilla_León
754,Solar fotovoltaica,Renovable,2018-01-01,37487.461,0.01669094301459063,8,Castilla_León
755,Otras renovables,Renovable,2018-01-01,26379.274,0.011745126166327247,8,Castilla_León
756,Cogeneración,No-Renovable,2018-01-01,204289.854,0.09095815562363743,8,Castilla_León
757,Generación total,Generación total,2018-01-01,2245976.2139999997,1.0,8,Castilla_León
758,Hidráulica,Renovable,2018-01-01,245093.447,0.06046651704470472,9,Cataluña
759,Turbinación bombeo,No-Renovable,2018-01-01,16566.886,0.0040871835088136,9,Cataluña
760,Nuclear,No-Renovable,2018-01-01,2265984.607,0.5590365574409014,9,Cataluña
761,Ciclo combinado,No-Renovable,2018-01-01,604248.518,0.1490729505831487,9,Cataluña
762,Eólica,Renovable,2018-01-01,368720.504,0.09096630249705583,9,Cataluña
763,Solar fotovoltaica,Renovable,2018-01-01,21162.608,0.00522098494678401,9,Cataluña
764,Solar térmica,Renovable,2018-01-01,6299.366,0.0015541040622348153,9,Cataluña
765,Otras renovables,Renovable,2018-01-01,17683.254,0.0043626004386679625,9,Cataluña
766,Cogeneración,No-Renovable,2018-01-01,480460.154,0.11853336940151833,9,Cataluña
767,Residuos no renovables,Renovable,2018-01-01,13915.117,0.0034329708507447793,9,Cataluña
768,Residuos renovables,Renovable,2018-01-01,13240.183,0.0032664592254255977,9,Cataluña
769,Generación total,Generación total,2018-01-01,4053374.644000001,1.0,9,Cataluña
770,Hidráulica,Renovable,2018-01-01,76028.105,0.1610075295481858,10,País_Vasco
771,Ciclo combinado,No-Renovable,2018-01-01,91033.105,0.19278417294697273,10,País_Vasco
772,Eólica,Renovable,2018-01-01,33715.44,0.07140043411617436,10,País_Vasco
773,Solar fotovoltaica,Renovable,2018-01-01,1089.236,0.0023067153581553526,10,País_Vasco
774,Otras renovables,Renovable,2018-01-01,3109.096,0.006584247576447504,10,País_Vasco
775,Cogeneración,No-Renovable,2018-01-01,184326.734,0.3903555411650151,10,País_Vasco
776,Residuos no renovables,Renovable,2018-01-01,51980.731,0.1100815163342398,10,País_Vasco
777,Residuos renovables,Renovable,2018-01-01,30919.724,0.06547984295480928,10,País_Vasco
778,Generación total,Generación total,2018-01-01,472202.17100000003,1.0,10,País_Vasco
779,Hidráulica,Renovable,2018-01-01,228748.599,0.18506093577787733,11,Asturias
780,Turbinación bombeo,No-Renovable,2018-01-01,2580.446,0.0020876182567757737,11,Asturias
781,Carbón,No-Renovable,2018-01-01,604167.966,0.4887806510892632,11,Asturias
782,Ciclo combinado,No-Renovable,2018-01-01,125042.474,0.10116117585673562,11,Asturias
783,Eólica,Renovable,2018-01-01,155312.146,0.12564977972359215,11,Asturias
784,Solar fotovoltaica,Renovable,2018-01-01,26.166,2.1168673673773797e-05,11,Asturias
785,Otras renovables,Renovable,2018-01-01,23513.389,0.01902267288486977,11,Asturias
786,Cogeneración,No-Renovable,2018-01-01,31864.029,0.025778461814288188,11,Asturias
787,Residuos no renovables,Renovable,2018-01-01,64816.558,0.05243753592292411,11,Asturias
788,Generación total,Generación total,2018-01-01,1236071.773,1.0,11,Asturias
789,Hidráulica,Renovable,2018-01-01,2638.58,0.03422201122855189,13,Madrid
790,Solar fotovoltaica,Renovable,2018-01-01,4544.718,0.05894435280590389,13,Madrid
791,Otras renovables,Renovable,2018-01-01,11375.027,0.1475324991923993,13,Madrid
792,Cogeneración,No-Renovable,2018-01-01,44959.628,0.5831200472403778,13,Madrid
793,Residuos no renovables,Renovable,2018-01-01,6791.943,0.0880905447663836,13,Madrid
794,Residuos renovables,Renovable,2018-01-01,6791.943,0.0880905447663836,13,Madrid
795,Generación total,Generación total,2018-01-01,77101.83899999999,1.0,13,Madrid
796,Hidráulica,Renovable,2018-01-01,82892.896,0.18346137973094628,14,Navarra
797,Ciclo combinado,No-Renovable,2018-01-01,72559.73,0.1605916649202959,14,Navarra
798,Eólica,Renovable,2018-01-01,178058.018,0.3940840678848725,14,Navarra
799,Solar fotovoltaica,Renovable,2018-01-01,15331.36,0.03393188794793514,14,Navarra
800,Otras renovables,Renovable,2018-01-01,25001.657,0.05533451851869033,14,Navarra
801,Cogeneración,No-Renovable,2018-01-01,77983.836,0.17259648099725988,14,Navarra
802,Generación total,Generación total,2018-01-01,451827.497,1.0,14,Navarra
803,Hidráulica,Renovable,2018-01-01,21998.309,0.013998994886540259,15,Valenciana
804,Turbinación bombeo,No-Renovable,2018-01-01,131227.09,0.0835085715854595,15,Valenciana
805,Nuclear,No-Renovable,2018-01-01,588493.968,0.3744980602278014,15,Valenciana
806,Fuel + Gas,No-Renovable,2018-05-01,-0.001,6.230727374995373e-10,15,Valenciana
807,Ciclo combinado,No-Renovable,2018-01-01,316877.86,0.2016505696777793,15,Valenciana
808,Eólica,Renovable,2018-01-01,325231.057,0.20696626744751528,15,Valenciana
809,Solar fotovoltaica,Renovable,2018-01-01,32857.964,0.02090971947062494,15,Valenciana
810,Solar térmica,Renovable,2018-01-01,3685.665,0.002345435073600448,15,Valenciana
811,Otras renovables,Renovable,2018-01-01,2922.515,0.001859791702209347,15,Valenciana
812,Cogeneración,No-Renovable,2018-01-01,137729.659,0.08764659102051588,15,Valenciana
813,Residuos no renovables,Renovable,2018-01-01,10396.517,0.006615998907953736,15,Valenciana
814,Generación total,Generación total,2018-01-01,1571420.6039999998,1.0,15,Valenciana
815,Hidráulica,Renovable,2018-01-01,45855.271,0.027593381521372626,16,Extremadura
816,Turbinación bombeo,No-Renovable,2018-01-01,392.424,0.00023614090406625513,16,Extremadura
817,Nuclear,No-Renovable,2018-01-01,1501699.986,0.9036470560677295,16,Extremadura
818,Solar fotovoltaica,Renovable,2018-01-01,55075.131,0.033141426686205316,16,Extremadura
819,Solar térmica,Renovable,2018-01-01,32318.391,0.01944757218902698,16,Extremadura
820,Otras renovables,Renovable,2018-01-01,19906.63,0.011978802532751404,16,Extremadura
821,Cogeneración,No-Renovable,2018-01-01,6573.534,0.003955620098847844,16,Extremadura
822,Generación total,Generación total,2018-01-01,1661821.367,1.0,16,Extremadura
823,Hidráulica,Renovable,2018-01-01,813977.927,0.2883093280081869,17,Galicia
824,Turbinación bombeo,No-Renovable,2018-01-01,5381.166,0.0019059980644419898,17,Galicia
825,Carbón,No-Renovable,2018-01-01,858246.073,0.30398901538308587,17,Galicia
826,Ciclo combinado,No-Renovable,2018-01-01,9581.087,0.0033936015497849927,17,Galicia
827,Eólica,Renovable,2018-01-01,852292.474,0.30188026271303936,17,Galicia
828,Solar fotovoltaica,Renovable,2018-01-01,676.161,0.00023949485246341782,17,Galicia
829,Otras renovables,Renovable,2018-01-01,21984.062,0.007786710096022442,17,Galicia
830,Cogeneración,No-Renovable,2018-01-01,227290.679,0.08050589672195685,17,Galicia
831,Residuos no renovables,Renovable,2018-01-01,16925.129,0.005994846305509065,17,Galicia
832,Residuos renovables,Renovable,2018-01-01,16925.129,0.005994846305509065,17,Galicia
833,Generación total,Generación total,2018-01-01,2823279.887,1.0,17,Galicia
834,Hidráulica,Renovable,2018-01-01,14346.593,0.10071492779029033,20,La_Rioja
835,Ciclo combinado,No-Renovable,2018-01-01,27393.052,0.1923027477071154,20,La_Rioja
836,Eólica,Renovable,2018-01-01,87558.152,0.6146694867646461,20,La_Rioja
837,Solar fotovoltaica,Renovable,2018-01-01,6884.941,0.04833317120346337,20,La_Rioja
838,Otras renovables,Renovable,2018-01-01,643.396,0.00451672265886135,20,La_Rioja
839,Cogeneración,No-Renovable,2018-01-01,5621.399,0.03946294387562331,20,La_Rioja
840,Generación total,Generación total,2018-01-01,142447.53300000002,1.0,20,La_Rioja
841,Hidráulica,Renovable,2018-01-01,1377.049,0.002481159739787244,21,Murcia
842,Ciclo combinado,No-Renovable,2018-01-01,275943.283,0.49719317485747994,21,Murcia
843,Eólica,Renovable,2018-01-01,71026.684,0.12797551052387446,21,Murcia
844,Solar fotovoltaica,Renovable,2018-01-01,47139.758,0.08493617125673354,21,Murcia
845,Solar térmica,Renovable,2018-01-01,1260.346,0.0022708848802053478,21,Murcia
846,Otras renovables,Renovable,2018-01-01,4635.991,0.008353104517861025,21,Murcia
847,Cogeneración,No-Renovable,2018-01-01,153619.043,0.2767899942240585,21,Murcia
848,Generación total,Generación total,2018-01-01,555002.154,1.0,21,Murcia
849,Hidráulica,Renovable,2019-01-01,292.916,0.00038778877922743,8742,Canarias
850,Motores diésel,No-Renovable,2019-01-01,174264.272,0.2307068555553019,8742,Canarias
851,Turbina de gas,No-Renovable,2019-01-01,21945.628,0.029053613634964653,8742,Canarias
852,Turbina de vapor,No-Renovable,2019-01-01,218650.612,0.2894695199470512,8742,Canarias
853,Ciclo combinado,No-Renovable,2019-01-01,264507.273,0.35017872869166095,8742,Canarias
854,Hidroeólica,Renovable,2019-01-01,1109.656,0.0014690633000668896,8742,Canarias
855,Eólica,Renovable,2019-01-01,55716.046,0.07376195722227306,8742,Canarias
856,Solar fotovoltaica,Renovable,2019-01-01,17899.612,0.0236971305293144,8742,Canarias
857,Otras renovables,Renovable,2019-01-01,963.329,0.0012753423401397701,8742,Canarias
858,Generación total,Generación total,2019-01-01,755349.3439999998,1.0,8742,Canarias
859,Carbón,No-Renovable,2019-01-01,217725.286,0.6393517215511724,8743,Baleares
860,Motores diésel,No-Renovable,2019-01-01,35212.248,0.10340099577816987,8743,Baleares
861,Turbina de gas,No-Renovable,2019-01-01,22524.488,0.06614330583476062,8743,Baleares
862,Ciclo combinado,No-Renovable,2019-01-01,34412.136,0.10105146167475043,8743,Baleares
863,Eólica,Renovable,2019-01-01,805.427,0.002365141635564535,8743,Baleares
864,Solar fotovoltaica,Renovable,2019-01-01,7290.851,0.021409631485904152,8743,Baleares
865,Otras renovables,Renovable,2019-01-01,107.643,0.00031609437115601196,8743,Baleares
866,Cogeneración,No-Renovable,2019-01-01,3341.547,0.009812474546912092,8743,Baleares
867,Residuos no renovables,No-Renovable,2019-01-01,9560.5395,0.02807458656080482,8743,Baleares
868,Residuos renovables,Renovable,2019-01-01,9560.5395,0.02807458656080482,8743,Baleares
869,Generación total,Generación total,2019-01-01,340540.7050000001,1.0,8743,Baleares
870,Motores diésel,No-Renovable,2019-01-01,17829.88,0.9999798656652892,8744,Ceuta
871,Turbina de gas,No-Renovable,2019-01-01,0.359,2.013433471082468e-05,8744,Ceuta
872,Generación total,Generación total,2019-01-01,17830.239,1.0,8744,Ceuta
873,Motores diésel,No-Renovable,2019-01-01,17425.724,0.9403966047615496,8745,Melilla
874,Turbina de gas,No-Renovable,2019-01-01,0.561,3.0274925464860425e-05,8745,Melilla
875,Solar fotovoltaica,Renovable,2019-01-01,5.053,0.0002726901931799282,8745,Melilla
876,Residuos no renovables,No-Renovable,2019-01-01,549.424,0.029650215059902802,8745,Melilla
877,Residuos renovables,Renovable,2019-01-01,549.424,0.029650215059902802,8745,Melilla
878,Generación total,Generación total,2019-01-01,18530.185999999998,1.0,8745,Melilla
879,Hidráulica,Renovable,2019-01-01,25288.605,0.008931578607806205,4,Andalucía
880,Turbinación bombeo,No-Renovable,2019-01-01,3005.384,0.0010614592399479151,4,Andalucía
881,Carbón,No-Renovable,2019-01-01,808964.433,0.2857148278546356,4,Andalucía
882,Ciclo combinado,No-Renovable,2019-01-01,686208.66,0.24235922021587836,4,Andalucía
883,Eólica,Renovable,2019-01-01,547209.843,0.19326679853316514,4,Andalucía
884,Solar fotovoltaica,Renovable,2019-01-01,100175.137,0.035380445487730776,4,Andalucía
885,Solar térmica,Renovable,2019-01-01,74526.679,0.02632177187580098,4,Andalucía
886,Otras renovables,Renovable,2019-01-01,109551.171,0.03869192845408909,4,Andalucía
887,Cogeneración,No-Renovable,2019-01-01,474456.626,0.1675713884223155,4,Andalucía
888,Residuos no renovables,Renovable,2019-01-01,1983.605,0.0007005813086304061,4,Andalucía
889,Generación total,Generación total,2019-01-01,2831370.143,1.0,4,Andalucía
890,Hidráulica,Renovable,2019-01-01,131495.03,0.08521424745965042,5,Aragón
891,Turbinación bombeo,No-Renovable,2019-01-01,4963.729,0.0032167028010765364,5,Aragón
892,Carbón,No-Renovable,2019-01-01,339157.97,0.21978846792531012,5,Aragón
893,Ciclo combinado,No-Renovable,2019-01-01,10155.896,0.006581442925397819,5,Aragón
894,Eólica,Renovable,2019-01-01,726757.534,0.47096910313219675,5,Aragón
895,Solar fotovoltaica,Renovable,2019-01-01,15605.837,0.010113231320856526,5,Aragón
896,Otras renovables,Renovable,2019-01-01,4876.483,0.0031601637650851026,5,Aragón
897,Cogeneración,No-Renovable,2019-01-01,276458.883,0.17915685230369954,5,Aragón
898,Residuos no renovables,Renovable,2019-01-01,33639.49,0.021799788366727135,5,Aragón
899,Generación total,Generación total,2019-01-01,1543110.852,1.0,5,Aragón
900,Hidráulica,Renovable,2019-01-01,18324.586,0.09179131474150125,6,Cantabria
901,Turbinación bombeo,No-Renovable,2019-01-01,16882.0,0.08456512880924154,6,Cantabria
902,Eólica,Renovable,2019-01-01,5866.649,0.029387153676318452,6,Cantabria
903,Solar fotovoltaica,Renovable,2019-01-01,72.563,0.00036348178188514357,6,Cantabria
904,Otras renovables,Renovable,2019-01-01,7329.449,0.03671459535515736,6,Cantabria
905,Cogeneración,No-Renovable,2019-01-01,144174.534,0.7221974907429436,6,Cantabria
906,Residuos no renovables,Renovable,2019-01-01,3491.6665,0.01749041744647634,6,Cantabria
907,Residuos renovables,Renovable,2019-01-01,3491.6665,0.01749041744647634,6,Cantabria
908,Generación total,Generación total,2019-01-01,199633.114,1.0,6,Cantabria
909,Hidráulica,Renovable,2019-01-01,56524.881,0.02564322923190312,7,Castilla_la_Mancha
910,Turbinación bombeo,No-Renovable,2019-01-01,979.784,0.00044449143926107455,7,Castilla_la_Mancha
911,Nuclear,No-Renovable,2019-01-01,738544.917,0.3350502693616969,7,Castilla_la_Mancha
912,Ciclo combinado,No-Renovable,2019-01-01,129849.576,0.058907907175132765,7,Castilla_la_Mancha
913,Eólica,Renovable,2019-01-01,1003724.223,0.4553522250847878,7,Castilla_la_Mancha
914,Solar fotovoltaica,Renovable,2019-01-01,115653.651,0.0524677457365991,7,Castilla_la_Mancha
915,Solar térmica,Renovable,2019-01-01,23995.448,0.010885839345441722,7,Castilla_la_Mancha
916,Otras renovables,Renovable,2019-01-01,21393.916,0.009705621355595245,7,Castilla_la_Mancha
917,Cogeneración,No-Renovable,2019-01-01,113614.527,0.051542671269582084,7,Castilla_la_Mancha
918,Generación total,Generación total,2019-01-01,2204280.9230000004,1.0,7,Castilla_la_Mancha
919,Hidráulica,Renovable,2019-01-01,498000.701,0.2107658863438491,8,Castilla_León
920,Turbinación bombeo,No-Renovable,2019-01-01,27854.889,0.011788859648803048,8,Castilla_León
921,Carbón,No-Renovable,2019-01-01,235049.402,0.09947856588884942,8,Castilla_León
922,Eólica,Renovable,2019-01-01,1277136.993,0.5405151233153851,8,Castilla_León
923,Solar fotovoltaica,Renovable,2019-01-01,46466.023,0.019665539632380314,8,Castilla_León
924,Otras renovables,Renovable,2019-01-01,26022.214,0.01101322746599772,8,Castilla_León
925,Cogeneración,No-Renovable,2019-01-01,252284.319,0.10677279770473529,8,Castilla_León
926,Generación total,Generación total,2019-01-01,2362814.541,1.0,8,Castilla_León
927,Hidráulica,Renovable,2019-01-01,254632.493,0.05942222884528801,9,Cataluña
928,Turbinación bombeo,No-Renovable,2019-01-01,4316.877,0.0010074065959483041,9,Cataluña
929,Nuclear,No-Renovable,2019-01-01,2146622.714,0.5009459109203366,9,Cataluña
930,Ciclo combinado,No-Renovable,2019-01-01,865749.671,0.2020353901687433,9,Cataluña
931,Eólica,Renovable,2019-01-01,445534.857,0.10397209688084336,9,Cataluña
932,Solar fotovoltaica,Renovable,2019-01-01,21726.082,0.005070100054023712,9,Cataluña
933,Solar térmica,Renovable,2019-01-01,5874.725,0.0013709532873840049,9,Cataluña
934,Otras renovables,Renovable,2019-01-01,13917.103,0.0032477602115353133,9,Cataluña
935,Cogeneración,No-Renovable,2019-01-01,503862.814,0.11758378158021957,9,Cataluña
936,Residuos no renovables,Renovable,2019-01-01,11810.245,0.002756093980154051,9,Cataluña
937,Residuos renovables,Renovable,2019-01-01,11091.128,0.0025882774755238386,9,Cataluña
938,Generación total,Generación total,2019-01-01,4285138.709,1.0,9,Cataluña
939,Hidráulica,Renovable,2019-01-01,40370.228,0.07340220142195425,10,País_Vasco
940,Ciclo combinado,No-Renovable,2019-01-01,196421.842,0.35713931588781894,10,País_Vasco
941,Eólica,Renovable,2019-01-01,30718.166,0.05585257056375868,10,País_Vasco
942,Solar fotovoltaica,Renovable,2019-01-01,993.825,0.0018069985343697758,10,País_Vasco
