project,type,country,unit,status,capacity,start_year,owner,lat,lng,url
Conca De Barbera wind farm,wind,Spain,,pre-construction,50.0,,,41.4439,1.1885,https://gem.wiki/Conca_De_Barbera_wind_farm
Conesa wind farm,wind,Spain,,operating,28.0,,Gerrsa,41.5062,1.2624,https://gem.wiki/Conesa_wind_farm
Conesa wind farm,wind,Spain,,operating,32.0,,Iberdrola Renovables Energia SA,41.5062,1.2624,https://gem.wiki/Conesa_wind_farm
Conjuro wind farm,wind,Spain,,operating,14.0,,Siroco Capital SCR SA,36.7507,-3.5179,https://gem.wiki/Conjuro_wind_farm
Conjuro wind farm,wind,Spain,,operating,17.0,2006.0,Fomentos de Construcciones y Contratas (FCC),36.736,-3.4132,https://gem.wiki/Conjuro_wind_farm
Conquista De La Sierra wind farm,wind,Spain,,pre-construction,50.0,,Iberdrola Renovables Energia SA,39.3301,-5.7306,https://gem.wiki/Conquista_De_La_Sierra_wind_farm
Contrebia wind farm,wind,Spain,,pre-construction,49.0,,,41.5985,-1.2796,https://gem.wiki/Contrebia_wind_farm
Contrebia wind farm,wind,Spain,,pre-construction,49.0,,,41.4655,-1.0858,https://gem.wiki/Contrebia_wind_farm
Contrebia wind farm,wind,Spain,,pre-construction,49.0,,,41.4655,-1.0858,https://gem.wiki/Contrebia_wind_farm
Corbera wind farm,wind,Spain,,operating,49.0,2010.0,Finerge SA,41.743,-0.295,https://gem.wiki/Corbera_wind_farm
Cordal De Montouto wind farm,wind,Spain,,operating,14.0,2014.0,Naturgy,43.2387,-7.9304,https://gem.wiki/Cordal_De_Montouto_wind_farm
Cordel-Vidural wind farm,wind,Spain,,operating,37.0,2021.0,Iberdrola Renovables Energia SA,43.5391,-6.7234,https://gem.wiki/Cordel-Vidural_wind_farm
Coriscada wind farm,wind,Spain,,operating,24.0,2000.0,Enel Green Power España,43.7138,-7.7209,https://gem.wiki/Coriscada_wind_farm
Corme wind farm,wind,Spain,,retired,18.0,2000.0,EDP Renovables España; DESA - Dobrevê Energia SA,43.2837,-8.9539,https://gem.wiki/Corme_wind_farm
Corme wind farm,wind,Spain,,operating,18.0,2020.0,EDP Renovables España; DESA - Dobrevê Energia SA,43.2837,-8.9539,https://gem.wiki/Corme_wind_farm
Corona Figueras wind farm,wind,Spain,,pre-construction,10.0,,,42.1361,-0.0298,https://gem.wiki/Corona_Figueras_wind_farm
Corpal wind farm,wind,Spain,,pre-construction,156.0,,Capital Energy,41.5526,-2.3663,https://gem.wiki/Corpal_wind_farm
Corporales wind farm,wind,Spain,,announced,54.0,,Capital Energy,42.5624,-6.6033,https://gem.wiki/Corporales_wind_farm
Corral De Molino wind farm,wind,Spain,,pre-construction,30.0,2023.0,Enerfin Resources CO,42.3337,-1.7942,https://gem.wiki/Corral_De_Molino_wind_farm
Corral De Molino wind farm,wind,Spain,,pre-construction,19.0,2023.0,Enerfin Resources CO,42.3337,-1.7942,https://gem.wiki/Corral_De_Molino_wind_farm
Corralnuevo wind farm,wind,Spain,,operating,42.0,2020.0,WPD,40.4294,-3.6841,https://gem.wiki/Corralnuevo_wind_farm
Cortijo De Guerra wind farm,wind,Spain,,operating,41.0,2008.0,Grupo Enhol; Eurotrust,36.4993,-6.074,https://gem.wiki/Cortijo_De_Guerra_wind_farm
Cortijo De Guerra wind farm,wind,Spain,,operating,29.0,2008.0,Grupo Enhol; Eurotrust,36.6865,-6.1361,https://gem.wiki/Cortijo_De_Guerra_wind_farm
Cortijo Iruelas wind farm,wind,Spain,,operating,14.0,2005.0,Acciona Energía,37.3167,-4.0501,https://gem.wiki/Cortijo_Iruelas_wind_farm
Cortijo La Linera wind farm,wind,Spain,,operating,28.0,2008.0,Iberdrola Renovables Energia SA,38.1144,-2.5711,https://gem.wiki/Cortijo_La_Linera_wind_farm
Coruxeiras wind farm,wind,Spain,,operating,50.0,2006.0,Norvento Enerxia,43.4892,-7.6505,https://gem.wiki/Coruxeiras_wind_farm
Corzán wind farm,wind,Spain,,operating,43.0,2007.0,Enel Green Power España,42.9226,-8.8479,https://gem.wiki/Corzán_wind_farm
Coto De Chaos wind farm,wind,Spain,,shelved,34.0,,Greenalia,42.7646,-7.5676,https://gem.wiki/Coto_De_Chaos_wind_farm
Coto De Codesas wind farm,wind,Spain,,operating,17.0,2007.0,Naturgy,42.9917,-8.0143,https://gem.wiki/Coto_De_Codesas_wind_farm
Coto De Codesas wind farm,wind,Spain,,operating,21.0,2007.0,Naturgy,42.989,-8.0242,https://gem.wiki/Coto_De_Codesas_wind_farm
Coto De Frades wind farm,wind,Spain,,construction,15.0,2023.0,Norvento Enerxia,43.3478,-7.1922,https://gem.wiki/Coto_De_Frades_wind_farm
Coto Muiño wind farm,wind,Spain,,pre-construction,19.27,,Greenalia,43.371,-8.3959,https://gem.wiki/Coto_Muiño_wind_farm
Coto Teixido wind farm,wind,Spain,,operating,23.0,2002.0,Enel Green Power España,43.5201,-7.7301,https://gem.wiki/Coto_Teixido_wind_farm
Coucepenido wind farm,wind,Spain,,operating,23.0,1999.0,Enel Green Power España,43.7201,-7.9401,https://gem.wiki/Coucepenido_wind_farm
Couto De San Sebastian wind farm,wind,Spain,,operating,18.0,2007.0,Enel Green Power España,42.696,-8.2465,https://gem.wiki/Couto_De_San_Sebastian_wind_farm
Cova Da Serpe Amplicación wind farm,wind,Spain,,operating,25.0,2012.0,Cerebus Capital Management LP,43.1142,-7.928,https://gem.wiki/Cova_Da_Serpe_Amplicación_wind_farm
Cova Da Serpe wind farm,wind,Spain,,operating,24.0,2009.0,Naturgy,43.0921,-7.9147,https://gem.wiki/Cova_Da_Serpe_wind_farm
Croa wind farm,wind,Spain,,operating,10.0,2021.0,Greenalia,43.014,-9.051,https://gem.wiki/Croa_wind_farm
Cronos wind farm,wind,Spain,,pre-construction,20.0,,Enel Green Power España,42.3733,2.9206,https://gem.wiki/Cronos_wind_farm
Cruz De Carrutero wind farm,wind,Spain,,operating,40.0,2011.0,Iberdrola Renovables Energia SA,42.2505,-4.7189,https://gem.wiki/Cruz_De_Carrutero_wind_farm
Cruz wind farm,wind,Spain,,operating,40.0,2003.0,Iberdrola Renovables Energia SA,39.858,-1.5798,https://gem.wiki/Cruz_wind_farm
Cruz wind farm,wind,Spain,,operating,26.0,2003.0,Iberdrola Renovables Energia SA,39.858,-1.5798,https://gem.wiki/Cruz_wind_farm
Cuesta Colorada wind farm,wind,Spain,,operating,50.0,2003.0,Iberdrola Renovables Energia SA,39.4663,-2.2057,https://gem.wiki/Cuesta_Colorada_wind_farm
Cuesta Mañera wind farm,wind,Spain,,operating,50.0,2008.0,Renovalia Energy Group,41.9161,-4.7803,https://gem.wiki/Cuesta_Mañera_wind_farm
Cuesta Mayor wind farm,wind,Spain,,pre-construction,35.0,,,43.061,-4.0834,https://gem.wiki/Cuesta_Mayor_wind_farm
Cueva Dorada wind farm,wind,Spain,,operating,20.0,2003.0,Acciona Energía [50%],37.1701,-4.1501,https://gem.wiki/Cueva_Dorada_wind_farm
Cuevas Del Velasco wind farm,wind,Spain,,operating,105.0,2022.0,Azora Capital,40.0086,-2.5734,https://gem.wiki/Cuevas_Del_Velasco_wind_farm
Curiscao wind farm,wind,Spain,,operating,43.0,2007.0,EDP Renovables España,43.4712,-6.309,https://gem.wiki/Curiscao_wind_farm
Dehesa Del Coscojar wind farm,wind,Spain,,operating,15.0,2000.0,Grupo Jorge,41.712,-1.264,https://gem.wiki/Dehesa_Del_Coscojar_wind_farm
Dehesa Virginia wind farm,wind,Spain,,operating,30.0,2007.0,Acciona Energía,39.068,-1.343,https://gem.wiki/Dehesa_Virginia_wind_farm
Dehesilla wind farm,wind,Spain,,operating,47.0,,Inversiones Empresariales Vapat SL,41.914,-4.7801,https://gem.wiki/Dehesilla_wind_farm
Dehesilla wind farm,wind,Spain,,operating,47.0,2011.0,Inversiones Empresariales Vapat SL,41.914,-4.7801,https://gem.wiki/Dehesilla_wind_farm
Derramador wind farm,wind,Spain,,operating,50.0,2022.0,Elawan Energy,38.921,-1.7247,https://gem.wiki/Derramador_wind_farm
Desaguila wind farm,wind,Spain,,cancelled,20.0,,,41.7323,-1.3139,https://gem.wiki/Desaguila_wind_farm
Deva wind farm,wind,Spain,,operating,40.0,2003.0,Acciona Energía,42.2656,-8.2704,https://gem.wiki/Deva_wind_farm
Dian wind farm,wind,Spain,,construction,50.0,2023.0,Forestalia,41.3787,-0.7639,https://gem.wiki/Dian_wind_farm
Diana wind farm,wind,Spain,,pre-construction,96.0,,Capital Energy,41.3787,-0.7639,https://gem.wiki/Diana_wind_farm
Do Vilan wind farm,wind,Spain,,operating,16.9,,Enel Green Power,43.153,-9.2045,https://gem.wiki/Do_Vilan_wind_farm
Do Vilán wind farm,wind,Spain,,operating,17.0,2003.0,Enel Green Power España,43.1492,-9.1899,https://gem.wiki/Do_Vilán_wind_farm
Dólar wind farm,wind,Spain,,operating,50.0,2006.0,Iberdrola Renovables Energia SA,37.1766,-2.9502,https://gem.wiki/Dólar_wind_farm
Dólar wind farm,wind,Spain,,operating,50.0,2006.0,Iberdrola Renovables Energia SA,37.1766,-2.9502,https://gem.wiki/Dólar_wind_farm
Doña Benita Cuéllar wind farm,wind,Spain,,operating,32.0,2008.0,Iberdrola Renovables Energia SA,36.5892,-5.9911,https://gem.wiki/Doña_Benita_Cuéllar_wind_farm
Dos Pueblos wind farm,wind,Spain,,operating,20.0,2008.0,Iberdrola Renovables Energia SA,41.2801,-2.9401,https://gem.wiki/Dos_Pueblos_wind_farm
Dunas wind farm,wind,Spain,,pre-construction,50.0,2025.0,Greenalia,27.8701,-15.3394,https://gem.wiki/Dunas_wind_farm
Echagüe wind farm,wind,Spain,,operating,24.0,1999.0,Acciona Energía,42.6705,-1.5968,https://gem.wiki/Echagüe_wind_farm
Eco wind farm,wind,Spain,,announced,72.0,,Capital Energy,42.5624,-6.6033,https://gem.wiki/Eco_wind_farm
Ecovent wind farm,wind,Spain,,operating,48.0,,Eyra; ACS Group,40.8621,0.6124,https://gem.wiki/Ecovent_wind_farm
EEE repotenciado wind farm,wind,Spain,,operating,32.0,2008.0,Enel Green Power España,36.0128,-5.6049,https://gem.wiki/EEE_repotenciado_wind_farm
El Abra wind farm,wind,Spain,,operating,10.0,2006.0,Acciona Energía,43.3748,-3.0889,https://gem.wiki/El_Abra_wind_farm
El Acebo wind farm,wind,Spain,,operating,18.0,2004.0,EDP Renovables España,43.1482,-6.9578,https://gem.wiki/El_Acebo_wind_farm
El Aguallal wind farm,wind,Spain,,operating,12.0,2001.0,Acciona Energía,42.0573,-6.9765,https://gem.wiki/El_Aguallal_wind_farm
El Aguallal wind farm,wind,Spain,,operating,23.0,2002.0,Acciona Energía,42.0501,-6.9601,https://gem.wiki/El_Aguallal_wind_farm
El Águila wind farm,wind,Spain,,operating,20.0,2001.0,Grupo Jorge,41.729,-1.299,https://gem.wiki/El_Águila_wind_farm
El Águila wind farm,wind,Spain,,operating,32.0,2019.0,Grupo Jorge,41.729,-1.252,https://gem.wiki/El_Águila_wind_farm
El Álamo wind farm,wind,Spain,,operating,36.0,,,37.0454,-4.8615,https://gem.wiki/El_Álamo_wind_farm
El Almedro wind farm,wind,Spain,,pre-construction,44.0,,Suzlon Energy LTD,37.506,-7.2701,https://gem.wiki/El_Almedro_wind_farm
El Bailador wind farm,wind,Spain,,pre-construction,49.0,,Forestalia,40.7519,-0.5964,https://gem.wiki/El_Bailador_wind_farm
El Balsón wind farm,wind,Spain,,operating,30.0,,Brial Group,42.041,-0.821,https://gem.wiki/El_Balsón_wind_farm
El Bancal wind farm,wind,Spain,,operating,21.0,2007.0,RWE Innogy Aersa SAU,36.0139,-5.6069,https://gem.wiki/El_Bancal_wind_farm
El Barroso wind farm,wind,Spain,,pre-construction,23.0,,Capital Energy,36.6817,-6.1377,https://gem.wiki/El_Barroso_wind_farm
El Bayo wind farm,wind,Spain,,operating,50.0,2003.0,Grupo SAMCA,41.781,-1.2801,https://gem.wiki/El_Bayo_wind_farm
El Cabezo wind farm,wind,Spain,,operating,49.0,,Copenhagen Infrastructure Partners (CIP),41.564,-1.037,https://gem.wiki/El_Cabezo_wind_farm
El Calvari wind farm,wind,Spain,,pre-construction,30.0,,,41.1625,0.4735,https://gem.wiki/El_Calvari_wind_farm
El Camino wind farm,wind,Spain,,pre-construction,23.0,,Acciona Energía,42.6087,-2.3494,https://gem.wiki/El_Camino_wind_farm
El Campillo wind farm,wind,Spain,,pre-construction,50.0,,,41.3787,-0.7639,https://gem.wiki/El_Campillo_wind_farm
El Campo wind farm (Spain),wind,Spain,,operating,20.0,2019.0,Enel Green Power España,41.911,-1.5001,https://gem.wiki/El_Campo_wind_farm_(Spain)
El Candal wind farm,wind,Spain,,operating,38.0,2012.0,Iberdrola Renovables Energia SA,43.3983,-6.9301,https://gem.wiki/El_Candal_wind_farm
El Canto wind farm,wind,Spain,,operating,15.0,2000.0,Acciona Energía,41.0845,-3.8599,https://gem.wiki/El_Canto_wind_farm
El Carbajal wind farm,wind,Spain,,pre-construction,50.0,,Windvision,41.2592,-6.0739,https://gem.wiki/El_Carbajal_wind_farm
El Carche wind farm,wind,Spain,,cancelled,25.0,,,38.4545,-1.214,https://gem.wiki/El_Carche_wind_farm
El Carrascal wind farm,wind,Spain,,operating,50.0,,Fomentos de Construcciones y Contratas (FCC),37.3401,-2.4701,https://gem.wiki/El_Carrascal_wind_farm
El Carrascal wind farm,wind,Spain,,operating,28.0,,Fomentos de Construcciones y Contratas (FCC),37.3401,-2.4701,https://gem.wiki/El_Carrascal_wind_farm
El Carril wind farm,wind,Spain,,operating,28.0,2008.0,Iberdrola Renovables Energia SA,42.2884,-4.1406,https://gem.wiki/El_Carril_wind_farm
El Castillo wind farm,wind,Spain,,pre-construction,25.0,,EDP Renováveis,41.1147,-1.0889,https://gem.wiki/El_Castillo_wind_farm
El Castre wind farm,wind,Spain,,operating,27.0,2008.0,,41.9726,-4.7533,https://gem.wiki/El_Castre_wind_farm
El Cayo wind farm,wind,Spain,,operating,25.0,2005.0,Endesa,41.992,-2.3283,https://gem.wiki/El_Cayo_wind_farm
El Centenar wind farm,wind,Spain,,operating,40.0,2009.0,Iberdrola Renovables Energia SA,36.539,-5.3868,https://gem.wiki/El_Centenar_wind_farm
El Cerrato wind farm,wind,Spain,,pre-construction,50.0,,Estudios y Proyectos Pradamap SL,41.8664,-2.8997,https://gem.wiki/El_Cerrato_wind_farm
El Cerro wind farm,wind,Spain,,operating,20.0,2001.0,Acciona Energía,40.3167,-5.9167,https://gem.wiki/El_Cerro_wind_farm
El Cerro wind farm,wind,Spain,,operating,10.0,2002.0,Acciona Energía,42.9001,-3.6901,https://gem.wiki/El_Cerro_wind_farm
El Chaparro wind farm,wind,Spain,,operating,16.0,2011.0,Acciona Energía,41.0139,-2.5058,https://gem.wiki/El_Chaparro_wind_farm
El Colmenar wind farm,wind,Spain,,operating,28.0,2007.0,Saeta Yield SA,39.9667,-0.2501,https://gem.wiki/El_Colmenar_wind_farm
El Coscojar wind farm,wind,Spain,,operating,50.0,2019.0,Grupo Jorge,41.708,-1.249,https://gem.wiki/El_Coscojar_wind_farm
El Coterejón wind farm,wind,Spain,,operating,18.0,2009.0,Energaas Renovables del Bierzo (ERBI); Exus Partners,40.4532,-4.4647,https://gem.wiki/El_Coterejón_wind_farm
El Coto wind farm,wind,Spain,,operating,20.0,,,41.3787,-0.7639,https://gem.wiki/El_Coto_wind_farm
El Cuadrón wind farm,wind,Spain,,operating,22.0,2007.0,Acciona Energía,41.9601,-4.2601,https://gem.wiki/El_Cuadrón_wind_farm
El Cubo wind farm,wind,Spain,,pre-construction,20.0,,,40.7764,-0.8685,https://gem.wiki/El_Cubo_wind_farm
El Escepar wind farm,wind,Spain,,operating,36.0,2007.0,Acciona Energía,40.3789,-2.6263,https://gem.wiki/El_Escepar_wind_farm
El Escuchadero wind farm,wind,Spain,,cancelled,38.0,,Iberdrola Renovables Energia SA,43.3983,-3.7389,https://gem.wiki/El_Escuchadero_wind_farm
El Fonollar wind farm,wind,Spain,,pre-construction,37.0,,,42.3893,2.9994,https://gem.wiki/El_Fonollar_wind_farm
El Fortín wind farm,wind,Spain,,pre-construction,50.0,,,41.4249,-0.4976,https://gem.wiki/El_Fortín_wind_farm
El Gallego wind farm,wind,Spain,,operating,24.0,2005.0,Acciona Energía,36.0101,-5.6001,https://gem.wiki/El_Gallego_wind_farm
El Gallo wind farm,wind,Spain,,operating,49.0,2012.0,Inversiones Empresariales Vapat SL,42.2271,-4.0079,https://gem.wiki/El_Gallo_wind_farm
El Gramal wind farm,wind,Spain,,operating,37.0,2005.0,EDP Renovables España,39.0601,-1.8301,https://gem.wiki/El_Gramal_wind_farm
El Granado wind farm,wind,Spain,,operating,14.0,2003.0,Acciona Energía,41.0983,-2.5741,https://gem.wiki/El_Granado_wind_farm
El Hierro Hidroeólico wind farm,wind,Spain,,operating,12.0,2014.0,Cabildo Insular [60%]; Endesa [30%]; ITC LTD [10%],37.1392,-3.6705,https://gem.wiki/El_Hierro_Hidroeólico_wind_farm
El Hierro wind farm,wind,Spain,,operating,22.0,2008.0,Naturgy,41.6901,-5.9801,https://gem.wiki/El_Hierro_wind_farm
El Hierro wind farm,wind,Spain,,operating,43.0,2019.0,Naturgy,41.696,-6.0218,https://gem.wiki/El_Hierro_wind_farm
El Llano wind farm (Spain),wind,Spain,,operating,50.0,,Grupo SAMCA,41.725,-1.3601,https://gem.wiki/El_Llano_wind_farm_(Spain)
El Marquesado wind farm,wind,Spain,,operating,24.0,2019.0,Viesgo Renovables SL,36.5762,-6.1518,https://gem.wiki/El_Marquesado_wind_farm
El Montecillo wind farm,wind,Spain,,construction,30.0,2023.0,Enerfin Resources CO,42.3337,-1.7942,https://gem.wiki/El_Montecillo_wind_farm
El Moral wind farm,wind,Spain,,operating,40.0,2007.0,Eolia Renovables SA (EOLIASUR) [75%]; Grupo Iberólica Renovables,38.8398,-3.5933,https://gem.wiki/El_Moral_wind_farm
El Moralejo wind farm,wind,Spain,,operating,12.0,2006.0,Eolia Renovables SA (EOLIASUR),39.0054,-1.3701,https://gem.wiki/El_Moralejo_wind_farm
El Mulatón wind farm,wind,Spain,,operating,38.0,2009.0,Acciona Energía,39.0597,-1.0572,https://gem.wiki/El_Mulatón_wind_farm
El Navazo wind farm,wind,Spain,,operating,30.0,2003.0,Iberdrola Renovables Energia SA,42.2501,-4.2001,https://gem.wiki/El_Navazo_wind_farm
El Negredo wind farm,wind,Spain,,operating,18.0,2007.0,Eolia Renovables SA (EOLIASUR),42.5869,-3.736,https://gem.wiki/El_Negredo_wind_farm
El Nogal wind farm (Spain),wind,Spain,,operating,24.0,2010.0,Ventient Energy,42.3035,-3.6349,https://gem.wiki/El_Nogal_wind_farm_(Spain)
El Oliado wind farm,wind,Spain,,pre-construction,16.0,,Mtorres,42.5876,-1.7644,https://gem.wiki/El_Oliado_wind_farm
El Olivillo wind farm,wind,Spain,,operating,26.0,2008.0,Aldesa Group,36.8099,-6.2006,https://gem.wiki/El_Olivillo_wind_farm
El Pandero wind farm,wind,Spain,,operating,20.0,2007.0,Acciona Energía,36.0101,-5.6001,https://gem.wiki/El_Pandero_wind_farm
El Páramo wind farm,wind,Spain,,operating,24.0,,,42.4098,-3.7632,https://gem.wiki/El_Páramo_wind_farm
El Patrón wind farm,wind,Spain,,pre-construction,30.0,,,36.1854,-5.4934,https://gem.wiki/El_Patrón_wind_farm
El Pedrón wind farm,wind,Spain,,operating,50.0,2008.0,EDP Renovables España,42.4445,-6.2454,https://gem.wiki/El_Pedrón_wind_farm
El Peralejo wind farm,wind,Spain,,operating,20.0,2007.0,Acciona Energía,40.3514,-2.6096,https://gem.wiki/El_Peralejo_wind_farm
El Perdón wind farm,wind,Spain,,operating,20.0,1994.0,Acciona Energía,42.7301,-1.7401,https://gem.wiki/El_Perdón_wind_farm
El Perul wind farm,wind,Spain,,operating,50.0,2005.0,Exus Partners,42.5778,-3.8666,https://gem.wiki/El_Perul_wind_farm
El Pical wind farm,wind,Spain,,operating,20.0,2001.0,Acciona Energía,42.9101,-4.2701,https://gem.wiki/El_Pical_wind_farm
El Pilar wind farm,wind,Spain,,operating,15.0,1997.0,Corporación Eólica de Zaragoza,41.627,-1.141,https://gem.wiki/El_Pilar_wind_farm
El Pino wind farm,wind,Spain,,operating,24.0,2006.0,Eolia Renovables SA (EOLIASUR); URIEL Renewables INC,36.1848,-5.4921,https://gem.wiki/El_Pino_wind_farm
El Poleo wind farm,wind,Spain,,operating,49.0,2019.0,WPD,41.7728,-5.0407,https://gem.wiki/El_Poleo_wind_farm
El Portillo 2 wind farm,wind,Spain,,operating,45.0,,Copenhagen Infrastructure Partners (CIP),41.558,-1.078,https://gem.wiki/El_Portillo_2_wind_farm
El Portillo 2 wind farm,wind,Spain,,operating,38.0,,Copenhagen Infrastructure Partners (CIP),41.551,-1.058,https://gem.wiki/El_Portillo_2_wind_farm
El Pradillo wind farm,wind,Spain,,operating,23.0,2020.0,Iberdrola Renovables Energia SA,41.877,-1.497,https://gem.wiki/El_Pradillo_wind_farm
El Puerto wind farm,wind,Spain,,operating,25.0,2002.0,Enel Green Power España,40.767,-0.805,https://gem.wiki/El_Puerto_wind_farm
El Pulpal wind farm,wind,Spain,,operating,17.0,2000.0,Acciona Energía,41.7701,-2.0301,https://gem.wiki/El_Pulpal_wind_farm
El Puntal wind farm,wind,Spain,,operating,26.0,2011.0,Enel Green Power España [50%],37.1698,-4.8464,https://gem.wiki/El_Puntal_wind_farm
El Puntal wind farm,wind,Spain,,operating,15.0,2022.0,Iberdrola Renovables Energia SA,37.1244,-4.8686,https://gem.wiki/El_Puntal_wind_farm
El Quebrajo wind farm,wind,Spain,,cancelled,24.0,,,38.4742,-5.5645,https://gem.wiki/El_Quebrajo_wind_farm
El Redondal wind farm,wind,Spain,,operating,31.0,2004.0,Fomentos de Construcciones y Contratas (FCC),42.5794,-6.4684,https://gem.wiki/El_Redondal_wind_farm
El Relumbrar wind farm,wind,Spain,,operating,40.0,2009.0,Acciona Energía,38.9597,-1.2309,https://gem.wiki/El_Relumbrar_wind_farm
El Romeral wind farm,wind,Spain,,operating,14.0,,Iberdrola Renovables Energia SA,38.9186,-1.7228,https://gem.wiki/El_Romeral_wind_farm
El Ruedo wind farm,wind,Spain,,operating,16.0,2004.0,Acciona Energía,36.0101,-5.6001,https://gem.wiki/El_Ruedo_wind_farm
El Sardón wind farm,wind,Spain,,operating,26.0,2006.0,Fomentos de Construcciones y Contratas (FCC),36.7702,-2.9543,https://gem.wiki/El_Sardón_wind_farm
El Saso wind farm,wind,Spain,,operating,18.0,,Mirova Eurofideme,41.249,-0.963,https://gem.wiki/El_Saso_wind_farm
El Saso wind farm,wind,Spain,,operating,10.0,,Mirova Eurofideme,41.264,-1.024,https://gem.wiki/El_Saso_wind_farm
El Saucito wind farm,wind,Spain,,operating,30.0,2009.0,Iberdrola Renovables Energia SA,37.5802,-7.1459,https://gem.wiki/El_Saucito_wind_farm
El Sauco wind farm,wind,Spain,,cancelled,45.0,,,37.8089,-2.5418,https://gem.wiki/El_Sauco_wind_farm
El Segredal wind farm,wind,Spain,,operating,36.0,2012.0,Iberdrola Renovables Energia SA,43.4213,-6.6653,https://gem.wiki/El_Segredal_wind_farm
El Sequet wind farm,wind,Spain,,pre-construction,50.0,,Enel Green Power España,41.0943,0.3141,https://gem.wiki/El_Sequet_wind_farm
El Sombrío wind farm,wind,Spain,,operating,28.0,2008.0,Iberdrola Renovables Energia SA,42.4301,-3.7301,https://gem.wiki/El_Sombrío_wind_farm
El Sotillo wind farm,wind,Spain,,operating,15.0,2018.0,Villar Mir Energía (VME),41.641,-1.3501,https://gem.wiki/El_Sotillo_wind_farm
El Tablado wind farm,wind,Spain,,operating,20.0,2003.0,Iberdrola Renovables Energia SA,41.693,-1.8344,https://gem.wiki/El_Tablado_wind_farm
El Teruelo wind farm,wind,Spain,,operating,43.0,2003.0,Iberdrola Renovables Energia SA,42.2201,-4.2701,https://gem.wiki/El_Teruelo_wind_farm
El Tesorillo wind farm,wind,Spain,,operating,26.0,2019.0,Naturgy,36.3652,-5.3548,https://gem.wiki/El_Tesorillo_wind_farm
El Tollo wind farm,wind,Spain,,pre-construction,50.0,,Grupo SAMCA,41.6296,-1.301,https://gem.wiki/El_Tollo_wind_farm
El Toranzo wind farm,wind,Spain,,operating,18.0,2001.0,Ecowind Energy,41.7183,-1.9172,https://gem.wiki/El_Toranzo_wind_farm
El Valle Valdenavarro wind farm,wind,Spain,,operating,49.0,2020.0,Eolia Renovables SA (EOLIASUR),41.9235,-1.4207,https://gem.wiki/El_Valle_Valdenavarro_wind_farm
El Vallito wind farm,wind,Spain,,pre-construction,13.0,,Iberdrola Renovables Energia SA,37.1392,-3.6705,https://gem.wiki/El_Vallito_wind_farm
El Ventador wind farm,wind,Spain,,pre-construction,30.0,,,42.3733,2.9206,https://gem.wiki/El_Ventador_wind_farm
El Viudo wind farm,wind,Spain,,operating,40.0,2012.0,Saeta Yield SA,39.9413,-0.9212,https://gem.wiki/El_Viudo_wind_farm
El Viudo wind farm,wind,Spain,,operating,26.0,2012.0,Saeta Yield SA,39.9296,-0.9264,https://gem.wiki/El_Viudo_wind_farm
El Zumaquero wind farm,wind,Spain,,pre-construction,50.0,,WPD AG,41.8664,-2.8997,https://gem.wiki/El_Zumaquero_wind_farm
Electra wind farm (Spain),wind,Spain,,construction,50.0,2023.0,Forestalia,41.3787,-0.7639,https://gem.wiki/Electra_wind_farm_(Spain)
Elgea wind farm,wind,Spain,,operating,24.0,2000.0,Iberdrola Renovables Energia SA,42.9625,-2.4892,https://gem.wiki/Elgea_wind_farm
Elgea-Urkilla wind farm,wind,Spain,,operating,32.0,2003.0,Iberdrola Renovables Energia SA,42.9575,-2.4458,https://gem.wiki/Elgea-Urkilla_wind_farm
Els Escambrons wind farm,wind,Spain,,operating,48.0,2012.0,Acciona Energía; Audax Renovables [76%],41.2871,0.4276,https://gem.wiki/Els_Escambrons_wind_farm
Els Estanys wind farm,wind,Spain,,pre-construction,30.0,,,42.3733,2.9206,https://gem.wiki/Els_Estanys_wind_farm
Els Gorgs wind farm,wind,Spain,,pre-construction,50.0,,,41.4239,0.9403,https://gem.wiki/Els_Gorgs_wind_farm
Els Pessells wind farm,wind,Spain,,operating,47.0,,Audax Renovables [70%],41.1925,1.5915,https://gem.wiki/Els_Pessells_wind_farm
Els Plans wind farm,wind,Spain,,construction,66.0,2023.0,Green Capital Energy,41.5321,1.3884,https://gem.wiki/Els_Plans_wind_farm
Empedrats wind farm,wind,Spain,,pre-construction,28.0,,EDP Renovables España,40.9741,0.5173,https://gem.wiki/Empedrats_wind_farm
Encina wind farm,wind,Spain,,pre-construction,48.0,,,41.9617,-4.3416,https://gem.wiki/Encina_wind_farm
Encinedo wind farm,wind,Spain,,operating,30.0,2007.0,Acciona Energía,41.9601,-4.2601,https://gem.wiki/Encinedo_wind_farm
Encinillas wind farm,wind,Spain,,operating,23.0,2020.0,Iberdrola Renovables Energia SA,42.1529,-4.6922,https://gem.wiki/Encinillas_wind_farm
Eneriz-Tirapu wind farm,wind,Spain,,pre-construction,34.0,,,42.6808,-1.7851,https://gem.wiki/Eneriz-Tirapu_wind_farm
Enix wind farm,wind,Spain,,operating,13.0,1997.0,Enel Green Power España,36.8773,-2.6018,https://gem.wiki/Enix_wind_farm
Entalto wind farm,wind,Spain,,pre-construction,84.0,,,40.6005,-0.9229,https://gem.wiki/Entalto_wind_farm
Entredicho wind farm,wind,Spain,,operating,36.0,2003.0,Iberdrola Renovables Energia SA,41.324,-0.934,https://gem.wiki/Entredicho_wind_farm
Epona wind farm,wind,Spain,,construction,50.0,2023.0,Forestalia,41.3787,-0.7639,https://gem.wiki/Epona_wind_farm
