project,type,country,unit,status,capacity,start_year,owner,lat,lng,url
Nobesol solar farm,solar,Spain,,operating,60.0,2008.0,Entoria Energy PTE LTD,39.625,-2.0884,https://gem.wiki/Nobesol_solar_farm
Noguera solar farm,solar,Spain,,pre-construction,60.9,,,40.4325,-3.6799,https://gem.wiki/Noguera_solar_farm
Nortada solar farm,solar,Spain,,pre-construction,70.0,,,40.4325,-3.6799,https://gem.wiki/Nortada_solar_farm
Noviercas solar farm,solar,Spain,,pre-construction,220.0,,,41.77,-4.2093,https://gem.wiki/Noviercas_solar_farm
Nuza solar farm,solar,Spain,,pre-construction,62.5,,Tejo Solar,36.4327,-5.4519,https://gem.wiki/Nuza_solar_farm
Núñez De Balboa solar farm,solar,Spain,,operating,500.0,2020.0,Iberdrola SA,38.4533,-6.226,https://gem.wiki/Núñez_De_Balboa_solar_farm
Obenque solar farm,solar,Spain,,pre-construction,62.5,,Ignis Energia,40.5169,-3.1261,https://gem.wiki/Obenque_solar_farm
Obenque solar farm,solar,Spain,,pre-construction,100.0,,Ignis Energia,40.5169,-3.1261,https://gem.wiki/Obenque_solar_farm
Ocaña solar farm,solar,Spain,,pre-construction,50.0,,Naturgy,39.5688,-2.9442,https://gem.wiki/Ocaña_solar_farm
Ojeador (Grupo Ignis) solar farm,solar,Spain,,pre-construction,65.0,,Ignis Energia,40.5718,-3.2918,https://gem.wiki/Ojeador_(Grupo_Ignis)_solar_farm
Ojeador (Total Energies) solar farm,solar,Spain,,pre-construction,45.5,,Total Energies SE,40.2033,-3.8764,https://gem.wiki/Ojeador_(Total_Energies)_solar_farm
Ojeador (Total Energies) solar farm,solar,Spain,,pre-construction,45.5,,Total Energies SE,40.2033,-3.8764,https://gem.wiki/Ojeador_(Total_Energies)_solar_farm
Ojeador solar farm,solar,Spain,,pre-construction,45.5,,,39.6111,-2.7904,https://gem.wiki/Ojeador_solar_farm
Ojeador solar farm,solar,Spain,,pre-construction,50.0,,,39.6111,-2.7904,https://gem.wiki/Ojeador_solar_farm
Oliva solar farm,solar,Spain,,pre-construction,49.9,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm
Oliva solar farm,solar,Spain,,pre-construction,49.9,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm
Oliva solar farm,solar,Spain,,pre-construction,24.9,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm
Oliva solar farm,solar,Spain,,pre-construction,24.9,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm
Oliva solar farm,solar,Spain,,pre-construction,24.9,,Solaria Energía y Medio Ambiente SA,40.4159,-3.7043,https://gem.wiki/Oliva_solar_farm
Olivares solar farm,solar,Spain,,operating,49.9,2022.0,Matrix Renewables,37.7983,-3.7983,https://gem.wiki/Olivares_solar_farm
Olivenza solar farm,solar,Spain,,operating,50.0,2012.0,Grupo Ibereólica Renovables,38.7548,-7.1439,https://gem.wiki/Olivenza_solar_farm
Olmedilla Hive solar farm,solar,Spain,,operating,169.0,2022.0,Hive Energy,39.6143,-2.1039,https://gem.wiki/Olmedilla_Hive_solar_farm
Olmedilla solar farm,solar,Spain,,operating,42.0,2022.0,Iberdrola SA,39.6153,-2.1077,https://gem.wiki/Olmedilla_solar_farm
Olmedo solar farm,solar,Spain,,pre-construction,168.0,,Opdenergy,41.2916,-4.6943,https://gem.wiki/Olmedo_solar_farm
Orellana CSP solar farm,solar,Spain,,operating,49.9,2012.0,Acciona,38.992,-5.549,https://gem.wiki/Orellana_CSP_solar_farm
Oriol solar farm,solar,Spain,,pre-construction,273.3,,Iberdrola SA,39.8221,-6.7734,https://gem.wiki/Oriol_solar_farm
Oriolus solar farm,solar,Spain,,pre-construction,390.0,,,38.791,-5.6362,https://gem.wiki/Oriolus_solar_farm
Orla solar farm,solar,Spain,,pre-construction,62.5,,,37.6087,-4.6016,https://gem.wiki/Orla_solar_farm
Orla solar farm,solar,Spain,,pre-construction,62.5,,,37.6087,-4.6016,https://gem.wiki/Orla_solar_farm
Oropesa solar farm,solar,Spain,,pre-construction,300.0,,,39.6111,-2.7904,https://gem.wiki/Oropesa_solar_farm
Osa De La Vega solar farm,solar,Spain,,operating,30.0,2008.0,Brookfield Renewable Partners; KKR,39.6506,-2.8001,https://gem.wiki/Osa_De_La_Vega_solar_farm
Otero solar farm,solar,Spain,,pre-construction,505.0,,Iberdrola SA,40.9796,-4.3668,https://gem.wiki/Otero_solar_farm
PS-20 CSP solar farm,solar,Spain,,operating,20.0,2009.0,Abengoa,37.4401,-6.2601,https://gem.wiki/PS-20_CSP_solar_farm
PSF Ayora solar farm,solar,Spain,,pre-construction,200.0,,Iberdrola SA,39.2313,-1.0535,https://gem.wiki/PSF_Ayora_solar_farm
Palabra solar farm,solar,Spain,,operating,49.8,,,41.2874,-0.324,https://gem.wiki/Palabra_solar_farm
Palacios Del Arzobispo solar farm,solar,Spain,,operating,30.0,2019.0,Solaria Energía y Medio Ambiente SA,41.1631,-5.8912,https://gem.wiki/Palacios_Del_Arzobispo_solar_farm
Palencia (Euder Energy) solar farm,solar,Spain,,announced,45.0,,Euder Energy SL,42.5943,-4.3382,https://gem.wiki/Palencia_(Euder_Energy)_solar_farm
Palencia (Euder Energy) solar farm,solar,Spain,,announced,45.0,,Euder Energy SL,42.5943,-4.3382,https://gem.wiki/Palencia_(Euder_Energy)_solar_farm
Palma del Río 1 CSP solar farm,solar,Spain,,operating,49.9,2011.0,,37.645,-5.258,https://gem.wiki/Palma_del_Río_1_CSP_solar_farm
Palma del Río 2 CSP solar farm,solar,Spain,,operating,50.0,2010.0,Acciona,37.645,-5.258,https://gem.wiki/Palma_del_Río_2_CSP_solar_farm
Palma del Río PV solar farm,solar,Spain,,operating,50.0,2019.0,Abei Energy; Engie SA,37.6337,-5.2733,https://gem.wiki/Palma_del_Río_PV_solar_farm
Parcas solar farm,solar,Spain,,operating,40.0,2019.0,X-Elio,36.9787,-2.157,https://gem.wiki/Parcas_solar_farm
Parla solar farm,solar,Spain,,announced,280.0,,Solaria Energía y Medio Ambiente SA,39.6209,-4.4892,https://gem.wiki/Parla_solar_farm
Parrilla solar farm,solar,Spain,,pre-construction,270.0,,,37.6087,-4.6016,https://gem.wiki/Parrilla_solar_farm
Parrilla solar farm,solar,Spain,,pre-construction,121.6,,,37.6087,-4.6016,https://gem.wiki/Parrilla_solar_farm
Pañol solar farm,solar,Spain,,pre-construction,100.0,,Ignis Energia,40.5718,-3.2918,https://gem.wiki/Pañol_solar_farm
Pedroso solar farm,solar,Spain,,operating,30.9,,,37.6568,-5.5269,https://gem.wiki/Pedroso_solar_farm
Peralta solar farm,solar,Spain,,pre-construction,370.0,,Iberdrola,42.3358,-1.8117,https://gem.wiki/Peralta_solar_farm
Perdiguero solar farm,solar,Spain,,pre-construction,100.0,,Ignis Energia,39.8615,-4.0281,https://gem.wiki/Perdiguero_solar_farm
Perogordo CSF solar farm,solar,Spain,,operating,45.1,2019.0,China Three Gorges CORP (CTG),40.9292,-4.1586,https://gem.wiki/Perogordo_CSF_solar_farm
Perseo Fotón solar farm,solar,Spain,,operating,45.0,2021.0,Repsol,39.0048,-3.3892,https://gem.wiki/Perseo_Fotón_solar_farm
Perseo Fotón solar farm,solar,Spain,,operating,45.0,2021.0,Repsol,39.0048,-3.3892,https://gem.wiki/Perseo_Fotón_solar_farm
Perseo Fotón solar farm,solar,Spain,,construction,36.0,2024.0,Repsol,39.0048,-3.3892,https://gem.wiki/Perseo_Fotón_solar_farm
Pezuelas de las Torres solar farm,solar,Spain,,pre-construction,135.0,,,40.4325,-3.6799,https://gem.wiki/Pezuelas_de_las_Torres_solar_farm
Peñaflor (EDPR) solar farm,solar,Spain,,construction,100.0,2023.0,EDP Renewables,41.7101,-4.8338,https://gem.wiki/Peñaflor_(EDPR)_solar_farm
Peñaflor (Iberdrola) solar farm,solar,Spain,,pre-construction,136.5,,Iberdrola SA,41.6791,-0.6937,https://gem.wiki/Peñaflor_(Iberdrola)_solar_farm
Peñaflor 2 solar farm,solar,Spain,,operating,41.2,,,41.2796,-0.5516,https://gem.wiki/Peñaflor_2_solar_farm
Peñalba solar farm,solar,Spain,,pre-construction,44.0,,Libienergy Energías SL,41.5325,0.3532,https://gem.wiki/Peñalba_solar_farm
Peñalba solar farm,solar,Spain,,pre-construction,43.5,,Libienergy Energías SL,41.5325,0.3532,https://gem.wiki/Peñalba_solar_farm
Peñarrubia solar farm,solar,Spain,,construction,50.0,,Iberdrola SA,43.2591,-4.5842,https://gem.wiki/Peñarrubia_solar_farm
Peñuela Alcántara solar farm,solar,Spain,,pre-construction,434.0,,,37.6087,-4.6016,https://gem.wiki/Peñuela_Alcántara_solar_farm
Picual solar farm,solar,Spain,,pre-construction,193.1,,,37.6087,-4.6016,https://gem.wiki/Picual_solar_farm
Picón solar farm,solar,Spain,,operating,50.0,2019.0,Naturgy,39.0301,-4.0201,https://gem.wiki/Picón_solar_farm
Picón solar farm,solar,Spain,,operating,50.0,2019.0,Naturgy,39.0301,-4.0201,https://gem.wiki/Picón_solar_farm
Picón solar farm,solar,Spain,,operating,50.0,2019.0,Naturgy,39.0301,-4.0201,https://gem.wiki/Picón_solar_farm
Pinatar solar farm,solar,Spain,,construction,93.2,,Grupo Zaragoza,37.8355,-0.7924,https://gem.wiki/Pinatar_solar_farm
Pioz RD2 solar farm,solar,Spain,,pre-construction,27.0,,,40.4325,-3.6799,https://gem.wiki/Pioz_RD2_solar_farm
Pioz RT1 solar farm,solar,Spain,,pre-construction,125.0,,,40.4325,-3.6799,https://gem.wiki/Pioz_RT1_solar_farm
Poblete solar farm,solar,Spain,,construction,20.0,,BayWa r.e.,38.9358,-3.982,https://gem.wiki/Poblete_solar_farm
Poleñino solar farm,solar,Spain,,operating,30.0,2019.0,Solaria Energía y Medio Ambiente SA,41.8692,-0.3052,https://gem.wiki/Poleñino_solar_farm
Portalón solar farm,solar,Spain,,pre-construction,74.0,,Total Energies SE,40.4159,-3.7043,https://gem.wiki/Portalón_solar_farm
Portillejo solar farm,solar,Spain,,pre-construction,47.2,,,42.6838,-1.7171,https://gem.wiki/Portillejo_solar_farm
Portillejo solar farm,solar,Spain,,pre-construction,49.9,,,42.6838,-1.7171,https://gem.wiki/Portillejo_solar_farm
Posadas solar farm,solar,Spain,,pre-construction,50.0,,China Three Gorges CORP (CTG),37.8042,-5.108,https://gem.wiki/Posadas_solar_farm
Posets solar farm,solar,Spain,,pre-construction,107.0,,Verbund AG,36.7405,-4.4415,https://gem.wiki/Posets_solar_farm
Postor solar farm,solar,Spain,,pre-construction,64.9,,Total Energies SE,40.4154,-3.7043,https://gem.wiki/Postor_solar_farm
Prado Gris solar farm,solar,Spain,,pre-construction,134.7,,,39.6111,-2.7904,https://gem.wiki/Prado_Gris_solar_farm
Puerta Palma solar farm,solar,Spain,,operating,50.0,,Endesa,38.7574,-6.3997,https://gem.wiki/Puerta_Palma_solar_farm
Puerta del Jerte solar farm,solar,Spain,,construction,30.0,,Naturgy,40.0276,-6.0943,https://gem.wiki/Puerta_del_Jerte_solar_farm
Puerta del Sol solar farm,solar,Spain,,construction,27.0,,RWE AG,40.541,-3.1913,https://gem.wiki/Puerta_del_Sol_solar_farm
Puerto Errado CSP solar farm,solar,Spain,,operating,30.0,2012.0,EBL (Genossenschaft Elektra Baselland); Industrielle Werke Basel (IWB); Novatec Biosol,38.2837,-1.6002,https://gem.wiki/Puerto_Errado_CSP_solar_farm
Puerto Lumbreras solar farm,solar,Spain,,operating,50.0,2021.0,Pydesa Renovables,37.5202,-1.8111,https://gem.wiki/Puerto_Lumbreras_solar_farm
Puerto Real solar farm,solar,Spain,,pre-construction,133.6,,,36.5152,-6.2765,https://gem.wiki/Puerto_Real_solar_farm
Puerto Real solar farm,solar,Spain,,pre-construction,46.9,,,36.5152,-6.2765,https://gem.wiki/Puerto_Real_solar_farm
Puerto Real solar farm,solar,Spain,,construction,50.0,2023.0,MET Group,36.5197,-6.2789,https://gem.wiki/Puerto_Real_solar_farm
Puertollano Green Hydrogen Solar Plant,solar,Spain,,operating,120.0,2022.0,Iberdrola SA,38.6927,-4.097,https://gem.wiki/Puertollano_Green_Hydrogen_Solar_Plant
Puertollano solar farm,solar,Spain,,operating,50.0,2008.0,Cerebus Capital Management LP,38.6201,-3.974,https://gem.wiki/Puertollano_solar_farm
Páramos de la Sagra solar farm,solar,Spain,,pre-construction,117.0,,,39.6111,-2.7904,https://gem.wiki/Páramos_de_la_Sagra_solar_farm
Quijote solar farm,solar,Spain,,operating,42.2,2019.0,Enel Green Power,38.7824,-6.625,https://gem.wiki/Quijote_solar_farm
Quilla solar farm,solar,Spain,,pre-construction,74.0,,Total Energies SE,40.4159,-3.7043,https://gem.wiki/Quilla_solar_farm
Quinto De Ebro solar farm,solar,Spain,,cancelled,50.0,,EDP Renewables,41.4295,-0.4917,https://gem.wiki/Quinto_De_Ebro_solar_farm
Ququima solar farm,solar,Spain,,construction,200.0,2023.0,Capital Energy,37.4886,-2.779,https://gem.wiki/Ququima_solar_farm
Rabiza solar farm,solar,Spain,,pre-construction,85.2,,,40.4325,-3.6799,https://gem.wiki/Rabiza_solar_farm
Radona 1 Hybrid solar farm,solar,Spain,,pre-construction,24.0,,Iberdrola SA,41.2956,-2.4713,https://gem.wiki/Radona_1_Hybrid_solar_farm
Radona 2 Hybrid solar farm,solar,Spain,,pre-construction,31.5,,Iberdrola SA,41.2956,-2.4713,https://gem.wiki/Radona_2_Hybrid_solar_farm
Rececho solar farm,solar,Spain,,pre-construction,65.9,,Total Energies SE,40.4154,-3.7043,https://gem.wiki/Rececho_solar_farm
Reclamo solar farm,solar,Spain,,pre-construction,150.0,,Ignis Energia,37.6087,-4.6016,https://gem.wiki/Reclamo_solar_farm
Recova solar farm,solar,Spain,,pre-construction,85.0,,,40.4325,-3.6799,https://gem.wiki/Recova_solar_farm
Regata solar farm,solar,Spain,,pre-construction,57.1,,,40.4325,-3.6799,https://gem.wiki/Regata_solar_farm
Rehala solar farm,solar,Spain,,pre-construction,170.0,,Ignis Energia,37.6087,-4.6016,https://gem.wiki/Rehala_solar_farm
Revilla-Vallejera solar farm,solar,Spain,,operating,50.0,2022.0,Iberdrola SA,42.1462,-4.1598,https://gem.wiki/Revilla-Vallejera_solar_farm
Rey solar farm,solar,Spain,,pre-construction,120.0,,,37.4713,-5.649,https://gem.wiki/Rey_solar_farm
Rey solar farm,solar,Spain,,pre-construction,120.0,,,37.4713,-5.649,https://gem.wiki/Rey_solar_farm
Rey solar farm,solar,Spain,,pre-construction,120.0,,,37.4713,-5.649,https://gem.wiki/Rey_solar_farm
Rey solar farm,solar,Spain,,pre-construction,120.0,,,37.4713,-5.649,https://gem.wiki/Rey_solar_farm
Ribagrande solar farm,solar,Spain,,operating,49.8,,,41.2617,-0.1265,https://gem.wiki/Ribagrande_solar_farm
Rivera solar farm,solar,Spain,,pre-construction,419.9,2024.0,Iberdrola SA,37.3835,-6.8368,https://gem.wiki/Rivera_solar_farm
Rocinante solar farm,solar,Spain,,pre-construction,117.0,,Enel Green Power,38.6648,-4.1406,https://gem.wiki/Rocinante_solar_farm
Rocío solar farm,solar,Spain,,pre-construction,70.0,,,37.6087,-4.6016,https://gem.wiki/Rocío_solar_farm
Rodrigo solar farm,solar,Spain,,pre-construction,168.6,,,41.77,-4.2093,https://gem.wiki/Rodrigo_solar_farm
Rodrigo solar farm,solar,Spain,,pre-construction,219.6,,,41.77,-4.2093,https://gem.wiki/Rodrigo_solar_farm
Romica Encinares solar farm,solar,Spain,,pre-construction,230.0,,,39.6111,-2.7904,https://gem.wiki/Romica_Encinares_solar_farm
Romica solar farm,solar,Spain,,pre-construction,134.4,,,39.6111,-2.7904,https://gem.wiki/Romica_solar_farm
Ronda solar farm,solar,Spain,,pre-construction,103.0,,,37.6087,-4.6016,https://gem.wiki/Ronda_solar_farm
Ronda solar farm,solar,Spain,,pre-construction,103.0,,,37.6087,-4.6016,https://gem.wiki/Ronda_solar_farm
Ronda solar farm,solar,Spain,,pre-construction,103.0,,,37.6087,-4.6016,https://gem.wiki/Ronda_solar_farm
Ríotinto solar farm,solar,Spain,,pre-construction,50.0,,Endesa; Atalaya Mining,37.7107,-6.5904,https://gem.wiki/Ríotinto_solar_farm
SPK Borneo solar farm,solar,Spain,,pre-construction,400.0,,,39.6111,-2.7904,https://gem.wiki/SPK_Borneo_solar_farm
Sa Caseta solar farm,solar,Spain,,operating,21.8,,Endesa,39.489,2.8904,https://gem.wiki/Sa_Caseta_solar_farm
Sabinar Hive solar farm,solar,Spain,,construction,135.0,2024.0,Noy Infrastructure & Energy Investment Fund [60%]; Nofar Energy [40%],39.5465,-2.0874,https://gem.wiki/Sabinar_Hive_solar_farm
Sabinar Hive solar farm,solar,Spain,,construction,83.0,2023.0,Noy Infrastructure & Energy Investment Fund [60%]; Nofar Energy [40%],38.2062,-2.1551,https://gem.wiki/Sabinar_Hive_solar_farm
Sagra (Mitra Gamma) solar farm,solar,Spain,,pre-construction,123.0,,,39.9902,-3.7672,https://gem.wiki/Sagra_(Mitra_Gamma)_solar_farm
Sagra (Mitra Gamma) solar farm,solar,Spain,,pre-construction,123.0,,,39.9902,-3.7672,https://gem.wiki/Sagra_(Mitra_Gamma)_solar_farm
Sagra (Mitra Gamma) solar farm,solar,Spain,,pre-construction,104.0,,,39.9902,-3.7672,https://gem.wiki/Sagra_(Mitra_Gamma)_solar_farm
Sagra (Mitra Gamma) solar farm,solar,Spain,,pre-construction,104.0,,,39.9902,-3.7672,https://gem.wiki/Sagra_(Mitra_Gamma)_solar_farm
Sagra (Ric Energy) solar farm,solar,Spain,,pre-construction,220.0,,RIC Energy,40.0188,-4.075,https://gem.wiki/Sagra_(Ric_Energy)_solar_farm
Salinetas solar farm,solar,Spain,,pre-construction,50.0,,Kobus Renewable Energy 3,38.3495,-0.4808,https://gem.wiki/Salinetas_solar_farm
Salinetas solar farm,solar,Spain,,pre-construction,50.0,,Kobus Renewable Energy 3,38.3495,-0.4808,https://gem.wiki/Salinetas_solar_farm
Salteras solar farm,solar,Spain,,pre-construction,40.0,,Ence Energía y Celulosa,37.4156,-6.115,https://gem.wiki/Salteras_solar_farm
San Antonio (Enel) solar farm,solar,Spain,,operating,28.5,,,37.3483,-6.9206,https://gem.wiki/San_Antonio_(Enel)_solar_farm
San Antonio (Iberdrola) solar farm,solar,Spain,,construction,50.0,,Iberdrola SA,39.6511,-7.4991,https://gem.wiki/San_Antonio_(Iberdrola)_solar_farm
San Marcos solar farm (Spain),solar,Spain,,pre-construction,152.0,,,39.6111,-2.7904,https://gem.wiki/San_Marcos_solar_farm_(Spain)
San Pedro solar farm,solar,Spain,,pre-construction,116.0,,,39.6111,-2.7904,https://gem.wiki/San_Pedro_solar_farm
San Serván solar farm,solar,Spain,,operating,42.3,2022.0,Abdul Latif Jameel Energy and Environmental Services,38.7242,-6.5445,https://gem.wiki/San_Serván_solar_farm
San Serván solar farm,solar,Spain,,operating,42.3,2022.0,Abdul Latif Jameel Energy and Environmental Services,38.7242,-6.5445,https://gem.wiki/San_Serván_solar_farm
San Serván solar farm,solar,Spain,,operating,42.3,2022.0,Abdul Latif Jameel Energy and Environmental Services,38.7242,-6.5445,https://gem.wiki/San_Serván_solar_farm
Sanabria solar farm,solar,Spain,,pre-construction,100.0,,,40.4325,-3.6799,https://gem.wiki/Sanabria_solar_farm
Sancho solar farm,solar,Spain,,pre-construction,200.0,,Compañía Española de Petróleos SA (CEPSA),36.2108,-5.3882,https://gem.wiki/Sancho_solar_farm
Santa Cristina solar farm,solar,Spain,,pre-construction,68.4,,,41.77,-4.2093,https://gem.wiki/Santa_Cristina_solar_farm
Santiz solar farm,solar,Spain,,operating,50.0,2019.0,Solaria Energía y Medio Ambiente SA,41.1718,-5.7862,https://gem.wiki/Santiz_solar_farm
Santo Toribio solar farm,solar,Spain,,pre-construction,90.1,,Falck Renewables,39.4246,-0.6889,https://gem.wiki/Santo_Toribio_solar_farm
Sarraceno solar farm,solar,Spain,,pre-construction,123.5,,,41.77,-4.2093,https://gem.wiki/Sarraceno_solar_farm
Scorpius solar farm,solar,Spain,,shelved,84.9,,,41.77,-4.2093,https://gem.wiki/Scorpius_solar_farm
Sedéis solar farm,solar,Spain,,construction,49.7,,Enel Green Power,40.9951,-0.3872,https://gem.wiki/Sedéis_solar_farm
Sentina solar farm,solar,Spain,,pre-construction,100.0,,Ignis Energia,39.8615,-4.0281,https://gem.wiki/Sentina_solar_farm
Serrezuela solar farm,solar,Spain,,operating,32.5,2007.0,Fotowatio Renewable Ventures (FRV),37.0878,-3.7624,https://gem.wiki/Serrezuela_solar_farm
Sevilla Calaspasol solar farm,solar,Spain,,operating,39.9,,,37.5424,-6.0559,https://gem.wiki/Sevilla_Calaspasol_solar_farm
Sextante solar farm,solar,Spain,,pre-construction,100.0,,Ignis Energia,39.8615,-4.0281,https://gem.wiki/Sextante_solar_farm
Sierrezuela solar farm,solar,Spain,,operating,49.8,,,41.2617,-0.1265,https://gem.wiki/Sierrezuela_solar_farm
Sigma (Reposal) solar farm,solar,Spain,,construction,204.0,2023.0,Repsol,36.6343,-6.3508,https://gem.wiki/Sigma_(Reposal)_solar_farm
Sigma (Solaria) solar farm,solar,Spain,,operating,30.0,2021.0,Solaria Energía y Medio Ambiente SA,41.9746,-4.3876,https://gem.wiki/Sigma_(Solaria)_solar_farm
Sisón solar farm,solar,Spain,,pre-construction,100.0,,,39.6111,-2.7904,https://gem.wiki/Sisón_solar_farm
Sol De Casaquemada solar farm,solar,Spain,,operating,50.0,2022.0,Endesa,37.4296,-6.281,https://gem.wiki/Sol_De_Casaquemada_solar_farm
Solaben 1 CSP solar farm,solar,Spain,,operating,50.0,2013.0,Abengoa,39.2125,-5.4031,https://gem.wiki/Solaben_1_CSP_solar_farm
Solaben 2 CSP solar farm,solar,Spain,,operating,50.0,2012.0,Abengoa [70%]; ITOCHU CORP [30%],39.2291,-5.398,https://gem.wiki/Solaben_2_CSP_solar_farm
Solaben 3 CSP solar farm,solar,Spain,,operating,50.0,2012.0,Abengoa [70%]; ITOCHU CORP [30%],39.225,-5.3985,https://gem.wiki/Solaben_3_CSP_solar_farm
Solaben 6 CSP solar farm,solar,Spain,,operating,50.0,2013.0,Abengoa,39.2291,-5.398,https://gem.wiki/Solaben_6_CSP_solar_farm
Solarig Green Hydrogen solar farm,solar,Spain,,pre-construction,26.0,2024.0,Solarig Global Services SA,42.4452,-2.2962,https://gem.wiki/Solarig_Green_Hydrogen_solar_farm
