project,type,country,unit,status,capacity,start_year,owner,lat,lng,url
Cherokee nuclear power plant,nuclear,United States,1,cancelled,1280.0,,Duke Power CO,35.0367,-81.5119,https://gem.wiki/Cherokee_nuclear_power_plant
Cherokee nuclear power plant,nuclear,United States,2,cancelled,1280.0,,Duke Power CO,35.0367,-81.5119,https://gem.wiki/Cherokee_nuclear_power_plant
Cherokee nuclear power plant,nuclear,United States,3,cancelled,1280.0,,Duke Power CO,35.0367,-81.5119,https://gem.wiki/Cherokee_nuclear_power_plant
Clinch River Breeder nuclear power plant,nuclear,United States,,cancelled,380.0,,Tennessee Valley Authority (TVA),35.89001,-84.3825,https://gem.wiki/Clinch_River_Breeder_nuclear_power_plant
Clinch River SMR nuclear power plant,nuclear,United States,1,pre-construction,180.0,2032.0,Tennessee Valley Authority (TVA),35.88944,-84.3793,https://gem.wiki/Clinch_River_SMR_nuclear_power_plant
Clinton nuclear power plant,nuclear,United States,1,operating,1098.0,1987.0,Exelon,40.1719,-88.8339,https://gem.wiki/Clinton_nuclear_power_plant
Clinton nuclear power plant,nuclear,United States,2,cancelled,950.0,,Illinois Power CO,40.1719,-88.8339,https://gem.wiki/Clinton_nuclear_power_plant
Columbia nuclear power plant,nuclear,United States,,operating,1190.0,1984.0,Energy Northwest,46.4711,-119.3339,https://gem.wiki/Columbia_nuclear_power_plant
Comanche Peak nuclear power plant,nuclear,United States,1,operating,1259.0,1990.0,Luminant Generation Company LLC,32.2984,-97.7855,https://gem.wiki/Comanche_Peak_nuclear_power_plant
Comanche Peak nuclear power plant,nuclear,United States,2,operating,1250.0,1993.0,Luminant Generation Company LLC,32.2984,-97.7855,https://gem.wiki/Comanche_Peak_nuclear_power_plant
Comanche Peak nuclear power plant,nuclear,United States,3,cancelled,1700.0,,Luminant Generation Company LLC,32.2984,-97.7855,https://gem.wiki/Comanche_Peak_nuclear_power_plant
Comanche Peak nuclear power plant,nuclear,United States,4,cancelled,1700.0,,Luminant Generation Company LLC,32.2984,-97.7855,https://gem.wiki/Comanche_Peak_nuclear_power_plant
Connecticut Yankee nuclear power plant,nuclear,United States,,retired,603.0,1968.0,Connecticut Yankee Atomic Power CO,41.4829,-72.5003,https://gem.wiki/Connecticut_Yankee_nuclear_power_plant
Cooper nuclear power plant,nuclear,United States,,operating,801.0,1974.0,Nebraska Public Power District,40.3628,-95.6408,https://gem.wiki/Cooper_nuclear_power_plant
Crystal River nuclear power plant,nuclear,United States,3,retired,890.0,1977.0,Duke Energy CORP,28.9578,-82.6983,https://gem.wiki/Crystal_River_nuclear_power_plant
Crystal River nuclear power plant,nuclear,United States,4,cancelled,897.0,,Florida Power CORP,28.9578,-82.6983,https://gem.wiki/Crystal_River_nuclear_power_plant
Davis Besse nuclear power plant,nuclear,United States,1,operating,925.0,1978.0,Cleveland Electric Illuminating CO,41.5967,-83.0861,https://gem.wiki/Davis_Besse_nuclear_power_plant
Davis Besse nuclear power plant,nuclear,United States,2,cancelled,906.0,,Toledo Edison CO,41.5967,-83.0861,https://gem.wiki/Davis_Besse_nuclear_power_plant
Davis Besse nuclear power plant,nuclear,United States,3,cancelled,906.0,,Toledo Edison CO,41.5967,-83.0861,https://gem.wiki/Davis_Besse_nuclear_power_plant
Diablo Canyon nuclear power plant,nuclear,United States,1,operating,1197.0,1985.0,Pacific Gas and Electric CO,35.2115,-120.8555,https://gem.wiki/Diablo_Canyon_nuclear_power_plant
Diablo Canyon nuclear power plant,nuclear,United States,2,operating,1197.0,1986.0,Pacific Gas and Electric CO,35.2115,-120.8555,https://gem.wiki/Diablo_Canyon_nuclear_power_plant
Donald C Cook nuclear power plant,nuclear,United States,1,operating,1131.0,1975.0,American Electric Power CO INC,41.9756,-86.5652,https://gem.wiki/Donald_C_Cook_nuclear_power_plant
Donald C Cook nuclear power plant,nuclear,United States,2,operating,1231.0,1978.0,American Electric Power CO INC,41.9756,-86.5652,https://gem.wiki/Donald_C_Cook_nuclear_power_plant
Douglas Point (PEPCO) nuclear power plant,nuclear,United States,1,cancelled,1146.0,,Potomac Electric Power CO (PEPCO),38.45001,-77.25001,https://gem.wiki/Douglas_Point_(PEPCO)_nuclear_power_plant
Douglas Point (PEPCO) nuclear power plant,nuclear,United States,2,cancelled,1146.0,,Potomac Electric Power CO (PEPCO),38.45001,-77.25001,https://gem.wiki/Douglas_Point_(PEPCO)_nuclear_power_plant
Dresden nuclear power plant,nuclear,United States,1,retired,207.0,1960.0,,41.3901,-88.2701,https://gem.wiki/Dresden_nuclear_power_plant
Dresden nuclear power plant,nuclear,United States,2,operating,950.0,1970.0,Exelon,41.3901,-88.2701,https://gem.wiki/Dresden_nuclear_power_plant
Dresden nuclear power plant,nuclear,United States,3,operating,935.0,1971.0,Exelon,41.3901,-88.2701,https://gem.wiki/Dresden_nuclear_power_plant
Duane Arnold nuclear power plant,nuclear,United States,1,retired,624.0,1975.0,Nextera Energy Resources LLC,42.1011,-91.7781,https://gem.wiki/Duane_Arnold_nuclear_power_plant
Edwin I Hatch nuclear power plant,nuclear,United States,1,operating,911.0,1975.0,Georgia Power CO,31.9342,-82.3447,https://gem.wiki/Edwin_I_Hatch_nuclear_power_plant
Edwin I Hatch nuclear power plant,nuclear,United States,2,operating,921.0,1979.0,Georgia Power CO,31.9342,-82.3447,https://gem.wiki/Edwin_I_Hatch_nuclear_power_plant
Elk River nuclear power plant,nuclear,United States,,retired,24.0,1964.0,US Department of Energy,45.2963,-93.5555,https://gem.wiki/Elk_River_nuclear_power_plant
Erie nuclear power plant,nuclear,United States,1,cancelled,1267.0,,Ohio Edison CO,41.35001,-82.4833,https://gem.wiki/Erie_nuclear_power_plant
Erie nuclear power plant,nuclear,United States,2,cancelled,1267.0,,Ohio Edison CO,41.35001,-82.4833,https://gem.wiki/Erie_nuclear_power_plant
Experimental Boiling Water Reactor nuclear power plant,nuclear,United States,1,retired,5.0,1956.0,US Department of Energy,41.71944,-87.9891,https://gem.wiki/Experimental_Boiling_Water_Reactor_nuclear_power_plant
Experimental Breeder Reactor nuclear power plant,nuclear,United States,1,retired,0.2,1951.0,US Department of Energy,43.51151,-113.0087,https://gem.wiki/Experimental_Breeder_Reactor_nuclear_power_plant
Experimental Breeder Reactor nuclear power plant,nuclear,United States,2,retired,19.0,1965.0,US Department of Energy,43.59509,-113.0087,https://gem.wiki/Experimental_Breeder_Reactor_nuclear_power_plant
Fermi nuclear power plant,nuclear,United States,1,retired,65.0,1966.0,Power Reactor Development Company (PRDC) (Consortium Of 34 Public Utilities),41.96031,-83.2577,https://gem.wiki/Fermi_nuclear_power_plant
Fermi nuclear power plant,nuclear,United States,2,operating,1198.0,1988.0,DTE Energy CO,41.96278,-83.2575,https://gem.wiki/Fermi_nuclear_power_plant
Fermi nuclear power plant,nuclear,United States,3,cancelled,1600.0,,DTE Energy CO,41.96082,-83.2648,https://gem.wiki/Fermi_nuclear_power_plant
Fermi nuclear power plant,nuclear,United States,3A,cancelled,1171.0,,DTE Energy CO,41.96082,-83.2648,https://gem.wiki/Fermi_nuclear_power_plant
Forked River nuclear power plant,nuclear,United States,1,cancelled,1070.0,,Jersey Central Power & Light CO (JCP&L),39.8169,-74.2166,https://gem.wiki/Forked_River_nuclear_power_plant
Fort Calhoun nuclear power plant,nuclear,United States,1,retired,512.0,1973.0,Omaha Public Power District,41.5182,-96.0775,https://gem.wiki/Fort_Calhoun_nuclear_power_plant
Fort Calhoun nuclear power plant,nuclear,United States,2,cancelled,1136.0,,Omaha Public Power District,41.5182,-96.0775,https://gem.wiki/Fort_Calhoun_nuclear_power_plant
Fort St. Vrain nuclear power plant,nuclear,United States,,retired,342.0,1979.0,,40.2453,-104.8742,https://gem.wiki/Fort_St._Vrain_nuclear_power_plant
Fulton nuclear power plant,nuclear,United States,1,cancelled,1160.0,,Philadelphia Electric CO,39.7675,-76.2334,https://gem.wiki/Fulton_nuclear_power_plant
Fulton nuclear power plant,nuclear,United States,2,cancelled,1160.0,,Philadelphia Electric CO,39.7675,-76.2334,https://gem.wiki/Fulton_nuclear_power_plant
Grand Gulf nuclear power plant,nuclear,United States,1,operating,1500.0,1985.0,Systems Energy Resources INC,32.0081,-91.0478,https://gem.wiki/Grand_Gulf_nuclear_power_plant
Grand Gulf nuclear power plant,nuclear,United States,2,cancelled,1250.0,,Entergy CORP,32.0081,-91.0478,https://gem.wiki/Grand_Gulf_nuclear_power_plant
Grand Gulf nuclear power plant,nuclear,United States,3,cancelled,1520.0,,Entergy CORP,32.0081,-91.0478,https://gem.wiki/Grand_Gulf_nuclear_power_plant
Greene County nuclear power plant,nuclear,United States,1,cancelled,1212.0,,Power Authority of the State of New York,42.1499,-73.9114,https://gem.wiki/Greene_County_nuclear_power_plant
Greenwood nuclear power plant,nuclear,United States,2,cancelled,1264.0,,Detroit Edison CO,43.1062,-82.6979,https://gem.wiki/Greenwood_nuclear_power_plant
Greenwood nuclear power plant,nuclear,United States,3,cancelled,1264.0,,Detroit Edison CO,43.1062,-82.6979,https://gem.wiki/Greenwood_nuclear_power_plant
H. B. Robinson nuclear power plant,nuclear,United States,2,operating,780.0,1971.0,Progress Energy Carolinas INC,34.4017,-80.1589,https://gem.wiki/H._B._Robinson_nuclear_power_plant
Hallam nuclear power plant,nuclear,United States,,retired,84.0,1963.0,Hallam Nuclear Power Facility,40.55901,-96.7848,https://gem.wiki/Hallam_nuclear_power_plant
Hartsville nuclear power plant,nuclear,United States,A1,cancelled,1205.0,,Tennessee Valley Authority (TVA),36.3544,-86.0887,https://gem.wiki/Hartsville_nuclear_power_plant
Hartsville nuclear power plant,nuclear,United States,A2,cancelled,1205.0,,Tennessee Valley Authority (TVA),36.3544,-86.0887,https://gem.wiki/Hartsville_nuclear_power_plant
Hartsville nuclear power plant,nuclear,United States,B1,cancelled,1205.0,,Tennessee Valley Authority (TVA),36.3544,-86.0887,https://gem.wiki/Hartsville_nuclear_power_plant
Hartsville nuclear power plant,nuclear,United States,B2,cancelled,1205.0,,Tennessee Valley Authority (TVA),36.3544,-86.0887,https://gem.wiki/Hartsville_nuclear_power_plant
Haven nuclear power plant,nuclear,United States,1,cancelled,900.0,,Wisconsin Electric Power CO,43.8509,-87.7349,https://gem.wiki/Haven_nuclear_power_plant
Haven nuclear power plant,nuclear,United States,2,cancelled,900.0,,Wisconsin Electric Power CO,43.8509,-87.7349,https://gem.wiki/Haven_nuclear_power_plant
Hope Creek nuclear power plant,nuclear,United States,1,operating,1240.0,1986.0,PSEG Power INC,39.4666,-75.5377,https://gem.wiki/Hope_Creek_nuclear_power_plant
Hope Creek nuclear power plant,nuclear,United States,2,cancelled,1067.0,,Public Service Electric and Gas CO (PSE&G),39.4666,-75.5377,https://gem.wiki/Hope_Creek_nuclear_power_plant
Humboldt Bay nuclear power plant,nuclear,United States,,retired,65.0,1963.0,Pacific Gas and Electric CO,40.7407,-124.2091,https://gem.wiki/Humboldt_Bay_nuclear_power_plant
Idaho (AEHI) nuclear power plant,nuclear,United States,1,cancelled,1600.0,,Alternate Energy Holdings INC (AEHI),44.0025,-116.8132,https://gem.wiki/Idaho_(AEHI)_nuclear_power_plant
Indian Point nuclear power plant,nuclear,United States,1,retired,277.0,1962.0,Entergy Nuclear Operations INC,41.2706,-73.9527,https://gem.wiki/Indian_Point_nuclear_power_plant
Indian Point nuclear power plant,nuclear,United States,2,retired,1067.0,1974.0,Entergy Nuclear Operations INC,41.2706,-73.9527,https://gem.wiki/Indian_Point_nuclear_power_plant
Indian Point nuclear power plant,nuclear,United States,3,retired,1085.0,1976.0,Entergy Nuclear Operations INC,41.2706,-73.9527,https://gem.wiki/Indian_Point_nuclear_power_plant
James A Fitzpatrick nuclear power plant,nuclear,United States,,operating,849.0,1975.0,Exelon,43.5223,-76.3955,https://gem.wiki/James_A_Fitzpatrick_nuclear_power_plant
Jamesport nuclear power plant,nuclear,United States,1,cancelled,1150.0,,Long Island Lighting CO,40.9911,-72.6032,https://gem.wiki/Jamesport_nuclear_power_plant
Jamesport nuclear power plant,nuclear,United States,2,cancelled,1150.0,,Long Island Lighting CO,40.9911,-72.6032,https://gem.wiki/Jamesport_nuclear_power_plant
Joseph M Farley nuclear power plant,nuclear,United States,1,operating,918.0,1977.0,Alabama Power,31.2231,-85.1116,https://gem.wiki/Joseph_M_Farley_nuclear_power_plant
Joseph M Farley nuclear power plant,nuclear,United States,2,operating,928.0,1981.0,Alabama Power,31.2231,-85.1116,https://gem.wiki/Joseph_M_Farley_nuclear_power_plant
Kewaunee nuclear power plant,nuclear,United States,,retired,595.0,1974.0,Dominion Energy,44.3426,-87.5357,https://gem.wiki/Kewaunee_nuclear_power_plant
Lacrosse nuclear power plant,nuclear,United States,,retired,55.0,1969.0,,43.5601,-91.2316,https://gem.wiki/Lacrosse_nuclear_power_plant
LaSalle nuclear power plant,nuclear,United States,1,operating,1207.0,1984.0,Exelon,41.2455,-88.6691,https://gem.wiki/LaSalle_nuclear_power_plant
LaSalle nuclear power plant,nuclear,United States,2,operating,1207.0,1984.0,Exelon,41.2455,-88.6691,https://gem.wiki/LaSalle_nuclear_power_plant
Levy County nuclear power plant,nuclear,United States,1,cancelled,1250.0,,Duke Energy CORP,29.0733,-82.6217,https://gem.wiki/Levy_County_nuclear_power_plant
Levy County nuclear power plant,nuclear,United States,2,cancelled,1250.0,,Duke Energy CORP,29.0733,-82.6217,https://gem.wiki/Levy_County_nuclear_power_plant
Limerick nuclear power plant,nuclear,United States,1,operating,1194.0,1986.0,Exelon,40.2243,-75.5874,https://gem.wiki/Limerick_nuclear_power_plant
Limerick nuclear power plant,nuclear,United States,2,operating,1194.0,1990.0,Exelon,40.2243,-75.5874,https://gem.wiki/Limerick_nuclear_power_plant
Maine Yankee nuclear power plant,nuclear,United States,,retired,900.0,1972.0,,43.9511,-69.6953,https://gem.wiki/Maine_Yankee_nuclear_power_plant
Malibu nuclear power plant,nuclear,United States,1,cancelled,462.0,,Los Angeles Department of Water & Power (LADWP),34.0346,-118.7347,https://gem.wiki/Malibu_nuclear_power_plant
Marble Hill nuclear power plant,nuclear,United States,1,cancelled,1130.0,,Public Service of Indiana,38.6005,-85.4457,https://gem.wiki/Marble_Hill_nuclear_power_plant
Marble Hill nuclear power plant,nuclear,United States,2,cancelled,1130.0,,Public Service of Indiana,38.6005,-85.4457,https://gem.wiki/Marble_Hill_nuclear_power_plant
McGuire nuclear power plant,nuclear,United States,1,operating,1215.0,1981.0,Duke Energy CORP,35.4331,-80.9486,https://gem.wiki/McGuire_nuclear_power_plant
McGuire nuclear power plant,nuclear,United States,2,operating,1215.0,1984.0,Duke Energy CORP,35.4331,-80.9486,https://gem.wiki/McGuire_nuclear_power_plant
Midland nuclear power plant,nuclear,United States,1,cancelled,492.0,,Consumers Power CO,43.5854,-84.2244,https://gem.wiki/Midland_nuclear_power_plant
Midland nuclear power plant,nuclear,United States,2,cancelled,818.0,,Consumers Power CO,43.5854,-84.2244,https://gem.wiki/Midland_nuclear_power_plant
Millstone nuclear power plant,nuclear,United States,1,retired,684.0,1971.0,,41.3107,-72.1677,https://gem.wiki/Millstone_nuclear_power_plant
Millstone nuclear power plant,nuclear,United States,2,operating,918.0,1975.0,Dominion Resources INC,41.3107,-72.1677,https://gem.wiki/Millstone_nuclear_power_plant
Millstone nuclear power plant,nuclear,United States,3,operating,1280.0,1986.0,Dominion Resources INC,41.3107,-72.1677,https://gem.wiki/Millstone_nuclear_power_plant
Montague nuclear power plant,nuclear,United States,1,cancelled,1150.0,,Northeast Nuclear Energy CO,42.57301,-72.5268,https://gem.wiki/Montague_nuclear_power_plant
Montague nuclear power plant,nuclear,United States,2,cancelled,1150.0,,Northeast Nuclear Energy CO,42.57301,-72.5268,https://gem.wiki/Montague_nuclear_power_plant
Monticello nuclear power plant,nuclear,United States,,operating,691.0,1971.0,Xcel Energy,45.3338,-93.8493,https://gem.wiki/Monticello_nuclear_power_plant
Natrium nuclear power plant,nuclear,United States,,pre-construction,345.0,2030.0,Terrapower LLC,41.7924,-110.5374,https://gem.wiki/Natrium_nuclear_power_plant
New England nuclear power plant,nuclear,United States,1,cancelled,1150.0,,New England Power CO,41.3742,-71.6547,https://gem.wiki/New_England_nuclear_power_plant
New England nuclear power plant,nuclear,United States,2,cancelled,1150.0,,New England Power CO,41.3742,-71.6547,https://gem.wiki/New_England_nuclear_power_plant
Nine Mile Point nuclear power plant,nuclear,United States,1,operating,642.0,1969.0,Exelon Nuclear; Electricité De France (EDF),43.5205,-76.4068,https://gem.wiki/Nine_Mile_Point_nuclear_power_plant
Nine Mile Point nuclear power plant,nuclear,United States,2,operating,1320.0,1988.0,Exelon Nuclear; Electricité De France (EDF),43.5205,-76.4068,https://gem.wiki/Nine_Mile_Point_nuclear_power_plant
Nine Mile Point nuclear power plant,nuclear,United States,3,cancelled,1600.0,,Niagara Mohawk Power CO,43.5205,-76.4068,https://gem.wiki/Nine_Mile_Point_nuclear_power_plant
North Anna nuclear power plant,nuclear,United States,1,operating,990.0,1978.0,Virginia Electric Power CO,38.0601,-77.7897,https://gem.wiki/North_Anna_nuclear_power_plant
North Anna nuclear power plant,nuclear,United States,2,operating,1011.0,1980.0,Virginia Electric Power CO,38.0601,-77.7897,https://gem.wiki/North_Anna_nuclear_power_plant
North Anna nuclear power plant,nuclear,United States,3,cancelled,1500.0,,Virginia Electric Power CO,38.0601,-77.7897,https://gem.wiki/North_Anna_nuclear_power_plant
North Anna nuclear power plant,nuclear,United States,3A,cancelled,907.0,,Virginia Electric & Power CO,38.0601,-77.7897,https://gem.wiki/North_Anna_nuclear_power_plant
North Anna nuclear power plant,nuclear,United States,4A,cancelled,907.0,,Virginia Electric & Power CO,38.0601,-77.7897,https://gem.wiki/North_Anna_nuclear_power_plant
North Coast nuclear power plant,nuclear,United States,1,cancelled,583.0,,Puerto Rico Water Resources Authority,18.4872,-66.5966,https://gem.wiki/North_Coast_nuclear_power_plant
Oconee nuclear power plant,nuclear,United States,1,operating,891.0,1973.0,Duke Energy CORP,34.7939,-82.8986,https://gem.wiki/Oconee_nuclear_power_plant
Oconee nuclear power plant,nuclear,United States,2,operating,891.0,1974.0,Duke Energy CORP,34.7939,-82.8986,https://gem.wiki/Oconee_nuclear_power_plant
Oconee nuclear power plant,nuclear,United States,3,operating,900.0,1974.0,Duke Energy CORP,34.7939,-82.8986,https://gem.wiki/Oconee_nuclear_power_plant
Oyster Creek nuclear power plant,nuclear,United States,,retired,652.0,1969.0,Exelon,39.8144,-74.2058,https://gem.wiki/Oyster_Creek_nuclear_power_plant
Palisades nuclear power plant,nuclear,United States,,retired,850.0,1971.0,Entergy Nuclear Operations INC,42.323,-86.3146,https://gem.wiki/Palisades_nuclear_power_plant
Palo Verde nuclear power plant,nuclear,United States,1,operating,1414.0,1986.0,Arizona Public Service CO,33.3881,-112.8617,https://gem.wiki/Palo_Verde_nuclear_power_plant
Palo Verde nuclear power plant,nuclear,United States,2,operating,1414.0,1986.0,Arizona Public Service CO,33.3881,-112.8617,https://gem.wiki/Palo_Verde_nuclear_power_plant
Palo Verde nuclear power plant,nuclear,United States,3,operating,1414.0,1988.0,Arizona Public Service CO,33.3881,-112.8617,https://gem.wiki/Palo_Verde_nuclear_power_plant
Palo Verde nuclear power plant,nuclear,United States,4,cancelled,1270.0,,Arizona Public Service CO,33.3881,-112.8617,https://gem.wiki/Palo_Verde_nuclear_power_plant
Palo Verde nuclear power plant,nuclear,United States,5,cancelled,1270.0,,Arizona Public Service CO,33.3881,-112.8617,https://gem.wiki/Palo_Verde_nuclear_power_plant
Pathfinder nuclear power plant,nuclear,United States,,retired,63.0,1966.0,Xcel Energy,43.6036,-96.6375,https://gem.wiki/Pathfinder_nuclear_power_plant
Peach Bottom nuclear power plant,nuclear,United States,1,retired,42.0,1967.0,Exelon Generation CO LLC,39.7589,-76.2687,https://gem.wiki/Peach_Bottom_nuclear_power_plant
Peach Bottom nuclear power plant,nuclear,United States,2,operating,1412.0,1974.0,Exelon [50%]; PSEG Power [50%],39.7589,-76.2687,https://gem.wiki/Peach_Bottom_nuclear_power_plant
Peach Bottom nuclear power plant,nuclear,United States,3,operating,1412.0,1974.0,Exelon [50%]; PSEG Power [50%],39.7589,-76.2687,https://gem.wiki/Peach_Bottom_nuclear_power_plant
Pebble Springs nuclear power plant,nuclear,United States,1,cancelled,1260.0,,Portland General Electric CO,45.70001,-120.1333,https://gem.wiki/Pebble_Springs_nuclear_power_plant
Pebble Springs nuclear power plant,nuclear,United States,2,cancelled,1260.0,,Portland General Electric CO,45.70001,-120.1333,https://gem.wiki/Pebble_Springs_nuclear_power_plant
Perkins nuclear power plant,nuclear,United States,1,cancelled,1280.0,,Duke Power CO,35.8406,-80.4511,https://gem.wiki/Perkins_nuclear_power_plant
Perkins nuclear power plant,nuclear,United States,2,cancelled,1280.0,,Duke Power CO,35.8406,-80.4511,https://gem.wiki/Perkins_nuclear_power_plant
Perkins nuclear power plant,nuclear,United States,3,cancelled,1280.0,,Duke Power CO,35.8406,-80.4511,https://gem.wiki/Perkins_nuclear_power_plant
Perry nuclear power plant,nuclear,United States,1,operating,1303.0,1987.0,Cleveland Electric Illuminating CO,41.8006,-81.1439,https://gem.wiki/Perry_nuclear_power_plant
Perry nuclear power plant,nuclear,United States,2,cancelled,1205.0,,Cleveland Electric Illuminating CO,41.8006,-81.1439,https://gem.wiki/Perry_nuclear_power_plant
Perryman nuclear power plant,nuclear,United States,1,cancelled,845.0,,Baltimore Gas and Electric CO,39.4413,-76.2194,https://gem.wiki/Perryman_nuclear_power_plant
Perryman nuclear power plant,nuclear,United States,2,cancelled,845.0,,Baltimore Gas and Electric CO,39.4413,-76.2194,https://gem.wiki/Perryman_nuclear_power_plant
Phipps Bend nuclear power plant,nuclear,United States,1,cancelled,1233.0,,Tennessee Valley Authority (TVA),36.4632,-82.8045,https://gem.wiki/Phipps_Bend_nuclear_power_plant
Phipps Bend nuclear power plant,nuclear,United States,2,cancelled,1233.0,,Tennessee Valley Authority (TVA),36.4632,-82.8045,https://gem.wiki/Phipps_Bend_nuclear_power_plant
Piketon nuclear power plant,nuclear,United States,1,cancelled,1600.0,,Duke Energy CORP,39.0124,-83.0008,https://gem.wiki/Piketon_nuclear_power_plant
Pilgrim nuclear power plant,nuclear,United States,1,retired,711.0,1972.0,Entergy Nuclear Operations INC,41.9436,-70.5771,https://gem.wiki/Pilgrim_nuclear_power_plant
Pilgrim nuclear power plant,nuclear,United States,2,cancelled,1180.0,,Boston Edison CO,41.9436,-70.5771,https://gem.wiki/Pilgrim_nuclear_power_plant
Pilgrim nuclear power plant,nuclear,United States,3,cancelled,1180.0,,,41.9436,-70.5771,https://gem.wiki/Pilgrim_nuclear_power_plant
Piqua nuclear power plant,nuclear,United States,,retired,12.0,1963.0,US Atomic Energy Commission,40.1319,-84.2348,https://gem.wiki/Piqua_nuclear_power_plant
Point Beach nuclear power plant,nuclear,United States,1,operating,640.0,1970.0,Nextera Energy Resources LLC,44.2806,-87.5369,https://gem.wiki/Point_Beach_nuclear_power_plant
Point Beach nuclear power plant,nuclear,United States,2,operating,640.0,1972.0,Nextera Energy Resources LLC,44.2806,-87.5369,https://gem.wiki/Point_Beach_nuclear_power_plant
Prairie Island nuclear power plant,nuclear,United States,1,operating,566.0,1973.0,Xcel Energy,44.622,-92.6333,https://gem.wiki/Prairie_Island_nuclear_power_plant
Prairie Island nuclear power plant,nuclear,United States,2,operating,560.0,1974.0,Xcel Energy,44.622,-92.6333,https://gem.wiki/Prairie_Island_nuclear_power_plant
Quad Cities nuclear power plant,nuclear,United States,1,operating,940.0,1973.0,Exelon [75%]; Midamerican Energy [25%],41.7261,-90.3103,https://gem.wiki/Quad_Cities_nuclear_power_plant
Quad Cities nuclear power plant,nuclear,United States,2,operating,940.0,1973.0,Exelon [75%]; Midamerican Energy [25%],41.7261,-90.3103,https://gem.wiki/Quad_Cities_nuclear_power_plant
Quanicassee nuclear power plant,nuclear,United States,1,cancelled,1150.0,,Consumers Power CO,43.5948,-83.66801,https://gem.wiki/Quanicassee_nuclear_power_plant
Quanicassee nuclear power plant,nuclear,United States,2,cancelled,1150.0,,Consumers Power CO,43.5948,-83.66801,https://gem.wiki/Quanicassee_nuclear_power_plant
Rancho Seco nuclear power plant,nuclear,United States,1,retired,917.0,1975.0,Sacramento Municipal Utility District,38.3445,-121.1206,https://gem.wiki/Rancho_Seco_nuclear_power_plant
Ravenswood nuclear power plant,nuclear,United States,1,cancelled,500.0,,,40.7595,-73.9457,https://gem.wiki/Ravenswood_nuclear_power_plant
Ravenswood nuclear power plant,nuclear,United States,2,cancelled,500.0,,,40.7595,-73.9457,https://gem.wiki/Ravenswood_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,1,announced,80.0,2030.0,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,10,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,11,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,12,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,2,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,3,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,4,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,5,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,6,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,7,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,8,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
Richland SMR nuclear power plant,nuclear,United States,9,announced,80.0,,,46.4569,-119.3287,https://gem.wiki/Richland_SMR_nuclear_power_plant
River Bend nuclear power plant,nuclear,United States,1,operating,1016.0,1986.0,Entergy Gulf States INC,30.757,-91.3327,https://gem.wiki/River_Bend_nuclear_power_plant
River Bend nuclear power plant,nuclear,United States,2,cancelled,934.0,,Gulf States Utilities CO,30.757,-91.3327,https://gem.wiki/River_Bend_nuclear_power_plant
River Bend nuclear power plant,nuclear,United States,3,cancelled,1520.0,,Gulf States Utilities CO,30.757,-91.3327,https://gem.wiki/River_Bend_nuclear_power_plant
Robert Emmett Ginna nuclear power plant,nuclear,United States,,operating,608.0,1970.0,Exelon,43.2777,-77.3099,https://gem.wiki/Robert_Emmett_Ginna_nuclear_power_plant
Salem nuclear power plant,nuclear,United States,1,operating,1254.0,1977.0,PSEG Power INC,39.4625,-75.5358,https://gem.wiki/Salem_nuclear_power_plant
Salem nuclear power plant,nuclear,United States,2,operating,1200.0,1981.0,PSEG Power INC,39.4625,-75.5358,https://gem.wiki/Salem_nuclear_power_plant
Salem nuclear power plant,nuclear,United States,3,cancelled,1200.0,,PSEG Power INC,39.4625,-75.5358,https://gem.wiki/Salem_nuclear_power_plant
San Onofre nuclear power plant,nuclear,United States,1,retired,456.0,1968.0,Southern California Edison (SCE),33.3689,-117.5548,https://gem.wiki/San_Onofre_nuclear_power_plant
