project,type,country,unit,plant_local,status,capacity,subnational,region,start_year,owner,parent,lat,lng,url
Río Turbio power station,coal,Argentina,Unit 1,Central Térmica Río Turbio,operating,120,Santa Cruz,Americas,2022,Yacimientos Carboníferos de Río Turbio SA,Yacimientos Carboníferos de Río Turbio SA,-51.54601,-72.23126,https://www.gem.wiki/R%C3%ADo_Turbio_power_station
Río Turbio power station,coal,Argentina,Unit 2,Central Térmica Río Turbio,construction,120,Santa Cruz,Americas,2023,Yacimientos Carboníferos de Río Turbio SA,Yacimientos Carboníferos de Río Turbio SA,-51.54601,-72.23126,https://www.gem.wiki/R%C3%ADo_Turbio_power_station
San Nicolás power station,coal,Argentina,Phase 2 Unit 11,Central Térmica San Nicolás,operating,375,Buenos Aires,Americas,1983,AES Argentina,AES Corp,-33.35492,-60.17292,https://www.gem.wiki/San_Nicolás_power_station
Anglesea power station,coal,Australia,Unit 1,,retired,160,Victoria,Oceania,1969,Alcoa of Australia,Alcoa Corp,-38.38655,144.18206,https://www.gem.wiki/Anglesea_power_station
Arckaringa Coal-to-Liquids and Power Project,coal,Australia,Phase I,,cancelled,560,South Australia,Oceania,,Altona Energy,Altona Resources,-27.93893,134.72609,https://www.gem.wiki/Arckaringa_Coal-to-Liquids_and_Power_Project
Arckaringa Coal-to-Liquids and Power Project,coal,Australia,Phase II,,cancelled,280,South Australia,Oceania,,Altona Energy,Altona Resources,-27.93893,134.72609,https://www.gem.wiki/Arckaringa_Coal-to-Liquids_and_Power_Project
Bayswater power station,coal,Australia,Plant B,,cancelled,2000,New South Wales,Oceania,,AGL Macquarie Pty Ltd,AGL Energy Ltd,-32.395,150.9492,https://www.gem.wiki/Bayswater_power_station
Bayswater power station,coal,Australia,Unit 1,,operating,685,New South Wales,Oceania,1985,AGL Macquarie Pty Ltd,AGL Energy Ltd,-32.39404,150.95008,https://www.gem.wiki/Bayswater_power_station
Bayswater power station,coal,Australia,Unit 2,,operating,660,New South Wales,Oceania,1985,AGL Macquarie Pty Ltd,AGL Energy Ltd,-32.39404,150.95008,https://www.gem.wiki/Bayswater_power_station
Bayswater power station,coal,Australia,Unit 3,,operating,660,New South Wales,Oceania,1986,AGL Macquarie Pty Ltd,AGL Energy Ltd,-32.39404,150.95008,https://www.gem.wiki/Bayswater_power_station
Bayswater power station,coal,Australia,Unit 4,,operating,660,New South Wales,Oceania,1986,AGL Macquarie Pty Ltd,AGL Energy Ltd,-32.39404,150.95008,https://www.gem.wiki/Bayswater_power_station
Bluewaters power station,coal,Australia,Unit 1,,operating,233,Western Australia,Oceania,2009,Summit Southern Cross Power Holdings,Kansai Electric Power Co; Sumitomo Corp,-33.33219,116.22802,https://www.gem.wiki/Bluewaters_power_station
Bluewaters power station,coal,Australia,Unit 2,,operating,233,Western Australia,Oceania,2009,Summit Southern Cross Power Holdings,Kansai Electric Power Co; Sumitomo Corp,-33.33219,116.22802,https://www.gem.wiki/Bluewaters_power_station
Bluewaters power station,coal,Australia,Unit 3,,cancelled,208,Western Australia,Oceania,,Summit Southern Cross Power Holdings,Kansai Electric Power Co; Sumitomo Corp,-33.33219,116.22802,https://www.gem.wiki/Bluewaters_power_station
Bluewaters power station,coal,Australia,Unit 4,,cancelled,208,Western Australia,Oceania,,Summit Southern Cross Power Holdings,Kansai Electric Power Co; Sumitomo Corp,-33.33219,116.22802,https://www.gem.wiki/Bluewaters_power_station
Callide Oxyfuel Project,coal,Australia,,,retired,30,Queensland,Oceania,2012,CS Energy Ltd,CS Energy Ltd,-24.34722,150.61711,https://www.gem.wiki/Callide_Oxyfuel_Project
Callide power station,coal,Australia,Phase B Unit 1,,operating,350,Queensland,Oceania,1989,CS Energy Ltd,CS Energy Ltd,-24.34722,150.61711,https://www.gem.wiki/Callide_power_station
Callide power station,coal,Australia,Phase B Unit 2,,operating,350,Queensland,Oceania,1989,CS Energy Ltd,CS Energy Ltd,-24.34722,150.61711,https://www.gem.wiki/Callide_power_station
Callide power station,coal,Australia,Phase C Unit 1,,operating,460,Queensland,Oceania,2001,IG Power (Callide) Ltd [50.0%]; CS Energy Ltd [50.0%],CS Energy Ltd [50.0%]; China Huaneng Group [25.0%]; InterGen NV [25.0%],-24.34722,150.61711,https://www.gem.wiki/Callide_power_station
Callide power station,coal,Australia,Phase C Unit 2,,mothballed,460,Queensland,Oceania,2001,IG Power (Callide) Ltd [50.0%]; CS Energy Ltd [50.0%],CS Energy Ltd [50.0%]; China Huaneng Group [25.0%]; InterGen NV [25.0%],-24.34722,150.61711,https://www.gem.wiki/Callide_power_station
Collie power station,coal,Australia,Unit 1,,operating,350,Western Australia,Oceania,1999,Verve Energy,Verve Energy,-33.34309,116.26085,https://www.gem.wiki/Collie_power_station
Collinsville (Shine Energy) power station,coal,Australia,,,pre-permit,1000,New South Wales,Oceania,2025,Shine Energy,Shine Energy,-20.54505,147.80456,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station
Collinsville power station,coal,Australia,Unit 1,,retired,30,Queensland,Oceania,1968,Ratch-Australia Corp Ltd,RATCH Group PLC,-20.54505,147.80456,https://www.gem.wiki/Collinsville_power_station
Collinsville power station,coal,Australia,Unit 2,,retired,30,Queensland,Oceania,1968,Ratch-Australia Corp Ltd,RATCH Group PLC,-20.54505,147.80456,https://www.gem.wiki/Collinsville_power_station
Collinsville power station,coal,Australia,Unit 3,,retired,30,Queensland,Oceania,1970,Ratch-Australia Corp Ltd,RATCH Group PLC,-20.54505,147.80456,https://www.gem.wiki/Collinsville_power_station
Collinsville power station,coal,Australia,Unit 4,,retired,30,Queensland,Oceania,1971,Ratch-Australia Corp Ltd,RATCH Group PLC,-20.54505,147.80456,https://www.gem.wiki/Collinsville_power_station
Collinsville power station,coal,Australia,Unit 5,,retired,60,Queensland,Oceania,1974,Ratch-Australia Corp Ltd,RATCH Group PLC,-20.54505,147.80456,https://www.gem.wiki/Collinsville_power_station
Coolimba power station,coal,Australia,Unit 1,,cancelled,150,Western Australia,Oceania,,Coolimba Power,Westgen,-29.81667,115.26667,https://www.gem.wiki/Coolimba_power_station
Coolimba power station,coal,Australia,Unit 2,,cancelled,150,Western Australia,Oceania,,Coolimba Power,Westgen,-29.81667,115.26667,https://www.gem.wiki/Coolimba_power_station
Coolimba power station,coal,Australia,Unit 3,,cancelled,150,Western Australia,Oceania,,Coolimba Power,Westgen,-29.81667,115.26667,https://www.gem.wiki/Coolimba_power_station
Dual Gas power station,coal,Australia,Unit 1,,cancelled,300,Victoria,Oceania,,Dual Gas,HRL Holdings,-38.25197,146.41634,https://www.gem.wiki/Dual_Gas_power_station
Dual Gas power station,coal,Australia,Unit 2,,cancelled,300,Victoria,Oceania,,Dual Gas,HRL Holdings,-38.25197,146.41634,https://www.gem.wiki/Dual_Gas_power_station
Energy Brix power station,coal,Australia,Unit 2,,retired,30,Victoria,Oceania,1958,Energy Brix Australia Ltd,HRL Holdings,-38.25397,146.41367,https://www.gem.wiki/Energy_Brix_power_station
Energy Brix power station,coal,Australia,Unit 3,,retired,30,Victoria,Oceania,1959,Energy Brix Australia Ltd,HRL Holdings,-38.25397,146.41367,https://www.gem.wiki/Energy_Brix_power_station
Energy Brix power station,coal,Australia,Unit 4,,retired,30,Victoria,Oceania,1959,Energy Brix Australia Ltd,HRL Holdings,-38.25397,146.41367,https://www.gem.wiki/Energy_Brix_power_station
Energy Brix power station,coal,Australia,Unit 5,,retired,60,Victoria,Oceania,1962,Energy Brix Australia Ltd,HRL Holdings,-38.25397,146.41367,https://www.gem.wiki/Energy_Brix_power_station
Eraring power station,coal,Australia,Unit 1,,operating,720,New South Wales,Oceania,1981,Origin Energy Ltd,Origin Energy Ltd,-33.06223,151.52136,https://www.gem.wiki/Eraring_power_station
Eraring power station,coal,Australia,Unit 2,,operating,720,New South Wales,Oceania,1982,Origin Energy Ltd,Origin Energy Ltd,-33.06223,151.52136,https://www.gem.wiki/Eraring_power_station
Eraring power station,coal,Australia,Unit 3,,operating,720,New South Wales,Oceania,1983,Origin Energy Ltd,Origin Energy Ltd,-33.06223,151.52136,https://www.gem.wiki/Eraring_power_station
Eraring power station,coal,Australia,Unit 4,,operating,720,New South Wales,Oceania,1984,Origin Energy Ltd,Origin Energy Ltd,-33.06223,151.52136,https://www.gem.wiki/Eraring_power_station
Galilee Basin Power Project,coal,Australia,Unit 1,,cancelled,600,Queensland,Oceania,,to be determined,to be determined,-21.1492,144.79921,https://www.gem.wiki/Galilee_Basin_Power_Project
Galilee Basin Power Project,coal,Australia,Unit 2,,cancelled,600,Queensland,Oceania,,to be determined,to be determined,-21.1492,144.79921,https://www.gem.wiki/Galilee_Basin_Power_Project
Galilee Power project,coal,Australia,Unit 1,,cancelled,700,Queensland,Oceania,,Waratah Coal Pty Ltd,Mineralogy Pty Ltd,-23.47317,146.55124,https://www.gem.wiki/Galilee_Power_project
Galilee Power project,coal,Australia,Unit 2,,cancelled,700,Queensland,Oceania,,Waratah Coal Pty Ltd,Mineralogy Pty Ltd,-23.47317,146.55124,https://www.gem.wiki/Galilee_Power_project
Gladstone power station,coal,Australia,Unit 1,,operating,280,Queensland,Oceania,1976,NRG Gladstone,Rio Tinto [42.0%]; NRG Energy Inc [38.0%],-23.85067,151.21971,https://www.gem.wiki/Gladstone_power_station
Gladstone power station,coal,Australia,Unit 2,,operating,280,Queensland,Oceania,1977,NRG Gladstone,Rio Tinto [42.0%]; NRG Energy Inc [38.0%],-23.85067,151.21971,https://www.gem.wiki/Gladstone_power_station
Gladstone power station,coal,Australia,Unit 3,,operating,280,Queensland,Oceania,1978,NRG Gladstone,Rio Tinto [42.0%]; NRG Energy Inc [38.0%],-23.85067,151.21971,https://www.gem.wiki/Gladstone_power_station
Gladstone power station,coal,Australia,Unit 4,,operating,280,Queensland,Oceania,1979,NRG Gladstone,Rio Tinto [42.0%]; NRG Energy Inc [38.0%],-23.85067,151.21971,https://www.gem.wiki/Gladstone_power_station
Gladstone power station,coal,Australia,Unit 5,,operating,280,Queensland,Oceania,1981,NRG Gladstone,Rio Tinto [42.0%]; NRG Energy Inc [38.0%],-23.85067,151.21971,https://www.gem.wiki/Gladstone_power_station
Gladstone power station,coal,Australia,Unit 6,,operating,280,Queensland,Oceania,1982,NRG Gladstone,Rio Tinto [42.0%]; NRG Energy Inc [38.0%],-23.85067,151.21971,https://www.gem.wiki/Gladstone_power_station
Hazelwood (Sunset Power International) power station,coal,Australia,Unit 1,,cancelled,660,Victoria,Oceania,,Sunset Power International,Sunset Power International,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_(Sunset_Power_International)_power_station
Hazelwood (Sunset Power International) power station,coal,Australia,Unit 2,,cancelled,660,Victoria,Oceania,,Sunset Power International,Sunset Power International,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_(Sunset_Power_International)_power_station
Hazelwood power station,coal,Australia,Unit 1,,retired,200,Victoria,Oceania,1964,GDF Suez Australian Energy Pty Ltd,GDF Suez Australian Energy Pty Ltd,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_power_station
Hazelwood power station,coal,Australia,Unit 2,,retired,200,Victoria,Oceania,1965,GDF Suez Australian Energy Pty Ltd,GDF Suez Australian Energy Pty Ltd,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_power_station
Hazelwood power station,coal,Australia,Unit 3,,retired,200,Victoria,Oceania,1966,GDF Suez Australian Energy Pty Ltd,GDF Suez Australian Energy Pty Ltd,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_power_station
Hazelwood power station,coal,Australia,Unit 4,,retired,200,Victoria,Oceania,1967,GDF Suez Australian Energy Pty Ltd,GDF Suez Australian Energy Pty Ltd,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_power_station
Hazelwood power station,coal,Australia,Unit 5,,retired,200,Victoria,Oceania,1968,GDF Suez Australian Energy Pty Ltd,GDF Suez Australian Energy Pty Ltd,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_power_station
Hazelwood power station,coal,Australia,Unit 6,,retired,200,Victoria,Oceania,1969,GDF Suez Australian Energy Pty Ltd,GDF Suez Australian Energy Pty Ltd,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_power_station
Hazelwood power station,coal,Australia,Unit 7,,retired,200,Victoria,Oceania,1970,GDF Suez Australian Energy Pty Ltd,GDF Suez Australian Energy Pty Ltd,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_power_station
Hazelwood power station,coal,Australia,Unit 8,,retired,200,Victoria,Oceania,1971,GDF Suez Australian Energy Pty Ltd,GDF Suez Australian Energy Pty Ltd,-38.27183,146.39088,https://www.gem.wiki/Hazelwood_power_station
Kogan Creek power station,coal,Australia,Unit 1,,operating,750,Queensland,Oceania,2007,CS Energy Ltd,CS Energy Ltd,-26.91788,150.75074,https://www.gem.wiki/Kogan_Creek_power_station
Kurri Kurri power station,coal,Australia,Unit 1,,cancelled,1000,New South Wales,Oceania,,China Energy Engineering Group Hunan Electric Power Design Institute Co Ltd; Cavcorp,Cavcorp; China Energy Engineering Group Hunan Electric Power Design Institute Co Ltd,-32.82908,151.46764,https://www.gem.wiki/Kurri_Kurri_power_station
Kurri Kurri power station,coal,Australia,Unit 2,,cancelled,1000,New South Wales,Oceania,,China Energy Engineering Group Hunan Electric Power Design Institute Co Ltd; Cavcorp,Cavcorp; China Energy Engineering Group Hunan Electric Power Design Institute Co Ltd,-32.82908,151.46764,https://www.gem.wiki/Kurri_Kurri_power_station
Kwinana power station,coal,Australia,Phase A Unit 1,,retired,120,Western Australia,Oceania,1970,Verve Energy,Verve Energy,-32.19834,115.77516,https://www.gem.wiki/Kwinana_power_station
Kwinana power station,coal,Australia,Phase A Unit 2,,retired,120,Western Australia,Oceania,1971,Verve Energy,Verve Energy,-32.19834,115.77516,https://www.gem.wiki/Kwinana_power_station
Kwinana power station,coal,Australia,Phase C Unit 1,,retired,200,Western Australia,Oceania,1976,Verve Energy,Verve Energy,-32.19834,115.77516,https://www.gem.wiki/Kwinana_power_station
Kwinana power station,coal,Australia,Phase C Unit 2,,retired,200,Western Australia,Oceania,1978,Verve Energy,Verve Energy,-32.19834,115.77516,https://www.gem.wiki/Kwinana_power_station
Liddell power station,coal,Australia,Unit 1,,retired,500,New South Wales,Oceania,1971,AGL Energy Ltd,AGL Energy Ltd,-32.3716,150.97842,https://www.gem.wiki/Liddell_power_station
Liddell power station,coal,Australia,Unit 2,,retired,500,New South Wales,Oceania,1972,AGL Energy Ltd,AGL Energy Ltd,-32.3716,150.97842,https://www.gem.wiki/Liddell_power_station
Liddell power station,coal,Australia,Unit 3,,retired,500,New South Wales,Oceania,1972,AGL Energy Ltd,AGL Energy Ltd,-32.3716,150.97842,https://www.gem.wiki/Liddell_power_station
Liddell power station,coal,Australia,Unit 4,,retired,500,New South Wales,Oceania,1973,AGL Energy Ltd,AGL Energy Ltd,-32.3716,150.97842,https://www.gem.wiki/Liddell_power_station
Loy Yang A power station,coal,Australia,Unit 1,,operating,560,Victoria,Oceania,1984,Loy Yang Power Management,AGL Energy Ltd; MTAA Super; RATCH Group PLC; Tokyo Electric Power Co,-38.25241,146.57533,https://www.gem.wiki/Loy_Yang_A_power_station
Loy Yang A power station,coal,Australia,Unit 2,,operating,535,Victoria,Oceania,1984,Loy Yang Power Management,AGL Energy Ltd; MTAA Super; RATCH Group PLC; Tokyo Electric Power Co,-38.25241,146.57533,https://www.gem.wiki/Loy_Yang_A_power_station
Loy Yang A power station,coal,Australia,Unit 3,,operating,560,Victoria,Oceania,1987,Loy Yang Power Management,AGL Energy Ltd; MTAA Super; RATCH Group PLC; Tokyo Electric Power Co,-38.25241,146.57533,https://www.gem.wiki/Loy_Yang_A_power_station
Loy Yang A power station,coal,Australia,Unit 4,,operating,560,Victoria,Oceania,1987,Loy Yang Power Management,AGL Energy Ltd; MTAA Super; RATCH Group PLC; Tokyo Electric Power Co,-38.25241,146.57533,https://www.gem.wiki/Loy_Yang_A_power_station
Loy Yang B power station,coal,Australia,Unit 1,,operating,513,Victoria,Oceania,1993,Alinta Energy,Chow Tai Fook Enterprises Ltd,-38.2555,146.58602,https://www.gem.wiki/Loy_Yang_B_power_station
Loy Yang B power station,coal,Australia,Unit 2,,operating,513,Victoria,Oceania,1996,Alinta Energy,Chow Tai Fook Enterprises Ltd,-38.2555,146.58602,https://www.gem.wiki/Loy_Yang_B_power_station
Millmerran power station,coal,Australia,Unit 1,,operating,440,Queensland,Oceania,2002,Millmerran Power Management Pty Ltd,China Huaneng Group,-27.9607,151.2793,https://www.gem.wiki/Millmerran_power_station
Millmerran power station,coal,Australia,Unit 2,,operating,440,Queensland,Oceania,2003,Millmerran Power Management Pty Ltd,China Huaneng Group,-27.9607,151.2793,https://www.gem.wiki/Millmerran_power_station
Moray power station,coal,Australia,,,cancelled,150,Queensland,Oceania,2018,Moray Power,RCR Tomlinson,-22.01245,146.38355,https://www.gem.wiki/Moray_power_station
Mount Piper power station,coal,Australia,Unit 1,,operating,730,New South Wales,Oceania,1993,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-33.35809,150.03204,https://www.gem.wiki/Mount_Piper_power_station
Mount Piper power station,coal,Australia,Unit 2,,operating,660,New South Wales,Oceania,1996,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-33.35809,150.03204,https://www.gem.wiki/Mount_Piper_power_station
Mount Piper power station,coal,Australia,Unit 3,,cancelled,750,New South Wales,Oceania,,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-33.3586,150.0316,https://www.gem.wiki/Mount_Piper_power_station
Mount Piper power station,coal,Australia,Unit 4,,cancelled,750,New South Wales,Oceania,,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-33.3586,150.0316,https://www.gem.wiki/Mount_Piper_power_station
Muja power station,coal,Australia,"Stage A, Unit 1",,retired,60,Western Australia,Oceania,1966,Verve Energy,Verve Energy,-33.44588,116.30753,https://www.gem.wiki/Muja_power_station
Muja power station,coal,Australia,"Stage A, Unit 2",,retired,60,Western Australia,Oceania,1966,Verve Energy,Verve Energy,-33.44588,116.30753,https://www.gem.wiki/Muja_power_station
Muja power station,coal,Australia,"Stage B, Unit 3",,retired,60,Western Australia,Oceania,1968,Verve Energy,Verve Energy,-33.44588,116.30753,https://www.gem.wiki/Muja_power_station
Muja power station,coal,Australia,"Stage B, Unit 4",,retired,60,Western Australia,Oceania,1969,Verve Energy,Verve Energy,-33.44588,116.30753,https://www.gem.wiki/Muja_power_station
Muja power station,coal,Australia,"Stage C, Unit 5",,retired,200,Western Australia,Oceania,1980,Verve Energy,Verve Energy,-33.44588,116.30753,https://www.gem.wiki/Muja_power_station
Muja power station,coal,Australia,"Stage C, Unit 6",,operating,200,Western Australia,Oceania,1981,Verve Energy,Verve Energy,-33.44588,116.30753,https://www.gem.wiki/Muja_power_station
Muja power station,coal,Australia,"Stage D, Unit 7",,operating,227,Western Australia,Oceania,1984,Verve Energy,Verve Energy,-33.44588,116.30753,https://www.gem.wiki/Muja_power_station
Muja power station,coal,Australia,"Stage D, Unit 8",,operating,227,Western Australia,Oceania,1985,Verve Energy,Verve Energy,-33.44588,116.30753,https://www.gem.wiki/Muja_power_station
Munmorah power station,coal,Australia,Unit 3,,retired,300,New South Wales,Oceania,1969,Delta Electricity,Delta Electricity,-33.21208,151.54222,https://www.gem.wiki/Munmorah_power_station
Munmorah power station,coal,Australia,Unit 4,,retired,300,New South Wales,Oceania,1969,Delta Electricity,Delta Electricity,-33.21208,151.54222,https://www.gem.wiki/Munmorah_power_station
Northern Augusta power station,coal,Australia,Unit 1,,retired,260,South Australia,Oceania,1984,Alinta Energy,Chow Tai Fook Enterprises Ltd,-32.54252,137.78785,https://www.gem.wiki/Northern_Augusta_power_station
Northern Augusta power station,coal,Australia,Unit 2,,retired,260,South Australia,Oceania,1985,Alinta Energy,Chow Tai Fook Enterprises Ltd,-32.54252,137.78785,https://www.gem.wiki/Northern_Augusta_power_station
Playford power station,coal,Australia,Unit 1,,retired,60,South Australia,Oceania,1963,Alinta Energy,Chow Tai Fook Enterprises Ltd,-32.53852,137.7822,https://www.gem.wiki/Playford_power_station
Playford power station,coal,Australia,Unit 2,,retired,60,South Australia,Oceania,1963,Alinta Energy,Chow Tai Fook Enterprises Ltd,-32.53852,137.7822,https://www.gem.wiki/Playford_power_station
Playford power station,coal,Australia,Unit 3,,retired,60,South Australia,Oceania,1963,Alinta Energy,Chow Tai Fook Enterprises Ltd,-32.53852,137.7822,https://www.gem.wiki/Playford_power_station
Playford power station,coal,Australia,Unit 4,,retired,60,South Australia,Oceania,1963,Alinta Energy,Chow Tai Fook Enterprises Ltd,-32.53852,137.7822,https://www.gem.wiki/Playford_power_station
Redbank power station,coal,Australia,Unit 1,,retired,151,New South Wales,Oceania,2001,Redbank Energy Ltd,Redbank Energy Ltd,-32.58053,151.07147,https://www.gem.wiki/Redbank_power_station
Stanwell power station,coal,Australia,Unit 1,,operating,365,Queensland,Oceania,1993,Stanwell Corp Ltd,Stanwell Corp Ltd,-23.50911,150.3178,https://www.gem.wiki/Stanwell_power_station
Stanwell power station,coal,Australia,Unit 2,,operating,365,Queensland,Oceania,1994,Stanwell Corp Ltd,Stanwell Corp Ltd,-23.50911,150.3178,https://www.gem.wiki/Stanwell_power_station
Stanwell power station,coal,Australia,Unit 3,,operating,365,Queensland,Oceania,1995,Stanwell Corp Ltd,Stanwell Corp Ltd,-23.50911,150.3178,https://www.gem.wiki/Stanwell_power_station
Stanwell power station,coal,Australia,Unit 4,,operating,365,Queensland,Oceania,1996,Stanwell Corp Ltd,Stanwell Corp Ltd,-23.50911,150.3178,https://www.gem.wiki/Stanwell_power_station
Swanbank-A power station,coal,Australia,Unit 1,,retired,66,Queensland,Oceania,1966,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-A_power_station
Swanbank-A power station,coal,Australia,Unit 2,,retired,66,Queensland,Oceania,1966,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-A_power_station
Swanbank-A power station,coal,Australia,Unit 3,,retired,66,Queensland,Oceania,1967,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-A_power_station
Swanbank-A power station,coal,Australia,Unit 4,,retired,66,Queensland,Oceania,1968,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-A_power_station
Swanbank-A power station,coal,Australia,Unit 5,,retired,66,Queensland,Oceania,1968,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-A_power_station
Swanbank-A power station,coal,Australia,Unit 6,,retired,66,Queensland,Oceania,1969,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-A_power_station
Swanbank-B power station,coal,Australia,Unit 1,,retired,125,Queensland,Oceania,1970,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-B_power_station
Swanbank-B power station,coal,Australia,Unit 2,,retired,125,Queensland,Oceania,1971,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-B_power_station
Swanbank-B power station,coal,Australia,Unit 3,,retired,125,Queensland,Oceania,1972,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-B_power_station
Swanbank-B power station,coal,Australia,Unit 4,,retired,125,Queensland,Oceania,1973,Stanwell Corp Ltd,Stanwell Corp Ltd,-27.66054,152.8129,https://www.gem.wiki/Swanbank-B_power_station
Tarong North power station,coal,Australia,Unit 1,,operating,445,Queensland,Oceania,2003,Stanwell Corp Ltd,Stanwell Corp Ltd,-26.77729,151.91431,https://www.gem.wiki/Tarong_North_power_station
Tarong power station,coal,Australia,Unit 1,,operating,350,Queensland,Oceania,1984,Stanwell Corp Ltd,Stanwell Corp Ltd,-26.78369,151.91527,https://www.gem.wiki/Tarong_power_station
Tarong power station,coal,Australia,Unit 3,,operating,350,Queensland,Oceania,1986,Stanwell Corp Ltd,Stanwell Corp Ltd,-26.78369,151.91527,https://www.gem.wiki/Tarong_power_station
Tarong power station,coal,Australia,Unit 2,,operating,350,Queensland,Oceania,1985,Stanwell Corp Ltd,Stanwell Corp Ltd,-26.78369,151.91527,https://www.gem.wiki/Tarong_power_station
Tarong power station,coal,Australia,Unit 4,,operating,350,Queensland,Oceania,1986,Stanwell Corp Ltd,Stanwell Corp Ltd,-26.78369,151.91527,https://www.gem.wiki/Tarong_power_station
Vales Point A power station (replacement),coal,Australia,,,cancelled,660,New South Wales,Oceania,,Sunset Power International,Sunset Power International,-33.16101,151.54525,https://www.gem.wiki/Vales_Point_A_power_station_(replacement)
Vales Point power station,coal,Australia,Phase B Unit 1,,operating,660,New South Wales,Oceania,1978,Sunset Power International,Sunset Power International,-33.16101,151.54525,https://www.gem.wiki/Vales_Point_power_station
Vales Point power station,coal,Australia,Phase B Unit 2,,operating,660,New South Wales,Oceania,1979,Sunset Power International,Sunset Power International,-33.16101,151.54525,https://www.gem.wiki/Vales_Point_power_station
Wallerawang power station,coal,Australia,Phase C Unit 1,,retired,500,New South Wales,Oceania,1976,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-33.40234,150.08372,https://www.gem.wiki/Wallerawang_power_station
Wallerawang power station,coal,Australia,Phase C Unit 2,,retired,500,New South Wales,Oceania,1976,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-33.40234,150.08372,https://www.gem.wiki/Wallerawang_power_station
Wandoan Power Project,coal,Australia,,,cancelled,400,Queensland,Oceania,,Stanwell Corp Ltd; GE Power,GE Power; Stanwell Corp Ltd,-26.13333,149.95,https://www.gem.wiki/Wandoan_Power_Project
Worsley Refinery power station,coal,Australia,Unit 1,,operating,34,Western Australia,Oceania,1982,South32 Worsley Alumina Pty Ltd,South32,-33.23519,116.06869,https://www.gem.wiki/Worsley_Refinery_power_station
Worsley Refinery power station,coal,Australia,Unit 2,,operating,34,Western Australia,Oceania,1982,South32 Worsley Alumina Pty Ltd,South32,-33.23519,116.06869,https://www.gem.wiki/Worsley_Refinery_power_station
Worsley Refinery power station,coal,Australia,Unit 3,,operating,34,Western Australia,Oceania,1982,South32 Worsley Alumina Pty Ltd,South32,-33.23519,116.06869,https://www.gem.wiki/Worsley_Refinery_power_station
Worsley Refinery power station,coal,Australia,Unit 5,,operating,57,Western Australia,Oceania,2012,South32 Worsley Alumina Pty Ltd,South32,-33.23519,116.06869,https://www.gem.wiki/Worsley_Refinery_power_station
Worsley Refinery power station,coal,Australia,Unit 6,,operating,57,Western Australia,Oceania,2012,South32 Worsley Alumina Pty Ltd,South32,-33.23519,116.06869,https://www.gem.wiki/Worsley_Refinery_power_station
Yallourn W power station,coal,Australia,Unit 1,,operating,360,Victoria,Oceania,1973,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-38.17728,146.34421,https://www.gem.wiki/Yallourn_W_power_station
Yallourn W power station,coal,Australia,Unit 2,,operating,360,Victoria,Oceania,1975,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-38.17728,146.34421,https://www.gem.wiki/Yallourn_W_power_station
Yallourn W power station,coal,Australia,Unit 3,,operating,380,Victoria,Oceania,1981,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-38.17728,146.34421,https://www.gem.wiki/Yallourn_W_power_station
Yallourn W power station,coal,Australia,Unit 4,,operating,380,Victoria,Oceania,1982,EnergyAustralia Pty Ltd,CLP Holdings Ltd,-38.17728,146.34421,https://www.gem.wiki/Yallourn_W_power_station
