project,capacity,unit,type,status,start_year,owner,operator,lat,lng,accuracy,url,country,region,subregion
Funil hydroelectric plant,216,MW,hydropower,operating,1970.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-22.5288,-44.5679,exact,https://gem.wiki/Funil_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Furnas hydroelectric plant,1216,MW,hydropower,operating,1963.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-20.6692,-46.3182,exact,https://gem.wiki/Furnas_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Garabi-Panambi hydroelectric plant,575,MW,hydropower,inactive,,Emprendimientos Energéticos Binacionales SA (EBISA),,-27.7332,-54.9024,approximate,https://gem.wiki/Garabi-Panambi_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Garibaldi hydroelectric plant,192,MW,hydropower,operating,2013.0,CTG Brasil,Rio Canoas Energia SA,-27.6247,-50.9839,exact,https://gem.wiki/Garibaldi_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Governador Bento Munhoz Da Rocha Netto hydroelectric plant,1676,MW,hydropower,operating,1980.0,Companhia Paranaense de Energia (COPEL),FDA Geração de Energia Elétrica SA,-26.0098,-51.666,exact,https://gem.wiki/Governador_Bento_Munhoz_Da_Rocha_Netto_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Governador Jayme Canet Junior hydroelectric plant,363,MW,hydropower,operating,2012.0,Companhia Paranaense de Energia (COPEL) [51%]; Eletrobras Eletrosul [49%],Consórcio Energético Cruzeiro do Sul,-24.0621,-50.7072,exact,https://gem.wiki/Governador_Jayme_Canet_Junior_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Governador José Richa hydroelectric plant,1240,MW,hydropower,operating,1999.0,Companhia Paranaense de Energia (COPEL),Copel Geração e Transmissão SA,-25.5431,-53.4981,exact,https://gem.wiki/Governador_José_Richa_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Governador Ney Aminthas De Barros Braga hydroelectric plant,1260,MW,hydropower,operating,1992.0,Companhia Paranaense de Energia (COPEL),Copel Geração e Transmissão SA,-25.7904,-52.1123,exact,https://gem.wiki/Governador_Ney_Aminthas_De_Barros_Braga_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Governador Pedro Viriato Parigot De Souza hydroelectric plant,260,MW,hydropower,operating,1971.0,Companhia Paranaense de Energia (COPEL),Copel Geração e Transmissão SA,-25.1383,-48.8744,exact,https://gem.wiki/Governador_Pedro_Viriato_Parigot_De_Souza_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Guaporé hydroelectric plant,120,MW,hydropower,operating,2003.0,Tangará Energia SA [64%]; Mineração Santa Elina [36%],Consórcio Guaporé,-15.1239,-58.9647,exact,https://gem.wiki/Guaporé_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Guilman Amorim hydroelectric plant,140,MW,hydropower,operating,1997.0,Arcelormittal Brasil SA [51%]; Samarco Mineração SA [49%],Consórcio UHE Guilman-Amorim,-19.7083,-42.9601,exact,https://gem.wiki/Guilman_Amorim_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Henry Borden hydroelectric plant,889,MW,hydropower,operating,1926.0,Empresa Metropolitana De Águas E Energia SA (EMAE),Empresa Metropolitana De Águas E Energia SA (EMAE),-23.8619,-46.4621,exact,https://gem.wiki/Henry_Borden_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Ibitinga hydroelectric plant,131,MW,hydropower,operating,1969.0,AES Brasil,AES Brasil Operações SA,-21.7592,-48.9906,exact,https://gem.wiki/Ibitinga_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Igarapava hydroelectric plant,210,MW,hydropower,operating,1998.0,Aliança Energia [52.65%]; Votorantim [23.93%]; Companhia Siderúrgica Nacional (CSN) [17.92%]; AngloGold [5.5%],Consórcio da Usina Hidreletrica de Igarapava,-19.9891,-47.756,exact,https://gem.wiki/Igarapava_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Ilha Dos Pombos hydroelectric plant,187,MW,hydropower,operating,1924.0,Light Energia SA,Light Energia SA,-21.8433,-42.5794,exact,https://gem.wiki/Ilha_Dos_Pombos_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Ilha Solteira hydroelectric plant,3444,MW,hydropower,operating,1973.0,CTG Brasil,Rio Paraná Energia SA,-20.3822,-51.3636,exact,https://gem.wiki/Ilha_Solteira_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Iraí hydroelectric plant,330,MW,hydropower,announced,,,,-27.1139,-53.3406,exact,https://gem.wiki/Iraí_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Irapé hydroelectric plant,399,MW,hydropower,operating,2006.0,Companhia Energética de Minas Gerais (CEMIG),CEMIG Geração e Transmissão SA,-16.7381,-42.5747,exact,https://gem.wiki/Irapé_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Itá hydroelectric plant,1450,MW,hydropower,operating,2000.0,Engie Brasil Energia SA [69%]; Companhia Siderúrgica Nacional (CSN) [29.5%]; Itambé [1.5%],Consórcio Itá,-27.2767,-52.3822,exact,https://gem.wiki/Itá_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Itaguaçu hydroelectric plant,151,MW,hydropower,announced,,,,-19.007,-50.693,exact,https://gem.wiki/Itaguaçu_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Itaocara I hydroelectric plant,150,MW,hydropower,announced,2027.0,Light Energia SA [51%]; Companhia Energética de Minas Gerais (CEMIG) [49%],Usina Hidrelétrica Itaocara SA,-21.6956,-42.1492,exact,https://gem.wiki/Itaocara_I_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Itapebi hydroelectric plant,462,MW,hydropower,operating,2003.0,Neoenergia,Itapebi Geração de Energia SA,-15.9656,-39.5926,exact,https://gem.wiki/Itapebi_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Itapiranga hydroelectric plant,725,MW,hydropower,announced,,,,-27.1564,-53.683,exact,https://gem.wiki/Itapiranga_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Itaúba hydroelectric plant,500,MW,hydropower,operating,1979.0,Companhia Estadual De Geração De Energia Elétrica (CEEE),CEEE Geração (CEEE-G),-29.2607,-53.2359,exact,https://gem.wiki/Itaúba_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Itiquira hydroelectric plant,157,MW,hydropower,operating,2002.0,Itiquira Energética SA,Itiquira Energética SA,-17.0906,-54.8307,exact,https://gem.wiki/Itiquira_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Itumbiara hydroelectric plant,2082,MW,hydropower,operating,1980.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-18.4236,-49.1183,exact,https://gem.wiki/Itumbiara_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
J1 hydroelectric plant,141,MW,hydropower,announced,,,,-6.4618,-59.7859,exact,https://gem.wiki/J1_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Jacuí hydroelectric plant,180,MW,hydropower,operating,1962.0,Companhia Estadual De Geração De Energia Elétrica (CEEE),CEEE Geração (CEEE-G),-29.0728,-53.2081,exact,https://gem.wiki/Jacuí_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Jaguara hydroelectric plant,424,MW,hydropower,operating,1971.0,Engie Brasil Energia SA,Companhia Energética Jaguara,-20.0227,-47.4339,exact,https://gem.wiki/Jaguara_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Jamanxim hydroelectric plant,881,MW,hydropower,announced,,,,-5.6467,-55.8772,exact,https://gem.wiki/Jamanxim_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Jatobá hydroelectric plant,1650,MW,hydropower,announced,,,,-5.1875,-56.9214,exact,https://gem.wiki/Jatobá_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Jauru hydroelectric plant,122,MW,hydropower,operating,2003.0,Ibitu Energia,Ibitu Energia,-15.2356,-58.7278,exact,https://gem.wiki/Jauru_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Jirau hydroelectric plant,3750,MW,hydropower,operating,2013.0,Engie Brasil Energia SA [40%]; Eletrobras Eletrosul [20%]; Companhia Hidro Elétrica do São Francisco SA (CHESF) [20%]; Mitsui & CO [20%],Energia Sustentável Do Brasil SA,-9.2675,-64.6461,exact,https://gem.wiki/Jirau_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Jupiá hydroelectric plant,1551,MW,hydropower,operating,1969.0,CTG Brasil,Rio Paraná Energia SA,-20.7758,-51.6267,exact,https://gem.wiki/Jupiá_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Jurumirim hydroelectric plant,101,MW,hydropower,operating,1962.0,CTG Brasil,Rio Paranapanema Energia SA,-23.2102,-49.2304,exact,https://gem.wiki/Jurumirim_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Luís Eduardo Magalhães hydroelectric plant,903,MW,hydropower,operating,2001.0,EDP Brasil [73%]; CEB (Companhia Energética de Brasilia) [20%]; CPFL Energia SA [7%],Investco SA,-9.7574,-48.372,exact,https://gem.wiki/Luís_Eduardo_Magalhães_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Luiz Gonzaga hydroelectric plant,1480,MW,hydropower,operating,1988.0,Companhia Hidro Elétrica do São Francisco SA (CHESF),Companhia Hidro Elétrica do São Francisco SA (CHESF),-9.1435,-38.3124,exact,https://gem.wiki/Luiz_Gonzaga_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Machadinho hydroelectric plant,1140,MW,hydropower,operating,2002.0,Votorantim [33.15%]; Alcoa Aluminum [25.74%]; Engie Brasil Energia SA [19.28%]; Vale SA [8.29%]; Companhia Estadual De Geração De Energia Elétrica (CEEE) [5.53%]; InterCement [5.28%]; DME Distribução SA [2.73%],Consórcio Machadinho,-27.5271,-51.7897,exact,https://gem.wiki/Machadinho_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Manso hydroelectric plant,210,MW,hydropower,operating,2000.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-14.8712,-55.7853,exact,https://gem.wiki/Manso_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Marabá hydroelectric plant,2160,MW,hydropower,announced,,,,-5.313,-49.0367,exact,https://gem.wiki/Marabá_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Marechal Mascarenhas De Moraes hydroelectric plant,476,MW,hydropower,operating,1957.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-20.2863,-47.0644,exact,https://gem.wiki/Marechal_Mascarenhas_De_Moraes_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Marimbondo hydroelectric plant,1440,MW,hydropower,operating,1975.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-20.303,-49.1977,exact,https://gem.wiki/Marimbondo_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Mascarenhas hydroelectric plant,198,MW,hydropower,operating,1973.0,EDP Brasil,Energest SA,-19.5005,-40.9185,exact,https://gem.wiki/Mascarenhas_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Mirador hydroelectric plant,106,MW,hydropower,announced,,,,-14.2978,-47.9247,exact,https://gem.wiki/Mirador_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Miranda hydroelectric plant,408,MW,hydropower,operating,1998.0,Engie Brasil Energia SA,Companhia Energética Miranda,-18.9104,-48.0409,exact,https://gem.wiki/Miranda_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Mocotó hydroelectric plant,95,MW,hydropower,announced,,,,-1.4858,-54.4436,exact,https://gem.wiki/Mocotó_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Monte Claro hydroelectric plant,130,MW,hydropower,operating,2004.0,Companhia Energética Rio Das Antas (CERAN),Companhia Energética Rio Das Antas (CERAN),-29.0308,-51.5213,exact,https://gem.wiki/Monte_Claro_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Nilo Peçanha hydroelectric plant,380,MW,hydropower,operating,1953.0,Light Energia SA,Light Energia SA,-22.6833,-43.8733,exact,https://gem.wiki/Nilo_Peçanha_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Nova Avanhandava hydroelectric plant,347,MW,hydropower,operating,1982.0,AES Brasil,AES Brasil Operações SA,-21.1189,-50.2011,exact,https://gem.wiki/Nova_Avanhandava_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Nova Ponte hydroelectric plant,510,MW,hydropower,operating,1994.0,Companhia Energética de Minas Gerais (CEMIG),CEMIG Geração e Transmissão SA,-19.1296,-47.697,exact,https://gem.wiki/Nova_Ponte_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Paraibuna hydroelectric plant,87,MW,hydropower,operating,1978.0,Companhia Energética de São Paulo,,-23.4142,-45.6016,exact,https://gem.wiki/Paraibuna_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Paranã hydroelectric plant,90,MW,hydropower,announced,,,,-12.6678,-47.8128,exact,https://gem.wiki/Paranã_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Passo Fundo hydroelectric plant,226,MW,hydropower,operating,1973.0,Engie Brasil Energia SA,Engie Brasil Energia SA,-27.5532,-52.7414,exact,https://gem.wiki/Passo_Fundo_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Passo Real hydroelectric plant,158,MW,hydropower,operating,1973.0,Companhia Estadual De Geração De Energia Elétrica (CEEE),CEEE Geração (CEEE-G),-29.017,-53.1901,exact,https://gem.wiki/Passo_Real_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Passo São João hydroelectric plant,77,MW,hydropower,operating,2012.0,Eletrobras CGT Eletrosul,,-28.1421,-55.057,exact,https://gem.wiki/Passo_São_João_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Paulo Afonso I hydroelectric plant,180,MW,hydropower,operating,1964.0,Companhia Hidro Elétrica do São Francisco SA (CHESF),Companhia Hidro Elétrica do São Francisco SA (CHESF),-9.3981,-38.2029,exact,https://gem.wiki/Paulo_Afonso_I_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Paulo Afonso II hydroelectric plant,443,MW,hydropower,operating,1961.0,Companhia Hidro Elétrica do São Francisco SA (CHESF),Companhia Hidro Elétrica do São Francisco SA (CHESF),-9.3969,-38.2027,exact,https://gem.wiki/Paulo_Afonso_II_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Paulo Afonso III hydroelectric plant,794,MW,hydropower,operating,1971.0,Companhia Hidro Elétrica do São Francisco SA (CHESF),Companhia Hidro Elétrica do São Francisco SA (CHESF),-9.396,-38.2019,exact,https://gem.wiki/Paulo_Afonso_III_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Paulo Afonso IV hydroelectric plant,2462,MW,hydropower,operating,1979.0,Companhia Hidro Elétrica do São Francisco SA (CHESF),Companhia Hidro Elétrica do São Francisco SA (CHESF),-9.4156,-38.2077,exact,https://gem.wiki/Paulo_Afonso_IV_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Pedra Do Cavalo hydroelectric plant,160,MW,hydropower,operating,2004.0,Votorantim,Votorantim Cimentos SA,-12.5835,-38.998,exact,https://gem.wiki/Pedra_Do_Cavalo_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Peixe Angical hydroelectric plant,499,MW,hydropower,operating,2006.0,EDP Brasil [60%]; Eletrobras Furnas [40%],Enerpeixe SA,-12.2355,-48.3864,exact,https://gem.wiki/Peixe_Angical_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Pereira Passos hydroelectric plant,99,MW,hydropower,operating,1962.0,Light Energia SA,,-22.6868,-43.8248,exact,https://gem.wiki/Pereira_Passos_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Pirajú hydroelectric plant,90,MW,hydropower,operating,2002.0,Companhia Brasileira De Alumínio (APE),,-23.1543,-49.3818,exact,https://gem.wiki/Pirajú_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Ponte De Pedra hydroelectric plant,176,MW,hydropower,operating,2005.0,Engie Brasil Energia SA,Engie Brasil Energia SA,-17.6078,-54.8273,exact,https://gem.wiki/Ponte_De_Pedra_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Porto Colômbia hydroelectric plant,320,MW,hydropower,operating,1973.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-20.1242,-48.5719,exact,https://gem.wiki/Porto_Colômbia_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Porto Estrela hydroelectric plant,112,MW,hydropower,operating,2001.0,Aliança Energia [66.67%]; Companhia Energética de Minas Gerais (CEMIG) [33.33%],Consórcio Porto Estrela,-19.1159,-42.6625,exact,https://gem.wiki/Porto_Estrela_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Porto Primavera hydroelectric plant,1540,MW,hydropower,operating,1999.0,Companhia Energética De São Paulo (CESP),Companhia Energética De São Paulo,-22.4757,-52.9587,exact,https://gem.wiki/Porto_Primavera_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Promissão hydroelectric plant,264,MW,hydropower,operating,1975.0,AES Brasil,AES Brasil Operações SA,-21.2961,-49.7831,exact,https://gem.wiki/Promissão_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Quebra Queixo hydroelectric plant,120,MW,hydropower,operating,2003.0,Ibitu Energia,Companhia Energética Chapecó,-26.6578,-52.5449,exact,https://gem.wiki/Quebra_Queixo_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Queimado hydroelectric plant,105,MW,hydropower,operating,2004.0,Companhia Energética de Minas Gerais (CEMIG) [82.5%]; CEB (Companhia Energética de Brasilia) [17.5%],Consórcio CEMIG-CEB,-16.2107,-47.3233,exact,https://gem.wiki/Queimado_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Retiro Baixo hydroelectric plant,84,MW,hydropower,operating,2010.0,Cemig Distribution SA [49.9%]; Eletrobras Furnas [49%]; Orteng Equipamentos e Sistemas [1.1%],,-18.8759,-44.7817,exact,https://gem.wiki/Retiro_Baixo_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Ribeiro Gonçalves hydroelectric plant,113,MW,hydropower,announced,,,,-7.575,-45.3214,exact,https://gem.wiki/Ribeiro_Gonçalves_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Risoleta Neves hydroelectric plant,140,MW,hydropower,inactive,2004.0,Vale SA [77.5%]; Companhia Energética de Minas Gerais (CEMIG) [22.5%],Consórcio Candonga,-20.2074,-42.855,exact,https://gem.wiki/Risoleta_Neves_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Rosana hydroelectric plant,354,MW,hydropower,operating,1987.0,CTG Brasil,Rio Paranapanema Energia SA,-22.601,-52.8694,exact,https://gem.wiki/Rosana_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Sá Carvalho hydroelectric plant,78,MW,hydropower,operating,1951.0,Cemig Distribution SA,,-19.6461,-42.8506,exact,https://gem.wiki/Sá_Carvalho_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Salto Do Rio Verdinho hydroelectric plant,93,MW,hydropower,operating,2010.0,Companhia Brasileira De Alumínio (APE),,-19.1419,-50.7588,exact,https://gem.wiki/Salto_Do_Rio_Verdinho_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Salto Grande hydroelectric plant (Brazil),102,MW,hydropower,operating,1956.0,Companhia Energética de Minas Gerais (CEMIG),CEMIG Geração Salto Grande SA,-19.1653,-42.775,exact,https://gem.wiki/Salto_Grande_hydroelectric_plant_(Brazil),Brazil,Americas,Latin America and the Caribbean
Salto hydroelectric plant,116,MW,hydropower,operating,2010.0,CTG Brasil,Rio Verde Energia SA,-18.8082,-51.171,exact,https://gem.wiki/Salto_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Salto Osório hydroelectric plant,1078,MW,hydropower,operating,1975.0,Engie Brasil Energia SA,Engie Brasil Energia SA,-25.5376,-53.009,exact,https://gem.wiki/Salto_Osório_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Salto Pilão hydroelectric plant,192,MW,hydropower,operating,2009.0,Votorantim [60%]; DME Energética SA [20%]; Companhia Geração De Energia Pilão (CGEP) [20%],Consórcio Empresarial Salto Pilão,-27.1359,-49.5183,exact,https://gem.wiki/Salto_Pilão_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Salto Santiago hydroelectric plant,1420,MW,hydropower,operating,1980.0,Engie Brasil Energia SA,Engie Brasil Energia SA,-25.6288,-52.6145,exact,https://gem.wiki/Salto_Santiago_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Samuel hydroelectric plant,217,MW,hydropower,operating,1989.0,Eletrobras Eletronorte,Eletrobras Eletronorte,-8.751,-63.4542,exact,https://gem.wiki/Samuel_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Santa Clara hydroelectric plant,120,MW,hydropower,operating,2005.0,Elejor,Centrais Elétricas Do Rio Jordão SA,-25.6456,-51.9569,exact,https://gem.wiki/Santa_Clara_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Santo Antônio Do Jari hydroelectric plant,393,MW,hydropower,operating,2014.0,CTG Brasil,Companhia Energética do Jari,-0.6501,-52.5167,exact,https://gem.wiki/Santo_Antônio_Do_Jari_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Santo Antônio hydroelectric plant,3568,MW,hydropower,operating,2012.0,Eletrobras Furnas,Santo Antônio Energia SA,-8.7967,-63.9522,exact,https://gem.wiki/Santo_Antônio_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Santo Antônio hydroelectric plant,84,MW,hydropower,announced,2031.0,,,-26.8772,-52.8097,exact,https://gem.wiki/Santo_Antônio_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
São Jeronimo hydroelectric plant,331,MW,hydropower,announced,,,,-23.7177,-50.9144,exact,https://gem.wiki/São_Jeronimo_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
São Luiz Dos Tapajós hydroelectric plant,8040,MW,hydropower,announced,,,,-4.5278,-56.2406,exact,https://gem.wiki/São_Luiz_Dos_Tapajós_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
São Manoel hydroelectric plant,700,MW,hydropower,operating,2017.0,EDP Brasil [33.4%]; CTG Brasil [33.3%]; Eletrobras Furnas [33.3%],Empresa De Energia São Manoel SA,-9.1903,-57.0522,exact,https://gem.wiki/São_Manoel_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
São Roque hydroelectric plant,142,MW,hydropower,construction,2022.0,Nova Engevix,São Roque Energética SA,-27.4978,-50.8046,exact,https://gem.wiki/São_Roque_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
São Salvador hydroelectric plant,243,MW,hydropower,operating,2009.0,Engie Brasil Energia SA,Engie Brasil Energia SA,-12.8084,-48.2382,exact,https://gem.wiki/São_Salvador_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
São Simão hydroelectric plant,1710,MW,hydropower,operating,1978.0,SPIC Brasil,SPIC Brasil,-19.0183,-50.4986,exact,https://gem.wiki/São_Simão_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Serra Da Mesa hydroelectric plant,1275,MW,hydropower,operating,1998.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-13.8339,-48.3049,exact,https://gem.wiki/Serra_Da_Mesa_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Serra Do Facão hydroelectric plant,213,MW,hydropower,operating,2010.0,Eletrobras Furnas,Serra Do Facão Energia SA,-18.046,-47.6749,exact,https://gem.wiki/Serra_Do_Facão_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Simplício hydroelectric plant,334,MW,hydropower,operating,2013.0,Eletrobras Furnas,Furnas-Centrais Elétricas SA,-21.9207,-42.7932,exact,https://gem.wiki/Simplício_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Sinop hydroelectric plant,402,MW,hydropower,operating,2019.0,EDF Norte Fluminense [51%]; Eletrobras Eletronorte [24.5%]; Companhia Hidro Elétrica do São Francisco SA (CHESF) [24.5%],Companhia Energética Sinop SA,-11.2667,-55.4501,exact,https://gem.wiki/Sinop_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Sobradinho hydroelectric plant,1050,MW,hydropower,operating,1982.0,Companhia Hidro Elétrica do São Francisco SA (CHESF),Companhia Hidro Elétrica do São Francisco SA (CHESF),-9.4302,-40.8272,exact,https://gem.wiki/Sobradinho_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Tabajara hydroelectric plant,400,MW,hydropower,announced,2028.0,,,-8.9083,-62.1753,exact,https://gem.wiki/Tabajara_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Taquaruçu hydroelectric plant,525,MW,hydropower,operating,1992.0,CTG Brasil,Rio Paranapanema Energia SA,-22.5437,-52.0002,exact,https://gem.wiki/Taquaruçu_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Telêmaco Borba hydroelectric plant,118,MW,hydropower,announced,2028.0,,,-24.3517,-50.5908,exact,https://gem.wiki/Telêmaco_Borba_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Teles Pires hydroelectric plant,1820,MW,hydropower,operating,2015.0,Neoenergia [51%]; Eletrobras Furnas [24.5%]; Eletrosul [24.5%],Companhia Hidrelétrica Teles Pires,-9.3515,-56.778,exact,https://gem.wiki/Teles_Pires_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Torixoréu hydroelectric plant,408,MW,hydropower,announced,,,,-16.2836,-52.6242,exact,https://gem.wiki/Torixoréu_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Três Irmãos hydroelectric plant,808,MW,hydropower,operating,1993.0,Fundo de Investimento em Participações Constantinopla [50.1%]; Eletrobras Furnas [49.9%],Consórcio Novo Oriente,-20.6687,-51.2998,exact,https://gem.wiki/Três_Irmãos_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Três Marias hydroelectric plant,396,MW,hydropower,operating,1962.0,Companhia Energética de Minas Gerais (CEMIG),CEMIG Geração Três Marias SA,-18.215,-45.2592,exact,https://gem.wiki/Três_Marias_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Tucuruí hydroelectric plant,8535,MW,hydropower,operating,1984.0,Eletrobras Eletronorte,Eletrobras Eletronorte,-3.8316,-49.6431,exact,https://gem.wiki/Tucuruí_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Uruçuí hydroelectric plant,134,MW,hydropower,announced,,,,-7.2322,-44.5692,exact,https://gem.wiki/Uruçuí_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Urucupatá hydroelectric plant,292,MW,hydropower,announced,,,,0.5237,-53.1581,exact,https://gem.wiki/Urucupatá_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Volta Grande hydroelectric plant,380,MW,hydropower,operating,1974.0,Enel Green Power,Enel Green Power Volta Grande SA,-20.0333,-48.2218,exact,https://gem.wiki/Volta_Grande_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
Xingó hydroelectric plant,3162,MW,hydropower,operating,1994.0,Companhia Hidro Elétrica do São Francisco SA (CHESF),Companhia Hidro Elétrica do São Francisco SA (CHESF),-9.6196,-37.7926,exact,https://gem.wiki/Xingó_hydroelectric_plant,Brazil,Americas,Latin America and the Caribbean
