project,capacity,unit,type,status,start_year,owner,operator,lat,lng,accuracy,url,country,region,subregion
Tuggen hydroelectric plant,105,MW,hydropower,operating,1962.0,Vattenfall AB,,64.4729,18.8826,exact,https://gem.wiki/Tuggen_hydroelectric_plant,Sweden,Europe,Northern Europe
Umluspen hydroelectric plant,104,MW,hydropower,operating,1957.0,Vattenfall AB,,65.0949,17.1037,exact,https://gem.wiki/Umluspen_hydroelectric_plant,Sweden,Europe,Northern Europe
Vargfors hydroelectric plant,120,MW,hydropower,operating,1961.0,Vattenfall AB,,65.0214,19.6854,exact,https://gem.wiki/Vargfors_hydroelectric_plant,Sweden,Europe,Northern Europe
Vietas hydroelectric plant,325,MW,hydropower,operating,1971.0,Vattenfall AB,Vattenfall,67.4927,18.3547,exact,https://gem.wiki/Vietas_hydroelectric_plant,Sweden,Europe,Northern Europe
Amsteg hydroelectric plant,120,MW,hydropower,operating,1923.0,Swiss Federal Railways (SBB) [90%]; Canton of Uri [9%]; Urner Kantonalbank [1%],Kraftwerk Amsteg AG (KWA),46.7668,8.6729,exact,https://gem.wiki/Amsteg_hydroelectric_plant,Switzerland,Europe,Western Europe
Barenburg hydroelectric plant,220,MW,hydropower,operating,1962.0,Edison International Shareholdings SPA [20%]; Elektrizitätswerk Der Stadt Zürich (EWZ) [19.5%]; Axpo Power AG [19.5%]; Canton of Grisons [12%]; Alpiq Suisse SA [9.28%]; BKW Energie AG [7.72%]; Repower AG [6.5%]; Local Municipality [3%]; Industrielle Werke Basel (IWB) [2.5%],Kraftwerke Hinterrhein AG,46.5902,9.4214,exact,https://gem.wiki/Barenburg_hydroelectric_plant,Switzerland,Europe,Western Europe
Bavona hydroelectric plant,140,MW,hydropower,operating,1966.0,Axpo Power AG [30%]; Canton of Ticino [20%]; Alpiq Suisse SA [12.5%]; Industrielle Werke Basel (IWB) [12.5%]; Elektrizitätswerk Der Stadt Zürich (EWZ) [10%]; BKW Energie AG [10%]; Energie Wasser Bern (EWB) [5%],Officine Idroelettriche della Maggia SA (OFIMA),46.4104,8.5376,exact,https://gem.wiki/Bavona_hydroelectric_plant,Switzerland,Europe,Western Europe
Biasca hydroelectric plant,324,MW,hydropower,operating,1959.0,Canton of Ticino [20%]; Axpo Power AG [17%]; Alpiq Suisse SA [17%]; Elektrizitätswerk Der Stadt Zürich (EWZ) [17%]; Industrielle Werke Basel (IWB) [12%]; Energie Wasser Bern (EWB) [5%],Officine Idroelettriche di Blenio SA (OFIBLE),46.335,8.9826,exact,https://gem.wiki/Biasca_hydroelectric_plant,Switzerland,Europe,Western Europe
Bieudron hydroelectric plant,1260,MW,hydropower,operating,1999.0,Alpiq Suisse SA [72.7272%]; Axpo Power AG [9.0909%]; BKW Energie AG [9.0909%]; Industrielle Werke Basel (IWB) [9.0909%],Hydro Exploitation SA,46.183,7.2515,exact,https://gem.wiki/Bieudron_hydroelectric_plant,Switzerland,Europe,Western Europe
Birsfelden hydroelectric plant,100,MW,hydropower,operating,1955.0,Industrielle Werke Basel (IWB) [50%]; Canton of Basel-Landschaft [25%]; Cooperative Elektra Birseck (EMB) [15%]; Coorperative Elektra Baselland (EBL) [10%],Kraftwerk Birsfelden AG (KWB),47.5599,7.6264,exact,https://gem.wiki/Birsfelden_hydroelectric_plant,Switzerland,Europe,Western Europe
Bitsch hydroelectric plant,340,MW,hydropower,operating,1969.0,Alpiq Suisse SA [23.03%]; BKW Energie AG [16.12%]; Industrielle Werke Basel (IWB) [14%]; Axpo Power AG [13.81%]; Alpiq [11.52%]; Forces Motrices Valaisannes SA (FMV) [11.52%]; Groupe E SA [10%],,46.3336,8.0076,exact,https://gem.wiki/Bitsch_hydroelectric_plant,Switzerland,Europe,Western Europe
Castasegna hydroelectric plant,100,MW,hydropower,operating,1959.0,Elektrizitätswerk Der Stadt Zürich (EWZ),Elektrizitätswerk der Stadt Zürich (EWZ),46.3361,9.5154,exact,https://gem.wiki/Castasegna_hydroelectric_plant,Switzerland,Europe,Western Europe
Cavergno hydroelectric plant,114,MW,hydropower,operating,1955.0,Axpo Power AG [30%]; Canton of Ticino [20%]; Alpiq Suisse SA [12.5%]; Industrielle Werke Basel (IWB) [12.5%]; Elektrizitätswerk Der Stadt Zürich (EWZ) [10%]; BKW Energie AG [10%]; Energie Wasser Bern (EWB) [5%],Officine Idroelettriche della Maggia SA (OFIMA),46.3536,8.5953,exact,https://gem.wiki/Cavergno_hydroelectric_plant,Switzerland,Europe,Western Europe
Chandoline hydroelectric plant,150,MW,hydropower,inactive,1934.0,Alpiq Suisse SA [60%]; Axpo Power AG [13.333%]; BKW Energie AG [13.333%]; Industrielle Werke Basel (IWB) [13.333%],,46.2228,7.3754,exact,https://gem.wiki/Chandoline_hydroelectric_plant,Switzerland,Europe,Western Europe
Etzelwerk Altendorf hydroelectric plant,135,MW,hydropower,operating,1937.0,Swiss Federal Railways (SBB),,47.1941,8.8129,exact,https://gem.wiki/Etzelwerk_Altendorf_hydroelectric_plant,Switzerland,Europe,Western Europe
Ferrera 1 hydroelectric plant,180,MW,hydropower,operating,1962.0,Edison International Shareholdings SPA [20%]; Elektrizitätswerk Der Stadt Zürich (EWZ) [19.5%]; Axpo Power AG [19.5%]; Canton of Grisons [12%]; Alpiq Suisse SA [9.28%]; BKW Energie AG [7.72%]; Repower AG [6.5%]; Local Municipality [3%] IWB ; ERROR [,Kraftwerke Hinterrhein AG,46.5329,9.4342,exact,https://gem.wiki/Ferrera_1_hydroelectric_plant,Switzerland,Europe,Western Europe
Fionnay-Dixence hydroelectric plant,306,MW,hydropower,operating,1957.0,Alpiq Suisse SA [60%]; Axpo Power AG [13.333%]; BKW Energie AG [13.333%]; Industrielle Werke Basel (IWB) [13.333%],Hydro Exploitation SA,46.0357,7.3034,exact,https://gem.wiki/Fionnay-Dixence_hydroelectric_plant,Switzerland,Europe,Western Europe
Fionnay-Mauvoisin hydroelectric plant,140,MW,hydropower,operating,1958.0,Axpo Holding AG [29.25%]; Forces Motrices de la Suisse Centrale SA (CKW) [19.5%]; Axpo Power AG [19.5%]; BKW FMB Energie SA [19.5%]; Electricité de France (EDF) [9.75%]; Municipality of Bagnes [2.5%],Forces Motrices de Mauvoisin SA,46.0304,7.308,exact,https://gem.wiki/Fionnay-Mauvoisin_hydroelectric_plant,Switzerland,Europe,Western Europe
Gordola hydroelectric plant,133,MW,hydropower,operating,1965.0,City of Lugano [66.666%]; Canton of Ticino [33.333%],Azienda Elettrica Ticinese (AET),46.1942,8.8491,exact,https://gem.wiki/Gordola_hydroelectric_plant,Switzerland,Europe,Western Europe
Göscheneralp hydroelectric plant,165,MW,hydropower,operating,1962.0,Centralschweizerische Kraftwerke AG (CKW) [50%]; Swiss Federal Railways (SBB) [40%]; Canton of Uri [10%],Centralschweizerische Kraftwerke AG (CKW),46.6674,8.5853,exact,https://gem.wiki/Göscheneralp_hydroelectric_plant,Switzerland,Europe,Western Europe
Grimsel 2 hydroelectric plant,388,MW,hydropower,operating,1981.0,BKW Energie AG [50%]; Industrielle Werke Basel (IWB) [16.667%]; Energie Wasser Bern (EWB) [16.667%]; Elektrizitätswerk Der Stadt Zürich (EWZ) [16.667%],Kraftwerke Oberhasli AG (KWO),46.5681,8.3193,exact,https://gem.wiki/Grimsel_2_hydroelectric_plant,Switzerland,Europe,Western Europe
Grimsel-I E hydroelectric plant,150,MW,hydropower,shelved,,BKW Energie AG [50%]; Industrielle Werke Basel (IWB) [16.667%]; Energie Wasser Bern (EWB) [16.667%]; Elektrizitätswerk Der Stadt Zürich (EWZ) [16.667%],Kraftwerke Oberhasli AG (KWO),46.5711,8.3308,exact,https://gem.wiki/Grimsel-I_E_hydroelectric_plant,Switzerland,Europe,Western Europe
